seed,source_id,PDR,geocast_packets,flooding_packets,mr_nodes,mr_recvs
10004, 281, 1, 57, 53, 36, 36
10004, 27, 1, 16, 57, 36, 36
10004, 98, 0, 7, 0, 29, 0
10004, 243, 0, 14, 0, 29, 0
10004, 126, 0, 5, 0, 29, 0
10004, 247, 0.807692, 21, 40, 26, 21
10004, 8, 1, 27, 52, 26, 26
10004, 153, 0, 4, 0, 32, 0
10004, 197, 1, 10, 55, 32, 32
10004, 7, 1, 19, 54, 31, 31
