source_id,send_x,send_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,send_id,destination_x,destination_y,pri_1,pri_2,pri_3,pri_4,pri_5,pri_recover
11, 1, 81, -1, 116, 10300200, 1, 1, 29, 11, 700, 750, 29, 10000000, 10000000, 10000000, 10000000, 0
11, -1, 116, 1, 280, 10300819, 1, 1, 32, 29, 700, 750, 32, 166, 160, 56, 64, 0
11, 1, 280, -1, 318, 10301438, 1, 1, 64, 32, 700, 750, 64, 10000000, 10000000, 10000000, 10000000, 0
11, -1, 318, -1, 520, 10302058, 2, 1, 50, 64, 700, 750, 43, 50, 145, 10000000, 10000000, 0
11, -1, 520, -1, 556, 10306677, 3, 1, 145, 50, 700, 750, 28, 121, 145, 34, 192, 0
11, -1, 556, 1, 680, 10315296, 5, 1, 28, 145, 700, 750, 178, 158, 129, 152, 28, 0
38, 92, 1, 290, -1, 11300200, 1, 1, 7, 38, 700, 750, 7, 171, 110, 98, 62, 0
38, 290, -1, 307, 1, 11300819, 1, 1, 62, 7, 700, 750, 62, 5, 10000000, 10000000, 10000000, 0
38, 307, 1, 501, -1, 11301439, 3, 1, 5, 62, 700, 750, 61, 48, 5, 100, 125, 0
38, 501, -1, 502, 1, 11310058, 4, 1, 61, 5, 700, 750, 91, 185, 144, 61, 48, 0
38, 501, -1, 551, 1, 11310058, 3, 1, 144, 5, 700, 750, 91, 185, 144, 61, 48, 0
38, 501, -1, 574, 1, 11310058, 2, 1, 185, 5, 700, 750, 91, 185, 144, 61, 48, 0
38, 574, 1, 699, 1, 11314678, 3, 1, 46, 185, 700, 750, 91, 12, 46, 161, 151, 0
38, 574, 1, 743, 1, 11314678, 5, 1, 151, 185, 700, 750, 91, 12, 46, 161, 151, 0
38, 574, 1, 771, 1, 11314678, 4, 1, 161, 185, 700, 750, 91, 12, 46, 161, 151, 0
171, 201, 35, 198, 73, 12300200, 4, 1, 60, 171, 700, 750, 143, 98, 110, 60, 7, 0
171, 201, 35, 201, 74, 12300200, 3, 1, 110, 171, 700, 750, 143, 98, 110, 60, 7, 0
171, 201, 35, 201, 99, 12300200, 2, 1, 98, 171, 700, 750, 143, 98, 110, 60, 7, 0
171, 201, 35, 198, 129, 12300200, 1, 1, 143, 171, 700, 750, 143, 98, 110, 60, 7, 0
119, 201, 286, 198, 310, 13300200, 5, 1, 137, 119, 700, 750, 189, 195, 23, 165, 137, 0
119, 201, 286, 201, 325, 13300200, 3, 1, 23, 119, 700, 750, 189, 195, 23, 165, 137, 0
119, 201, 286, 198, 349, 13300200, 4, 1, 165, 119, 700, 750, 189, 195, 23, 165, 137, 0
119, 201, 286, 198, 381, 13300200, 1, 1, 189, 119, 700, 750, 189, 195, 23, 165, 137, 0
119, 198, 381, 201, 419, 13300819, 4, 1, 195, 189, 700, 750, 135, 65, 149, 195, 45, 0
119, 198, 381, 201, 486, 13300819, 3, 1, 149, 189, 700, 750, 135, 65, 149, 195, 45, 0
119, 198, 381, 201, 525, 13300819, 2, 1, 65, 189, 700, 750, 135, 65, 149, 195, 45, 0
119, 201, 525, 198, 668, 13305439, 1, 1, 10, 65, 700, 750, 10, 154, 135, 67, 45, 0
119, 201, 525, 201, 733, 13305439, 4, 1, 67, 65, 700, 750, 10, 154, 135, 67, 45, 0
119, 198, 668, 201, 686, 13306058, 1, 1, 154, 10, 700, 750, 154, 67, 123, 3, 10000000, 0
119, 198, 668, 201, 733, 13306058, 2, 1, 67, 10, 700, 750, 154, 67, 123, 3, 10000000, 0
119, 201, 733, 201, 686, 13310677, 1, 1, 154, 67, 700, 750, 154, 10000000, 10000000, 10000000, 10000000, 0
98, 201, 122, 198, 259, 14300200, 1, 1, 13, 98, 700, 750, 13, 119, 10000000, 10000000, 10000000, 0
98, 198, 259, 198, 336, 14300819, 4, 1, 165, 13, 700, 750, 186, 195, 189, 165, 23, 0
98, 198, 259, 201, 339, 14300819, 5, 1, 23, 13, 700, 750, 186, 195, 189, 165, 23, 0
98, 198, 259, 201, 425, 14300820, 2, 1, 195, 13, 700, 750, 186, 195, 189, 165, 23, 0
98, 201, 425, 201, 456, 14305439, 4, 1, 186, 195, 700, 750, 65, 135, 149, 186, 45, 0
98, 201, 425, 201, 499, 14305439, 3, 1, 149, 195, 700, 750, 65, 135, 149, 186, 45, 0
98, 201, 425, 201, 539, 14305439, 1, 1, 65, 195, 700, 750, 65, 135, 149, 186, 45, 0
98, 201, 539, 198, 654, 14306058, 1, 1, 10, 65, 700, 750, 10, 154, 67, 135, 10000000, 0
98, 201, 539, 201, 699, 14306058, 2, 1, 154, 65, 700, 750, 10, 154, 67, 135, 10000000, 0
98, 198, 654, 201, 699, 14306677, 1, 1, 154, 10, 700, 750, 154, 67, 123, 10000000, 10000000, 0
98, 198, 654, 201, 748, 14306678, 2, 1, 67, 10, 700, 750, 154, 67, 123, 10000000, 10000000, 0
98, 201, 748, 201, 699, 14311297, 1, 1, 154, 67, 700, 750, 154, 10000000, 10000000, 10000000, 10000000, 0
110, 201, 111, 201, 133, 15300200, 1, 1, 98, 110, 700, 750, 98, 13, 119, 10000000, 10000000, 0
110, 201, 111, 198, 245, 15300200, 2, 1, 13, 110, 700, 750, 98, 13, 119, 10000000, 10000000, 0
110, 201, 111, 201, 316, 15300200, 3, 1, 119, 110, 700, 750, 98, 13, 119, 10000000, 10000000, 0
110, 201, 133, 198, 245, 15300819, 2, 1, 13, 98, 700, 750, 137, 13, 119, 10000000, 10000000, 0
110, 201, 133, 198, 283, 15300819, 1, 1, 137, 98, 700, 750, 137, 13, 119, 10000000, 10000000, 0
110, 198, 283, 201, 353, 15301438, 5, 1, 23, 137, 700, 750, 186, 195, 149, 189, 23, 0
110, 198, 283, 198, 367, 15301438, 4, 1, 189, 137, 700, 750, 186, 195, 149, 189, 23, 0
110, 198, 283, 201, 432, 15301439, 2, 1, 195, 137, 700, 750, 186, 195, 149, 189, 23, 0
110, 201, 432, 201, 469, 15306058, 5, 1, 186, 195, 700, 750, 45, 65, 149, 135, 186, 0
110, 201, 432, 201, 513, 15306058, 3, 1, 149, 195, 700, 750, 45, 65, 149, 135, 186, 0
110, 201, 432, 201, 553, 15306058, 2, 1, 65, 195, 700, 750, 45, 65, 149, 135, 186, 0
110, 201, 553, 201, 713, 15310678, 2, 1, 154, 65, 700, 750, 10, 154, 67, 135, 10000000, 0
160, 116, 198, 118, 201, 16300200, 4, 1, 174, 160, 700, 750, 141, 56, 71, 174, 10000000, 0
160, 116, 198, 170, 198, 16300200, 2, 1, 56, 160, 700, 750, 141, 56, 71, 174, 10000000, 0
160, 116, 198, 253, 201, 16300200, 3, 1, 71, 160, 700, 750, 141, 56, 71, 174, 10000000, 0
160, 170, 198, 253, 201, 16304819, 4, 1, 71, 56, 700, 750, 177, 194, 141, 71, 27, 0
160, 170, 198, 277, 201, 16304819, 3, 1, 141, 56, 700, 750, 177, 194, 141, 71, 27, 0
160, 170, 198, 320, 201, 16304819, 1, 1, 177, 56, 700, 750, 177, 194, 141, 71, 27, 0
160, 320, 201, 376, 198, 16305438, 5, 1, 27, 177, 700, 750, 105, 180, 49, 109, 27, 0
160, 320, 201, 468, 201, 16305439, 4, 1, 109, 177, 700, 750, 105, 180, 49, 109, 27, 0
160, 320, 201, 479, 198, 16305439, 2, 1, 180, 177, 700, 750, 105, 180, 49, 109, 27, 0
160, 479, 198, 520, 201, 16310058, 5, 1, 175, 180, 700, 750, 88, 86, 196, 105, 175, 0
160, 479, 198, 532, 198, 16310058, 4, 1, 105, 180, 700, 750, 88, 86, 196, 105, 175, 0
160, 479, 198, 551, 201, 16310058, 3, 1, 196, 180, 700, 750, 88, 86, 196, 105, 175, 0
160, 479, 198, 581, 198, 16310058, 1, 1, 88, 180, 700, 750, 88, 86, 196, 105, 175, 0
160, 479, 198, 633, 201, 16310058, 2, 1, 86, 180, 700, 750, 88, 86, 196, 105, 175, 0
160, 581, 198, 598, 237, 16310677, 1, 1, 47, 88, 700, 750, 47, 124, 86, 157, 102, 0
160, 581, 198, 633, 201, 16310677, 3, 1, 86, 88, 700, 750, 47, 124, 86, 157, 102, 0
160, 581, 198, 690, 201, 16310677, 4, 1, 157, 88, 700, 750, 47, 124, 86, 157, 102, 0
160, 581, 198, 720, 198, 16310678, 2, 1, 124, 88, 700, 750, 47, 124, 86, 157, 102, 0
160, 581, 198, 768, 198, 16310678, 5, 1, 102, 88, 700, 750, 47, 124, 86, 157, 102, 0
160, 598, 237, 598, 280, 16311296, 1, 1, 150, 47, 700, 750, 150, 85, 21, 10000000, 10000000, 0
160, 633, 201, 690, 201, 16314677, 1, 1, 157, 86, 700, 750, 157, 113, 124, 58, 10000000, 0
160, 633, 201, 720, 198, 16314678, 3, 1, 124, 86, 700, 750, 157, 113, 124, 58, 10000000, 0
27, 385, 198, 398, 246, 17300200, 4, 1, 104, 27, 700, 750, 196, 105, 175, 104, 109, 0
27, 385, 198, 455, 201, 17300200, 5, 1, 109, 27, 700, 750, 196, 105, 175, 104, 109, 0
27, 385, 198, 507, 201, 17300200, 3, 1, 175, 27, 700, 750, 196, 105, 175, 104, 109, 0
27, 385, 198, 539, 201, 17300200, 1, 1, 196, 27, 700, 750, 196, 105, 175, 104, 109, 0
27, 385, 198, 547, 198, 17300200, 2, 1, 105, 27, 700, 750, 196, 105, 175, 104, 109, 0
27, 539, 201, 589, 198, 17300819, 1, 1, 88, 196, 700, 750, 88, 102, 124, 86, 157, 0
27, 539, 201, 621, 201, 17300819, 4, 1, 86, 196, 700, 750, 88, 102, 124, 86, 157, 0
27, 539, 201, 679, 201, 17300819, 5, 1, 157, 196, 700, 750, 88, 102, 124, 86, 157, 0
27, 539, 201, 732, 198, 17300820, 3, 1, 124, 196, 700, 750, 88, 102, 124, 86, 157, 0
27, 589, 198, 598, 223, 17301438, 2, 1, 47, 88, 700, 750, 150, 47, 124, 157, 86, 0
27, 589, 198, 621, 201, 17301438, 5, 1, 86, 88, 700, 750, 150, 47, 124, 157, 86, 0
27, 589, 198, 598, 267, 17301438, 1, 1, 150, 88, 700, 750, 150, 47, 124, 157, 86, 0
27, 589, 198, 679, 201, 17301438, 4, 1, 157, 88, 700, 750, 150, 47, 124, 157, 86, 0
27, 732, 198, 679, 201, 17309439, 1, 1, 157, 124, 700, 750, 157, 10000000, 10000000, 10000000, 10000000, 0
27, 398, 246, 401, 377, 17312819, 1, 1, 41, 104, 700, 750, 41, 10000000, 10000000, 10000000, 10000000, 0
60, 198, 7, 211, 1, 18300200, 5, 1, 62, 60, 700, 750, 98, 110, 7, 171, 62, 0
60, 198, 7, 201, 104, 18300200, 4, 1, 171, 60, 700, 750, 98, 110, 7, 171, 62, 0
60, 198, 7, 201, 147, 18300200, 2, 1, 110, 60, 700, 750, 98, 110, 7, 171, 62, 0
60, 198, 7, 201, 168, 18300200, 1, 1, 98, 60, 700, 750, 98, 110, 7, 171, 62, 0
60, 198, 7, 376, -1, 18300200, 3, 1, 7, 60, 700, 750, 98, 110, 7, 171, 62, 0
60, 201, 168, 189, 198, 18300819, 3, 1, 56, 98, 700, 750, 137, 165, 56, 13, 119, 0
60, 201, 168, 198, 209, 18300819, 4, 1, 13, 98, 700, 750, 137, 165, 56, 13, 119, 0
60, 201, 168, 198, 242, 18300819, 1, 1, 137, 98, 700, 750, 137, 165, 56, 13, 119, 0
60, 201, 168, 198, 286, 18300819, 2, 1, 165, 98, 700, 750, 137, 165, 56, 13, 119, 0
60, 201, 168, 201, 359, 18300820, 5, 1, 119, 98, 700, 750, 137, 165, 56, 13, 119, 0
60, 198, 242, 198, 286, 18301438, 5, 1, 165, 137, 700, 750, 23, 119, 195, 189, 165, 0
60, 198, 242, 198, 334, 18301439, 4, 1, 189, 137, 700, 750, 23, 119, 195, 189, 165, 0
60, 198, 242, 201, 359, 18301439, 2, 1, 119, 137, 700, 750, 23, 119, 195, 189, 165, 0
60, 198, 242, 201, 387, 18301439, 1, 1, 23, 137, 700, 750, 23, 119, 195, 189, 165, 0
60, 201, 387, 210, 401, 18302058, 4, 1, 18, 23, 700, 750, 186, 195, 149, 18, 10, 0
60, 201, 387, 201, 465, 18302058, 2, 1, 195, 23, 700, 750, 186, 195, 149, 18, 10, 0
60, 201, 387, 201, 510, 18302058, 1, 1, 186, 23, 700, 750, 186, 195, 149, 18, 10, 0
60, 201, 387, 201, 554, 18302058, 3, 1, 149, 23, 700, 750, 186, 195, 149, 18, 10, 0
60, 201, 510, 201, 554, 18302677, 3, 1, 149, 186, 700, 750, 10, 65, 149, 135, 10000000, 0
60, 201, 510, 198, 594, 18302677, 1, 1, 10, 186, 700, 750, 10, 65, 149, 135, 10000000, 0
60, 201, 510, 201, 595, 18302677, 2, 1, 65, 186, 700, 750, 10, 65, 149, 135, 10000000, 0
60, 198, 594, 201, 595, 18303296, 3, 1, 65, 10, 700, 750, 154, 67, 65, 20, 10000000, 0
60, 198, 594, 216, 601, 18303297, 4, 1, 20, 10, 700, 750, 154, 67, 65, 20, 10000000, 0
60, 198, 594, 201, 753, 18303297, 1, 1, 154, 10, 700, 750, 154, 67, 65, 20, 10000000, 0
60, 201, 595, 216, 601, 18307297, 1, 1, 20, 65, 700, 750, 20, 154, 10000000, 10000000, 10000000, 0
60, 376, -1, 398, 10, 18308819, 4, 1, 100, 7, 700, 750, 125, 185, 144, 100, 61, 0
60, 376, -1, 413, 1, 18308819, 5, 1, 61, 7, 700, 750, 125, 185, 144, 100, 61, 0
60, 376, -1, 398, 48, 18308819, 1, 1, 125, 7, 700, 750, 125, 185, 144, 100, 61, 0
60, 376, -1, 463, 1, 18308819, 3, 1, 144, 7, 700, 750, 125, 185, 144, 100, 61, 0
60, 376, -1, 493, 1, 18308819, 2, 1, 185, 7, 700, 750, 125, 185, 144, 100, 61, 0
60, 398, 48, 390, 198, 18309439, 1, 1, 27, 125, 700, 750, 27, 48, 104, 194, 41, 0
60, 390, 198, 494, 201, 18310058, 4, 1, 175, 27, 700, 750, 41, 86, 196, 175, 105, 0
60, 390, 198, 528, 201, 18310058, 3, 1, 196, 27, 700, 750, 41, 86, 196, 175, 105, 0
60, 493, 1, 588, -1, 18313439, 1, 1, 5, 185, 700, 750, 5, 46, 12, 151, 91, 0
60, 493, 1, 611, 1, 18313439, 2, 1, 46, 185, 700, 750, 5, 46, 12, 151, 91, 0
60, 493, 1, 651, 1, 18313439, 4, 1, 151, 185, 700, 750, 5, 46, 12, 151, 91, 0
60, 588, -1, 598, 11, 18314058, 2, 1, 12, 5, 700, 750, 46, 12, 161, 151, 10000000, 0
60, 588, -1, 611, 1, 18314058, 1, 1, 46, 5, 700, 750, 46, 12, 161, 151, 10000000, 0
60, 588, -1, 651, 1, 18314058, 4, 1, 151, 5, 700, 750, 46, 12, 161, 151, 10000000, 0
60, 611, 1, 598, 11, 18314677, 1, 1, 12, 46, 700, 750, 12, 161, 151, 10000000, 10000000, 0
60, 611, 1, 651, 1, 18314677, 3, 1, 151, 46, 700, 750, 12, 161, 151, 10000000, 10000000, 0
60, 611, 1, 687, 1, 18314677, 2, 1, 161, 46, 700, 750, 12, 161, 151, 10000000, 10000000, 0
60, 598, 11, 601, 187, 18315297, 2, 1, 91, 12, 700, 750, 88, 91, 10000000, 10000000, 10000000, 0
60, 211, 1, 376, -1, 18316819, 3, 1, 7, 62, 700, 750, 100, 61, 7, 10000000, 10000000, 0
60, 528, 201, 593, 199, 18318677, 1, 1, 88, 196, 700, 750, 88, 86, 47, 157, 124, 0
60, 528, 201, 598, 213, 18318677, 3, 1, 47, 196, 700, 750, 88, 86, 47, 157, 124, 0
60, 528, 201, 612, 201, 18318678, 2, 1, 86, 196, 700, 750, 88, 86, 47, 157, 124, 0
60, 593, 199, 598, 213, 18319296, 2, 1, 47, 88, 700, 750, 150, 47, 157, 124, 86, 0
60, 593, 199, 612, 201, 18319297, 5, 1, 86, 88, 700, 750, 150, 47, 157, 124, 86, 0
60, 593, 199, 598, 253, 18319297, 1, 1, 150, 88, 700, 750, 150, 47, 157, 124, 86, 0
60, 593, 199, 668, 201, 18319297, 3, 1, 157, 88, 700, 750, 150, 47, 157, 124, 86, 0
60, 598, 253, 598, 418, 18319916, 1, 1, 85, 150, 700, 750, 85, 117, 179, 21, 10000000, 0
60, 598, 418, 598, 446, 18320535, 4, 1, 117, 85, 700, 750, 21, 179, 19, 117, 148, 0
60, 598, 418, 598, 497, 18320535, 2, 1, 179, 85, 700, 750, 21, 179, 19, 117, 148, 0
60, 598, 418, 598, 604, 18320536, 10000000, 1, 19, 85, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
60, 598, 497, 601, 588, 18325155, 10000000, 1, 21, 179, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
60, 598, 497, 598, 657, 18325155, 10000000, 1, 148, 179, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
60, 376, -1, 398, 10, 18325438, 4, 1, 100, 7, 700, 750, 125, 185, 144, 100, 61, 0
60, 376, -1, 412, 1, 18325438, 5, 1, 61, 7, 700, 750, 125, 185, 144, 100, 61, 0
60, 376, -1, 398, 48, 18325438, 1, 1, 125, 7, 700, 750, 125, 185, 144, 100, 61, 0
60, 376, -1, 463, 1, 18325438, 3, 1, 144, 7, 700, 750, 125, 185, 144, 100, 61, 0
60, 376, -1, 493, 1, 18325438, 2, 1, 185, 7, 700, 750, 125, 185, 144, 100, 61, 0
60, 398, 48, 401, 178, 18326058, 2, 1, 48, 125, 700, 750, 27, 48, 104, 194, 41, 0
60, 398, 48, 390, 198, 18326058, 1, 1, 27, 125, 700, 750, 27, 48, 104, 194, 41, 0
60, 390, 198, 494, 201, 18326677, 4, 1, 175, 27, 700, 750, 41, 86, 196, 175, 105, 0
60, 390, 198, 528, 201, 18326677, 3, 1, 196, 27, 700, 750, 41, 86, 196, 175, 105, 0
60, 390, 198, 561, 198, 18326677, 5, 1, 105, 27, 700, 750, 41, 86, 196, 175, 105, 0
60, 493, 1, 598, 11, 18330058, 3, 1, 12, 185, 700, 750, 5, 46, 12, 151, 91, 0
60, 493, 1, 611, 1, 18330058, 2, 1, 46, 185, 700, 750, 5, 46, 12, 151, 91, 0
60, 598, 604, 612, 601, 18333309, 10000000, 2, 90, 19, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
60, 598, 604, 584, 598, 18333309, 10000000, 2, 96, 19, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
60, 598, 604, 664, 601, 18333309, 10000000, 2, 130, 19, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
60, 598, 604, 598, 690, 18333309, 10000000, 2, 172, 19, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
60, 598, 604, 598, 726, 18333309, 10000000, 2, 193, 19, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
60, 598, 604, 743, 598, 18333309, 10000000, 2, 115, 19, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
60, 598, 604, 601, 790, 18333309, 10000000, 2, 4, 19, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
60, 598, 604, 784, 598, 18333309, 10000000, 2, 84, 19, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
60, 598, 604, 410, 601, 18333309, 10000000, 2, 16, 19, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
60, 611, 1, 598, 11, 18334677, 1, 1, 12, 46, 700, 750, 12, 161, 151, 10000000, 10000000, 0
60, 611, 1, 651, 1, 18334677, 3, 1, 151, 46, 700, 750, 12, 161, 151, 10000000, 10000000, 0
60, 611, 1, 687, 1, 18334677, 2, 1, 161, 46, 700, 750, 12, 161, 151, 10000000, 10000000, 0
