seed,source_id,PDR,geocast_packets,flooding_packets,mr_nodes,mr_recvs
10064, 143, 0, 7, 0, 22, 0
10064, 32, 0, 7, 0, 22, 0
10064, 17, 0.352941, 15, 6, 17, 6
10064, 38, 0, 7, 0, 17, 0
10064, 174, 0, 6, 0, 17, 0
10064, 119, 0, 6, 0, 15, 0
10064, 166, 0, 6, 0, 20, 0
10064, 29, 1, 119, 35, 20, 20
10064, 56, 0, 5, 0, 21, 0
10064, 171, 1, 11, 38, 23, 23
