seed,source_id,PDR,geocast_packets,flooding_packets,mr_nodes,mr_recvs
10024, 176, 1, 27, 85, 47, 47
10024, 323, 1, 18, 76, 41, 41
10024, 199, 0.525, 17, 38, 40, 21
10024, 394, 0.475, 24, 32, 40, 19
10024, 369, 0, 30, 0, 35, 0
10024, 313, 0, 9, 0, 35, 0
10024, 150, 0, 11, 0, 40, 0
10024, 132, 0, 4, 0, 42, 0
10024, 263, 0, 6, 0, 42, 0
10024, 344, 1, 6, 85, 44, 44
