seed,source_id,PDR,geocast_packets,flooding_packets,mr_nodes,mr_recvs
10025, 266, 1, 36, 74, 47, 47
10025, 17, 1, 14, 74, 47, 47
10025, 56, 1, 24, 67, 41, 41
10025, 368, 0, 6, 0, 40, 0
10025, 394, 1, 54, 63, 35, 35
10025, 176, 1, 10, 74, 36, 36
10025, 238, 1, 11, 72, 40, 40
10025, 27, 0, 9, 0, 40, 0
10025, 150, 1, 12, 78, 39, 39
10025, 165, 0, 1, 0, 42, 0
