source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,send_log
301, 812, 798, 10299999, 1, 37, 171, 6, 297, 337, 1, 1, 0.760075, 1, 0.469859, 159, 1
297, 798, 778, 10300200, 2, 37, 131, 94, 171, 261, 1, 0.79501, 0.687384, 1, 0.603011, 159, 0
171, 798, 755, 10300200, 2, 261, 94, 37, 371, 280, 0.950077, 0.846215, 1, 0.689337, 0.566832, 159, 1
6, 685, 798, 10300200, 2, 141, 393, 360, 309, 257, 1, 1, 1, 1, 1, 159, 1
37, 798, 720, 10304602, 3, 280, 146, 334, 371, 94, 1, 0.915078, 0.843117, 0.826703, 0.966588, 159, 1
94, 801, 683, 10304602, 3, 87, 146, 251, 280, 377, 1, 1, 1, 1, 1, 159, 0
261, 801, 621, 10304602, 3, 84, 90, 128, 143, 87, 0.9629, 1, 0.768715, 1, 0.968976, 159, 1
280, 798, 580, 10304602, 3, 87, 90, 111, 146, 143, 1, 0.863382, 0.723761, 1, 0.970866, 159, 0
143, 754, 601, 10305004, 4, 128, 90, 84, 273, 10000000, 0.826521, 1, 0.756055, 0.363301, 0, 159, 1
87, 798, 519, 10305004, 4, 398, 306, 187, 367, 40, 1, 0.967626, 0.637174, 0.482734, 0.466326, 159, 0
309, 598, 787, 10308602, 3, 4, 19, 186, 204, 33, 1, 1, 0.795089, 1, 0.968528, 159, 0
360, 598, 787, 10308602, 3, 332, 19, 4, 204, 186, 1, 1, 0.859441, 1, 0.686276, 159, 0
393, 598, 787, 10308602, 3, 19, 186, 204, 33, 4, 1, 0.823532, 1, 1, 0.684735, 159, 0
257, 579, 801, 10308602, 3, 82, 19, 181, 33, 204, 1, 0.967682, 0.912446, 1, 0.970294, 159, 0
141, 551, 801, 10308602, 3, 352, 227, 82, 33, 19, 0.883555, 0.754912, 0.822765, 1, 0.753769, 159, 1
33, 520, 801, 10309004, 4, 181, 82, 227, 304, 215, 0.945344, 0.953705, 0.726155, 0.6474, 0.608599, 159, 0
82, 484, 798, 10309005, 4, 95, 215, 352, 304, 227, 1, 1, 1, 1, 0.971037, 159, 1
94, 801, 683, 10313004, 4, 87, 146, 251, 280, 377, 1, 1, 1, 1, 1, 159, 0
334, 801, 612, 10313004, 4, 128, 90, 84, 87, 398, 0.929341, 1, 0.844494, 1, 0.784018, 159, 0
371, 801, 612, 10313004, 4, 84, 128, 90, 273, 87, 0.965135, 0.86621, 1, 0.790399, 1, 159, 0
280, 798, 580, 10313004, 4, 87, 90, 111, 146, 143, 1, 0.8626, 0.723028, 1, 0.969987, 159, 1
146, 798, 552, 10313406, 5, 398, 87, 111, 187, 367, 0.756365, 1, 0.722993, 0.55071, 0.539766, 159, 0
87, 798, 519, 10313406, 5, 398, 306, 187, 367, 40, 1, 0.966753, 0.636322, 0.482245, 0.465414, 159, 1
111, 801, 467, 10313407, 5, 124, 234, 398, 367, 306, 0.971484, 1, 1, 1, 1, 159, 0
367, 787, 401, 10313809, 6, 120, 81, 35, 124, 40, 0.85975, 1, 0.84313, 1, 1, 159, 0
398, 787, 401, 10313809, 6, 81, 35, 124, 120, 40, 1, 0.861897, 1, 0.636471, 1, 159, 1
187, 798, 359, 10313809, 6, 350, 124, 40, 81, 126, 0.906847, 0.971442, 1, 0.752604, 0.686792, 159, 0
124, 758, 401, 10314211, 7, 120, 81, 35, 144, 53, 0.868492, 1, 0.754127, 0.240765, 0.158562, 159, 0
81, 718, 401, 10314211, 7, 120, 144, 35, 53, 10000000, 0.859713, 0.601913, 0.754127, 0.304805, 0, 159, 1
35, 683, 398, 10314211, 7, 53, 144, 347, 290, 120, 1, 1, 0.971358, 0.859749, 1, 159, 0
35, 683, 398, 10314613, 8, 53, 144, 347, 290, 120, 1, 1, 0.971316, 0.859712, 1, 159, 0
120, 642, 398, 10314613, 8, 53, 144, 24, 290, 347, 1, 1, 0.753163, 0.967176, 1, 159, 1
347, 601, 412, 10315015, 9, 53, 114, 47, 144, 206, 1, 0.947107, 1, 0.97071, 1, 159, 0
144, 554, 401, 10315016, 9, 278, 24, 53, 279, 166, 0.76241, 0.84221, 1, 0.722093, 0.538276, 159, 0
53, 515, 401, 10315016, 9, 372, 24, 335, 168, 339, 0.959215, 1, 0.699546, 0.608656, 0.64711, 159, 1
24, 485, 398, 10315016, 9, 18, 168, 278, 335, 302, 0.966293, 1, 1, 1, 0.970431, 159, 0
24, 485, 398, 10315418, 10, 18, 168, 278, 335, 302, 0.966252, 1, 1, 1, 0.970389, 159, 0
339, 412, 398, 10315418, 10, 116, 18, 325, 168, 224, 1, 0.966252, 0.772078, 1, 1, 159, 0
372, 412, 398, 10315418, 10, 18, 116, 188, 168, 224, 1, 1, 0.877427, 1, 1, 159, 1
335, 387, 401, 10315418, 10, 18, 378, 116, 45, 168, 1, 0.770141, 0.969665, 0.862177, 1, 159, 0
224, 398, 375, 10315820, 11, 260, 116, 41, 378, 18, 0.7792, 1, 0.753877, 0.635914, 0.858853, 159, 0
116, 398, 347, 10315820, 11, 260, 138, 118, 41, 325, 1, 0.864188, 0.752874, 0.64618, 0.376963, 159, 1
168, 354, 401, 10315820, 11, 18, 188, 45, 274, 157, 1, 0.686538, 0.604786, 0.431085, 0.362523, 159, 0
18, 312, 401, 10315820, 11, 274, 45, 188, 336, 262, 1, 1, 0.686538, 0.602419, 0.361215, 159, 1
188, 248, 398, 10315821, 11, 193, 229, 399, 386, 366, 0.863393, 0.966903, 1, 1, 1, 159, 0
45, 283, 398, 10316223, 12, 386, 399, 366, 229, 305, 0.968223, 0.968098, 0.968066, 0.859432, 0.85898, 159, 0
188, 248, 398, 10316223, 12, 193, 229, 399, 386, 366, 0.863355, 0.966861, 1, 1, 1, 159, 0
274, 219, 398, 10316223, 12, 193, 13, 229, 399, 386, 0.971275, 0.754038, 0.966861, 1, 1, 159, 1
336, 187, 401, 10316223, 12, 344, 13, 193, 386, 366, 1, 1, 0.971275, 1, 1, 159, 0
262, 179, 401, 10316223, 12, 193, 13, 399, 386, 366, 1, 0.861758, 1, 1, 1, 159, 0
386, 198, 387, 10316625, 13, 13, 368, 23, 249, 193, 1, 0.77403, 0.794169, 0.700586, 1, 159, 0
399, 198, 387, 10316625, 13, 132, 13, 193, 313, 23, 0.862143, 1, 1, 0.645951, 0.565486, 159, 0
229, 198, 379, 10316625, 13, 23, 132, 13, 313, 193, 1, 0.823969, 1, 0.75361, 1, 159, 1
90, 712, 601, 10317406, 5, 128, 173, 84, 273, 16, 1, 0.725267, 0.950376, 0.725512, 0.466756, 159, 0
84, 685, 598, 10317406, 5, 16, 173, 273, 243, 332, 1, 1, 1, 0.862734, 0.860317, 159, 0
128, 642, 598, 10317407, 5, 173, 16, 332, 243, 273, 1, 0.86196, 1, 0.970576, 1, 159, 1
273, 620, 598, 10317407, 5, 16, 173, 243, 332, 130, 0.969705, 1, 1, 1, 0.860653, 159, 0
304, 387, 801, 10317407, 5, 108, 3, 95, 215, 227, 1, 0.96294, 1, 1, 1, 159, 0
352, 387, 801, 10317407, 5, 108, 95, 215, 227, 271, 0.966635, 1, 1, 1, 0.411486, 159, 0
227, 381, 801, 10317407, 5, 108, 3, 95, 215, 271, 0.966635, 0.946352, 1, 1, 0.702217, 159, 0
215, 354, 801, 10317407, 5, 108, 3, 136, 271, 95, 0.859231, 0.96294, 0.823552, 0.822972, 1, 159, 1
273, 620, 598, 10317809, 6, 16, 173, 243, 332, 130, 0.969663, 1, 1, 1, 0.860616, 159, 0
332, 598, 587, 10317809, 6, 16, 85, 130, 173, 179, 0.969663, 0.967515, 1, 1, 0.538437, 159, 0
173, 553, 601, 10317809, 6, 96, 16, 162, 85, 182, 0.862917, 0.861922, 0.476758, 0.64501, 0.159496, 159, 1
16, 509, 601, 10317809, 6, 162, 96, 182, 20, 10000000, 0.961292, 0.792324, 0.431794, 0.241284, 0, 159, 0
16, 509, 601, 10318211, 7, 162, 96, 182, 20, 10000000, 0.961238, 0.792273, 0.431719, 0.241272, 0, 159, 0
96, 484, 598, 10318211, 7, 20, 182, 162, 154, 115, 0.861486, 0.859377, 1, 0.751694, 0.539126, 159, 1
162, 447, 598, 10318211, 7, 20, 115, 182, 107, 351, 1, 0.754777, 0.859377, 0.376414, 0.120263, 159, 0
162, 447, 598, 10318613, 8, 20, 115, 182, 107, 351, 1, 0.754744, 0.85934, 0.376385, 0.120257, 159, 0
41, 401, 288, 10320222, 12, 241, 310, 197, 378, 325, 1, 1, 0.861552, 1, 1, 159, 0
118, 401, 245, 10320223, 12, 197, 71, 241, 310, 378, 1, 0.860669, 1, 1, 1, 159, 0
325, 398, 187, 10320223, 12, 71, 197, 241, 310, 238, 0.968253, 1, 1, 1, 0.478, 159, 0
95, 318, 801, 10321809, 6, 136, 271, 3, 108, 184, 0.95233, 0.644805, 0.64455, 0.644119, 0.430289, 159, 0
3, 275, 798, 10321809, 6, 295, 178, 10, 271, 136, 0.966236, 0.646914, 0.536608, 1, 1, 159, 0
136, 247, 798, 10321809, 6, 295, 178, 10, 271, 3, 0.966236, 0.754733, 0.64393, 1, 0.966825, 159, 0
271, 220, 798, 10321809, 6, 178, 10, 295, 136, 3, 1, 0.858573, 1, 1, 0.966825, 159, 0
193, 198, 350, 10325027, 14, 263, 249, 23, 13, 132, 1, 0.953502, 1, 1, 0.685849, 159, 0
13, 198, 314, 10325027, 14, 249, 368, 313, 23, 263, 0.953502, 0.945578, 0.842595, 0.957804, 0.753775, 159, 0
23, 201, 285, 10325027, 14, 368, 313, 344, 249, 263, 1, 1, 1, 1, 1, 159, 1
132, 201, 245, 10325027, 14, 159, 368, 313, 27, 344, 0.843022, 1, 1, 0.754481, 1, 159, 0
313, 201, 212, 10325027, 14, 159, 27, 368, 10000000, 10000000, 0.967703, 0.970047, 1, 0, 0, 159, 0
249, 201, 218, 10325429, 15, 159, 27, 368, 313, 344, 0.967661, 0.862227, 1, 1, 1, 159, 0
313, 201, 212, 10325429, 15, 159, 27, 368, 10000000, 10000000, 0.967661, 0.970005, 1, 0, 0, 159, 0
368, 201, 212, 10325429, 15, 159, 27, 313, 10000000, 10000000, 0.967661, 0.970005, 1, 0, 0, 159, 1
344, 198, 187, 10325429, 15, 159, 27, 368, 313, 10000000, 0.967661, 0.970005, 1, 1, 0, 159, 0
263, 198, 179, 10325429, 15, 27, 159, 368, 313, 344, 0.862227, 0.860143, 1, 1, 1, 159, 0
313, 201, 212, 10325831, 16, 159, 27, 368, 10000000, 10000000, 0.967619, 0.969963, 1, 0, 0, 159, 0
27, 278, 198, 10325832, 16, 159, 249, 368, 313, 10000000, 1, 0.968762, 0.968111, 0.967968, 0, 159, 0
136, 247, 798, 10326211, 7, 295, 178, 10, 271, 3, 0.965779, 0.754375, 0.643626, 1, 0.966368, 159, 0
271, 220, 798, 10326211, 7, 178, 10, 295, 136, 3, 1, 0.858167, 1, 1, 0.966368, 159, 0
182, 356, 601, 10327016, 9, 115, 107, 20, 116, 224, 0.861784, 0.857817, 1, 0.158889, 0.136857, 159, 0
20, 312, 601, 10327016, 9, 107, 103, 189, 115, 10000000, 0.724584, 0.232221, 0.537632, 0.646338, 0, 159, 0
107, 273, 598, 10327418, 10, 222, 113, 366, 386, 193, 0.752175, 0.645542, 0.24051, 0.136951, 0.107789, 159, 0
310, 387, 201, 10328625, 13, 71, 27, 197, 159, 241, 1, 0.754189, 1, 0.601898, 0.967138, 159, 0
241, 378, 201, 10328625, 13, 238, 27, 71, 159, 197, 1, 0.844373, 1, 0.694906, 1, 159, 0
378, 398, 187, 10328625, 13, 71, 197, 241, 310, 129, 0.967378, 1, 1, 0.965459, 0.120512, 159, 0
197, 355, 201, 10328625, 13, 238, 71, 159, 27, 129, 1, 1, 0.644886, 0.538706, 0.318455, 159, 0
71, 323, 201, 10329027, 14, 159, 27, 129, 238, 17, 1, 0.603095, 0.477652, 0.137337, 0, 159, 0
27, 278, 198, 10329027, 14, 159, 249, 368, 313, 10000000, 1, 0.968429, 0.967779, 0.967635, 0, 159, 0
238, 181, 201, 10329027, 14, 159, 27, 313, 249, 368, 0.96299, 0.969629, 1, 1, 0.967779, 159, 0
313, 201, 212, 10329429, 15, 159, 27, 368, 10000000, 10000000, 0.967245, 0.969587, 1, 0, 0, 159, 0
368, 201, 212, 10329429, 15, 159, 27, 313, 10000000, 10000000, 0.967245, 0.969587, 1, 0, 0, 159, 0
249, 201, 218, 10329429, 15, 159, 27, 368, 313, 344, 0.967245, 0.861855, 1, 1, 1, 159, 0
27, 278, 198, 10329430, 15, 159, 249, 368, 313, 10000000, 1, 0.968387, 0.967737, 0.967593, 0, 159, 0
368, 201, 212, 10329831, 16, 159, 27, 313, 10000000, 10000000, 0.967203, 0.969545, 1, 0, 0, 159, 0
27, 278, 198, 10329832, 16, 159, 249, 368, 313, 10000000, 1, 0.968345, 0.967695, 0.967551, 0, 159, 0
368, 201, 212, 10330234, 17, 159, 27, 313, 10000000, 10000000, 0.967161, 0.969503, 1, 0, 0, 159, 0
27, 278, 198, 10333429, 15, 159, 249, 368, 313, 10000000, 1, 0.96797, 0.967321, 0.967177, 0, 159, 0
238, 181, 201, 10333429, 15, 159, 27, 313, 249, 368, 0.96248, 0.969169, 1, 1, 0.967321, 159, 0
129, 159, 201, 10333429, 15, 159, 368, 313, 27, 344, 0.966829, 1, 1, 0.969169, 1, 159, 0
368, 201, 212, 10333832, 16, 159, 27, 313, 10000000, 10000000, 0.966787, 0.969127, 1, 0, 0, 159, 0
313, 201, 212, 10338233, 17, 159, 27, 368, 10000000, 10000000, 0.96633, 0.968668, 1, 0, 0, 159, 0
136, 247, 798, 10338614, 8, 295, 178, 10, 271, 3, 0.964496, 0.753368, 0.64277, 1, 0.965083, 159, 0
295, 198, 780, 10338614, 8, 276, 10, 178, 67, 210, 0.858091, 1, 1, 0.548247, 0.32162, 159, 0
3, 276, 798, 10338614, 8, 295, 178, 10, 271, 136, 0.964496, 0.645744, 0.535642, 1, 1, 159, 0
368, 201, 212, 10346635, 18, 159, 27, 313, 10000000, 10000000, 0.96546, 0.967793, 1, 0, 0, 159, 0
178, 198, 756, 10347016, 9, 276, 10, 67, 222, 189, 0.764803, 1, 0.752921, 0.428911, 0.410404, 159, 0
10, 198, 711, 10347016, 9, 276, 210, 222, 67, 113, 0.722857, 0.749771, 0.630998, 0.684521, 0.360082, 159, 0
67, 201, 691, 10347016, 9, 222, 276, 113, 210, 189, 1, 1, 0.858912, 1, 0.75107, 159, 0
210, 201, 646, 10347016, 9, 113, 222, 189, 276, 107, 0.966276, 1, 0.965662, 1, 0.855982, 159, 0
271, 220, 798, 10351016, 9, 178, 10, 295, 136, 3, 1, 0.85589, 1, 1, 0.963801, 159, 0
3, 276, 798, 10351016, 9, 295, 178, 10, 271, 136, 0.963215, 0.644883, 0.534931, 1, 1, 159, 0
67, 201, 691, 10351418, 10, 222, 276, 113, 210, 189, 1, 1, 0.858506, 1, 0.750715, 159, 0
210, 201, 646, 10351418, 10, 113, 222, 189, 276, 107, 0.965819, 1, 0.965206, 1, 0.855579, 159, 0
276, 201, 619, 10351418, 10, 305, 205, 113, 222, 299, 1, 1, 1, 1, 0.6017, 159, 0
222, 198, 564, 10351418, 10, 299, 65, 363, 113, 311, 0.90255, 1, 0.720948, 1, 0.601372, 159, 0
