source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,send_log
176, 1, 247, 10299999, 1, 64, 32, 282, 174, 191, 1, 1, 0.478155, 0.478007, 0.378147, 6, 1
32, 1, 282, 10300200, 2, 282, 348, 64, 191, 174, 0.861162, 0.848059, 1, 0.611992, 0.539528, 6, 0
64, -1, 319, 10300200, 2, 43, 191, 348, 282, 174, 1, 1, 1, 1, 1, 6, 1
174, -1, 355, 10300200, 2, 201, 43, 191, 221, 348, 1, 0.970009, 1, 0.968087, 1, 6, 0
174, -1, 355, 10300500, 3, 201, 43, 191, 221, 348, 1, 0.969977, 1, 0.968056, 1, 6, 0
282, -1, 381, 10300500, 3, 50, 43, 221, 191, 110, 0.940839, 0.969977, 1, 0.972296, 0.863472, 6, 0
348, -1, 387, 10300500, 3, 340, 110, 43, 221, 191, 1, 0.971407, 1, 1, 1, 6, 0
191, 1, 446, 10300500, 3, 267, 328, 340, 43, 50, 1, 0.77699, 0.755292, 1, 0.756577, 6, 0
43, 1, 474, 10300500, 3, 390, 370, 201, 267, 50, 1, 0.959586, 0.94623, 0.75959, 0.972742, 6, 1
50, -1, 520, 10300800, 4, 28, 163, 267, 374, 328, 0.967823, 0.971044, 1, 1, 1, 6, 0
201, -1, 556, 10300801, 4, 259, 28, 163, 134, 267, 1, 0.967823, 0.96719, 0.863172, 1, 6, 0
370, -1, 587, 10300801, 4, 34, 308, 134, 28, 259, 0.968106, 1, 1, 0.967823, 1, 6, 1
259, 19, 598, 10305101, 5, 34, 103, 134, 189, 210, 0.967658, 0.723133, 1, 0.323341, 0.215186, 6, 0
134, 44, 598, 10305101, 5, 34, 103, 107, 189, 210, 1, 0.753607, 0.467419, 0.431122, 0.317278, 6, 1
28, 1, 682, 10305101, 5, 214, 34, 2, 275, 242, 0.755713, 0.645105, 0.796232, 0.361257, 0.363415, 6, 1
34, 79, 598, 10313401, 6, 107, 103, 189, 210, 276, 0.787498, 0.722411, 0.538421, 0.322492, 0.107552, 6, 1
103, 110, 601, 10313401, 6, 107, 276, 20, 210, 189, 0.966456, 1, 0.765941, 0.859978, 0.969157, 6, 0
189, 157, 601, 10313401, 6, 107, 210, 276, 67, 222, 1, 1, 1, 0.863604, 0.968541, 6, 0
103, 110, 601, 10313701, 7, 107, 276, 20, 210, 189, 0.966424, 1, 0.765765, 0.85995, 0.969126, 6, 0
189, 157, 601, 10313701, 7, 107, 210, 276, 67, 222, 1, 1, 1, 0.863576, 0.968509, 6, 0
2, -1, 718, 10317401, 6, 392, 308, 396, 353, 208, 0.970894, 0.969637, 0.968828, 0.967578, 0.753381, 6, 0
214, -1, 756, 10317401, 6, 208, 392, 308, 396, 353, 0.861007, 1, 0.969637, 0.968828, 0.967578, 6, 1
242, -1, 780, 10317401, 6, 77, 208, 233, 392, 308, 0.858911, 0.968632, 0.968704, 0.970894, 0.969637, 6, 0
275, 1, 820, 10317401, 6, 208, 77, 233, 392, 308, 1, 0.858911, 1, 0.970894, 0.969637, 6, 0
308, 12, 798, 10317701, 7, 77, 184, 68, 208, 324, 1, 0.753339, 0.793748, 0.968601, 0.466965, 6, 0
353, 12, 798, 10317701, 7, 68, 77, 246, 208, 233, 1, 1, 0.634757, 1, 1, 6, 0
392, 12, 798, 10317701, 7, 77, 208, 68, 246, 233, 1, 0.968601, 0.634999, 0.411588, 1, 6, 1
396, 12, 798, 10317701, 7, 77, 271, 68, 208, 184, 1, 0.702169, 0.793748, 1, 0.635896, 6, 0
189, 157, 601, 10318001, 8, 107, 210, 276, 67, 222, 1, 1, 1, 0.863175, 0.968061, 6, 0
233, 19, 798, 10322001, 8, 77, 184, 68, 208, 271, 1, 0.752991, 0.793207, 0.968153, 0.433397, 6, 0
208, 47, 798, 10322001, 8, 68, 77, 184, 246, 324, 0.963453, 1, 0.645421, 0.56811, 0.538743, 6, 0
77, 89, 798, 10322002, 8, 184, 324, 271, 136, 68, 0.968131, 0.75424, 0.721556, 0.634868, 1, 6, 1
68, 107, 801, 10322002, 8, 136, 271, 324, 246, 215, 1, 1, 1, 1, 0.76292, 6, 0
68, 107, 801, 10322302, 9, 136, 271, 324, 246, 215, 1, 1, 1, 1, 0.762745, 6, 0
184, 157, 801, 10322302, 9, 215, 3, 136, 271, 324, 0.909219, 0.966774, 1, 1, 1, 6, 1
324, 201, 812, 10322302, 9, 3, 136, 271, 10000000, 10000000, 0.966774, 1, 1, 0, 0, 6, 0
271, 220, 798, 10322302, 9, 352, 3, 227, 95, 136, 0.908047, 0.966774, 0.687529, 0.724267, 1, 6, 0
136, 247, 798, 10322302, 9, 227, 304, 215, 95, 3, 0.699555, 0.68399, 0.684266, 0.754779, 0.966774, 6, 0
324, 201, 812, 10322602, 10, 3, 136, 271, 10000000, 10000000, 0.966742, 1, 1, 0, 0, 6, 0
271, 220, 798, 10322602, 10, 352, 3, 227, 95, 136, 0.907965, 0.966742, 0.687501, 0.724241, 1, 6, 0
136, 247, 798, 10322602, 10, 227, 304, 215, 95, 3, 0.699506, 0.683962, 0.684238, 0.754754, 0.966742, 6, 0
