source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,send_log
326, 8, -1, 10299999, 1, 266, 38, 8, 11, 153, 0.872752, 0.959709, 1, 1, 1, 87, 1
153, 43, -1, 10300200, 2, 266, 270, 8, 38, 150, 1, 1, 1, 0.799771, 0.686528, 87, 0
8, 79, -1, 10300200, 2, 343, 365, 150, 330, 270, 1, 0.949848, 1, 0.844484, 0.863529, 87, 1
11, 1, 81, 10300200, 2, 379, 346, 284, 165, 29, 1, 1, 0.912955, 0.971217, 0.846106, 87, 1
150, 157, 1, 10308886, 3, 7, 170, 123, 266, 235, 0.968655, 1, 1, 1, 1, 87, 0
343, 187, 1, 10308886, 3, 320, 149, 344, 62, 7, 1, 1, 0.938829, 0.946079, 1, 87, 1
365, 212, -1, 10308886, 3, 7, 149, 320, 62, 170, 1, 0.756613, 0.697249, 0.752586, 1, 87, 0
7, 280, -1, 10309572, 4, 288, 149, 254, 320, 373, 1, 0.861522, 0.701723, 0.697138, 0.686552, 87, 0
62, 318, 1, 10309573, 4, 5, 156, 254, 158, 373, 0.96759, 1, 1, 0.966773, 1, 87, 1
29, -1, 116, 10312886, 3, 176, 284, 379, 346, 32, 1, 1, 1, 1, 0.862282, 87, 0
165, -1, 151, 10312886, 3, 32, 176, 230, 284, 379, 1, 1, 0.971192, 1, 1, 87, 0
346, 1, 212, 10312886, 3, 56, 348, 216, 174, 32, 0.966679, 1, 1, 0.907418, 1, 87, 0
379, 1, 212, 10312886, 3, 56, 216, 64, 32, 174, 0.966679, 1, 0.967363, 1, 0.757118, 87, 1
216, 45, 198, 10313572, 4, 17, 159, 56, 368, 129, 1, 0.776164, 1, 0.610955, 0.644546, 87, 1
32, 1, 282, 10313572, 4, 282, 348, 64, 191, 174, 0.859924, 0.846687, 1, 0.609498, 0.538751, 87, 0
64, -1, 319, 10313573, 4, 43, 191, 348, 282, 174, 1, 1, 1, 1, 1, 87, 1
174, -1, 355, 10313573, 4, 221, 201, 191, 43, 348, 0.966696, 1, 1, 0.968612, 1, 87, 0
56, 83, 198, 10318258, 5, 368, 129, 159, 17, 313, 0.915122, 0.91612, 0.608335, 0.824025, 0.546739, 87, 0
17, 112, 201, 10318259, 5, 27, 159, 249, 368, 313, 0.970755, 1, 1, 1, 1, 87, 1
129, 159, 201, 10318259, 5, 27, 159, 132, 71, 249, 0.970755, 0.968407, 1, 0.765359, 1, 87, 0
313, 201, 212, 10318945, 6, 27, 305, 23, 159, 13, 0.970683, 0.930625, 0.970297, 0.968336, 0.820928, 87, 0
368, 201, 212, 10318945, 6, 27, 399, 23, 159, 13, 0.970683, 0.843178, 0.970297, 0.968336, 0.820928, 87, 0
249, 201, 218, 10318945, 6, 13, 23, 159, 27, 229, 0.942571, 0.970297, 0.968336, 0.86283, 0.644386, 87, 1
159, 242, 198, 10318945, 6, 244, 71, 314, 27, 197, 0.865537, 0.846369, 0.698652, 0.970683, 0.565553, 87, 0
27, 278, 198, 10318945, 6, 310, 314, 197, 241, 117, 0.964551, 0.904107, 0.821578, 0.753002, 0.637235, 87, 1
197, 356, 201, 10319631, 7, 88, 118, 244, 356, 314, 0.966131, 0.967585, 1, 1, 1, 87, 0
241, 379, 201, 10319631, 7, 41, 88, 117, 118, 244, 1, 0.966131, 1, 0.967585, 1, 87, 0
310, 387, 201, 10319632, 7, 381, 88, 49, 41, 117, 1, 1, 0.91338, 1, 1, 87, 1
