source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
368, 201, 212, 10299999, 1, 399, 23, 13, 132, 386, 0.845106, 0.972282, 0.823061, 1, 0.646611, 51, 1
132, 201, 244, 10300200, 2, 23, 366, 13, 229, 305, 1, 0.646491, 0.756731, 0.566732, 0.549669, 51, 0
23, 201, 284, 10300200, 2, 193, 305, 386, 311, 366, 0.972957, 0.86046, 0.846337, 0.794807, 0.75424, 51, 1
13, 198, 315, 10300200, 2, 205, 299, 363, 311, 65, 1, 1, 1, 1, 0.860406, 51, 0
386, 198, 387, 10300200, 2, 188, 65, 45, 205, 222, 1, 1, 0.863593, 1, 0.770088, 51, 0
193, 198, 351, 10304400, 3, 65, 205, 274, 299, 363, 1, 1, 1, 1, 1, 51, 1
305, 198, 387, 10304400, 3, 188, 65, 45, 205, 274, 1, 1, 0.863202, 1, 1, 51, 0
366, 198, 387, 10304400, 3, 188, 65, 45, 205, 274, 1, 1, 0.863202, 1, 1, 51, 0
386, 198, 387, 10304400, 3, 188, 65, 45, 205, 222, 1, 1, 0.863202, 1, 0.767605, 51, 0
311, 201, 412, 10304400, 3, 188, 65, 45, 205, 274, 1, 1, 0.863202, 1, 1, 51, 0
363, 201, 412, 10304788, 4, 276, 188, 65, 205, 45, 1, 1, 1, 1, 0.75527, 51, 0
299, 201, 418, 10304788, 4, 188, 65, 113, 45, 205, 1, 1, 0.884612, 0.75527, 1, 51, 0
205, 201, 446, 10304788, 4, 65, 222, 113, 210, 276, 1, 0.754008, 0.793718, 0.302991, 0.242184, 51, 0
65, 201, 485, 10304788, 4, 222, 113, 210, 67, 276, 0.952844, 0.84447, 0.379029, 0.324153, 0.275272, 51, 1
113, 198, 532, 10305099, 5, 67, 210, 276, 222, 107, 0.972425, 0.968339, 1, 1, 0.644879, 51, 0
222, 198, 564, 10305099, 5, 67, 210, 276, 107, 10, 0.972425, 1, 1, 0.752358, 0.550279, 51, 1
276, 201, 618, 10305099, 5, 107, 10, 67, 210, 295, 0.967318, 0.95513, 0.972425, 1, 0.413471, 51, 0
276, 201, 618, 10305500, 6, 107, 10, 67, 210, 295, 0.967276, 0.955069, 0.972383, 1, 0.413448, 51, 0
210, 201, 645, 10305500, 6, 324, 107, 67, 10, 295, 1, 0.859801, 1, 0.604256, 0.483761, 51, 1
10, 198, 712, 10305500, 6, 271, 324, 246, 190, 295, 0.861249, 1, 1, 1, 1, 51, 0
67, 201, 691, 10309700, 7, 295, 324, 190, 178, 246, 0.964154, 0.822425, 0.701253, 0.68731, 0.549387, 51, 1
10, 198, 712, 10309700, 7, 271, 324, 246, 190, 295, 0.86086, 1, 1, 1, 1, 51, 0
178, 198, 757, 10317900, 8, 136, 271, 3, 324, 246, 0.859594, 0.967613, 0.644821, 1, 1, 51, 0
295, 198, 780, 10317900, 8, 136, 271, 3, 324, 246, 0.967044, 1, 0.752291, 1, 1, 51, 1
324, 201, 812, 10317900, 8, 3, 136, 271, 10000000, 10000000, 0.967231, 1, 1, 0, 0, 51, 0
190, 201, 845, 10317901, 8, 271, 3, 136, 324, 246, 1, 0.752291, 0.859594, 1, 1, 51, 0
271, 220, 798, 10318327, 9, 352, 3, 227, 95, 136, 0.909141, 0.967187, 0.687905, 0.724615, 1, 51, 1
324, 201, 812, 10318327, 9, 3, 136, 271, 10000000, 10000000, 0.967187, 1, 1, 0, 0, 51, 0
246, 201, 820, 10318328, 9, 136, 271, 3, 10000000, 10000000, 1, 1, 0.752256, 0, 0, 51, 0
136, 247, 798, 10322528, 10, 227, 304, 215, 95, 3, 0.699518, 0.683969, 0.684245, 0.75476, 0.96675, 51, 0
3, 276, 798, 10322528, 10, 352, 304, 227, 215, 95, 0.754231, 0.724385, 0.724968, 0.753646, 0.844955, 51, 1
95, 318, 801, 10322528, 10, 82, 181, 292, 352, 304, 1, 1, 1, 1, 1, 51, 0
227, 381, 801, 10322528, 10, 387, 309, 82, 181, 141, 1, 0.869428, 1, 1, 0.701864, 51, 0
95, 318, 801, 10326728, 11, 82, 181, 292, 352, 304, 1, 1, 1, 1, 1, 51, 0
215, 354, 801, 10326728, 11, 82, 181, 292, 177, 304, 0.964962, 1, 1, 1, 1, 51, 0
227, 381, 801, 10326728, 11, 387, 309, 82, 181, 141, 1, 0.867843, 1, 1, 0.701175, 51, 0
304, 387, 801, 10326728, 11, 33, 82, 181, 292, 177, 0.930854, 1, 1, 1, 1, 51, 0
352, 387, 801, 10326728, 11, 33, 360, 141, 82, 181, 1, 0.874885, 0.86631, 1, 1, 51, 1
181, 444, 798, 10327038, 12, 240, 387, 358, 257, 33, 1, 0.823736, 0.75411, 0.750561, 0.859209, 51, 0
82, 484, 798, 10327038, 12, 317, 358, 384, 33, 240, 0.948523, 0.821371, 0.752777, 0.951931, 0.686277, 51, 0
33, 519, 801, 10327038, 12, 6, 194, 240, 337, 309, 1, 1, 1, 0.967881, 0.969258, 51, 1
