source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
241, 15, -1, 10299999, 1, 285, 8, 38, 11, 154, 1, 1, 0.825117, 0.97131, 1, 276, 1
8, 78, -1, 10300200, 2, 278, 247, 144, 164, 38, 1, 1, 0.752797, 0.613758, 0.754327, 276, 1
38, 109, 1, 10304400, 3, 164, 212, 243, 278, 285, 0.967671, 1, 1, 1, 1, 276, 0
144, 156, 1, 10304400, 3, 7, 62, 98, 117, 164, 1, 0.912494, 0.97182, 1, 1, 276, 0
247, 178, 1, 10304400, 3, 62, 98, 7, 117, 164, 1, 1, 1, 1, 0.967671, 276, 0
278, 201, 12, 10304400, 3, 60, 98, 7, 240, 117, 0.959145, 1, 1, 0.686191, 1, 276, 1
117, 201, 49, 10304671, 4, 98, 240, 180, 60, 267, 1, 0.647176, 0.602551, 0.647134, 0.482765, 276, 0
98, 201, 76, 10304671, 4, 180, 240, 60, 226, 126, 0.963417, 0.844677, 0.967385, 0.412186, 0.363225, 276, 0
7, 280, -1, 10304671, 4, 62, 143, 231, 275, 150, 1, 0.844785, 0.538382, 0.537422, 0.241891, 276, 1
60, 198, 105, 10304671, 4, 126, 226, 267, 240, 23, 0.970792, 1, 1, 1, 0.753716, 276, 1
240, 198, 179, 10305125, 5, 23, 126, 153, 226, 27, 0.969016, 1, 1, 1, 0.862827, 276, 0
267, 201, 212, 10305125, 5, 23, 27, 13, 174, 153, 0.969016, 0.97068, 0.697713, 0.637351, 1, 276, 0
226, 201, 218, 10305125, 5, 174, 23, 27, 126, 13, 0.845088, 1, 0.97068, 1, 0.645897, 276, 0
126, 201, 245, 10305125, 5, 265, 259, 174, 13, 23, 1, 0.967022, 1, 0.796444, 0.969016, 276, 1
23, 201, 285, 10305461, 6, 174, 265, 186, 13, 259, 0.955976, 0.701948, 0.568479, 0.75352, 0.604364, 276, 0
13, 198, 315, 10305461, 6, 65, 186, 254, 265, 259, 1, 1, 1, 1, 1, 276, 0
174, 198, 351, 10305461, 6, 65, 186, 254, 265, 251, 1, 1, 1, 1, 0.972381, 276, 0
259, 198, 387, 10305461, 6, 65, 45, 172, 186, 251, 1, 0.971322, 1, 1, 1, 276, 1
251, 219, 398, 10309661, 7, 45, 18, 162, 172, 65, 1, 0.86342, 0.753238, 1, 0.859798, 276, 0
172, 247, 398, 10309662, 7, 18, 255, 45, 162, 198, 1, 0.758739, 1, 0.603851, 0.215382, 276, 1
186, 201, 446, 10309662, 7, 65, 191, 45, 10000000, 10000000, 0.967273, 0.274515, 0.75513, 0, 0, 276, 0
65, 201, 486, 10309662, 7, 191, 67, 10000000, 10000000, 10000000, 0.567377, 0.323673, 0, 0, 0, 276, 1
191, 201, 646, 10310050, 8, 279, 67, 10, 223, 107, 0.778379, 1, 0.603778, 0.478168, 0.754728, 276, 1
67, 201, 690, 10310399, 9, 279, 223, 10, 173, 55, 0.942951, 0.874446, 0.862643, 0.429907, 0.323363, 276, 1
10, 198, 713, 10310399, 9, 55, 173, 223, 279, 248, 1, 1, 1, 1, 0.861277, 276, 0
223, 201, 819, 10310400, 9, 3, 130, 248, 55, 166, 0.96959, 1, 1, 1, 0.862193, 276, 0
62, 318, 1, 10312872, 5, 5, 150, 231, 275, 152, 0.967554, 1, 1, 1, 0.859329, 276, 1
143, 354, 1, 10312872, 5, 5, 152, 150, 231, 48, 1, 1, 1, 1, 0.860459, 276, 0
275, 401, 12, 10312872, 5, 100, 48, 280, 152, 5, 1, 1, 0.645959, 1, 0.967554, 276, 0
275, 401, 12, 10313299, 6, 100, 48, 280, 152, 5, 1, 1, 0.645929, 1, 0.967509, 276, 0
231, 401, 19, 10313299, 6, 132, 100, 280, 48, 237, 0.950975, 0.861525, 0.753584, 0.967972, 0.602355, 276, 0
150, 447, -1, 10313299, 6, 5, 181, 61, 253, 48, 1, 0.725051, 0.751647, 0.53959, 0.752867, 276, 0
5, 488, -1, 10313299, 6, 46, 181, 253, 61, 105, 1, 0.753731, 0.549576, 0.601689, 0.234221, 276, 1
61, 515, 1, 10313622, 7, 105, 149, 253, 91, 181, 1, 0.860986, 1, 0.754523, 1, 276, 0
181, 561, 1, 10313622, 7, 149, 46, 105, 91, 253, 1, 0.927741, 1, 0.862311, 1, 276, 1
253, 580, 1, 10313622, 7, 91, 149, 105, 12, 188, 1, 1, 1, 0.63574, 0.482041, 276, 0
10, 198, 713, 10314599, 10, 55, 173, 223, 279, 248, 1, 1, 1, 1, 0.860888, 276, 0
279, 201, 812, 10314600, 10, 3, 130, 248, 55, 173, 1, 1, 1, 1, 1, 276, 1
223, 201, 820, 10314600, 10, 3, 130, 248, 55, 166, 0.969152, 1, 1, 1, 0.861803, 276, 0
173, 201, 845, 10314600, 10, 3, 130, 55, 59, 248, 0.753785, 0.860366, 1, 0.861444, 0.968499, 276, 0
248, 220, 798, 10315027, 11, 288, 196, 3, 95, 130, 0.943958, 0.952774, 1, 0.79656, 1, 276, 0
173, 201, 845, 10315027, 11, 3, 130, 55, 59, 248, 0.75375, 0.860326, 1, 0.861404, 0.968454, 276, 0
130, 248, 798, 10315027, 11, 258, 196, 3, 288, 95, 0.954473, 0.946617, 1, 0.604751, 0.538614, 276, 0
55, 201, 880, 10315027, 11, 166, 3, 59, 130, 10000000, 0.943991, 0.646072, 0.845889, 0.752786, 0, 276, 0
3, 275, 798, 10315027, 11, 196, 288, 258, 204, 95, 0.931412, 0.861272, 0.795394, 0.644446, 0.646336, 276, 1
95, 318, 801, 10315337, 12, 82, 288, 258, 204, 196, 0.967983, 1, 1, 1, 1, 276, 0
196, 354, 801, 10315337, 12, 82, 31, 288, 258, 204, 1, 0.862357, 1, 1, 1, 276, 1
204, 381, 801, 10315337, 12, 82, 31, 52, 135, 234, 1, 1, 0.908866, 0.605855, 0.47848, 276, 0
258, 387, 801, 10315337, 12, 82, 135, 31, 33, 52, 1, 0.791768, 1, 0.476062, 0.636203, 276, 0
288, 387, 801, 10315337, 12, 82, 135, 163, 31, 52, 1, 0.843637, 1, 1, 0.937539, 276, 0
204, 381, 801, 10315764, 13, 82, 31, 52, 135, 234, 1, 1, 0.908748, 0.605776, 0.478447, 276, 0
258, 387, 801, 10315764, 13, 82, 135, 31, 33, 52, 1, 0.791714, 1, 0.476029, 0.63616, 276, 0
288, 387, 801, 10315764, 13, 82, 135, 163, 31, 52, 1, 0.843594, 1, 1, 0.937445, 276, 0
82, 483, 798, 10315765, 13, 135, 294, 271, 234, 33, 0.821817, 0.723774, 0.72342, 0.686036, 0.645354, 276, 1
33, 520, 801, 10316179, 14, 6, 175, 217, 294, 271, 1, 0.968705, 1, 1, 1, 276, 0
135, 551, 801, 10316179, 14, 6, 175, 217, 296, 263, 1, 1, 1, 1, 1, 276, 1
234, 578, 801, 10316179, 14, 6, 175, 217, 296, 263, 1, 0.968705, 1, 1, 1, 276, 0
271, 587, 801, 10316179, 14, 6, 175, 217, 192, 109, 0.9691, 1, 1, 0.436301, 0.601774, 276, 0
294, 587, 801, 10316179, 14, 6, 175, 217, 109, 296, 1, 1, 1, 0.481419, 1, 276, 0
