source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
98, 201, 76, 10299999, 1, 180, 240, 60, 226, 126, 0.964037, 0.845154, 0.967931, 0.41245, 0.36343, 177, 1
60, 198, 105, 10300200, 2, 126, 226, 267, 240, 180, 0.97126, 1, 1, 1, 1, 177, 0
180, 198, 153, 10300200, 2, 23, 126, 226, 267, 153, 0.96953, 1, 1, 1, 0.861431, 177, 1
240, 198, 179, 10300200, 2, 23, 153, 126, 27, 226, 0.96953, 1, 1, 0.863285, 1, 177, 0
126, 201, 244, 10300200, 2, 265, 259, 174, 13, 23, 1, 0.967598, 1, 0.797069, 0.96953, 177, 0
267, 201, 212, 10300601, 3, 23, 27, 153, 13, 174, 0.969488, 0.971154, 1, 0.698448, 0.637811, 177, 0
226, 201, 218, 10300601, 3, 174, 23, 27, 153, 126, 0.845549, 1, 0.971154, 1, 1, 177, 0
126, 201, 244, 10300601, 3, 265, 259, 174, 13, 23, 1, 0.967551, 1, 0.797018, 0.969488, 177, 0
23, 201, 284, 10300601, 3, 174, 265, 186, 13, 259, 0.956716, 0.702747, 0.569003, 0.753914, 0.60472, 177, 1
13, 198, 315, 10300859, 4, 65, 186, 254, 265, 259, 1, 1, 1, 1, 1, 177, 0
174, 198, 351, 10300859, 4, 65, 186, 254, 251, 265, 1, 1, 1, 0.972865, 1, 177, 1
259, 198, 387, 10300860, 4, 45, 172, 65, 186, 251, 0.971805, 1, 1, 1, 1, 177, 0
265, 201, 412, 10300860, 4, 172, 65, 45, 186, 251, 1, 1, 0.863826, 1, 1, 177, 0
265, 201, 412, 10301183, 5, 172, 65, 45, 186, 251, 1, 1, 0.863796, 1, 1, 177, 0
254, 201, 418, 10301183, 5, 172, 65, 45, 186, 251, 1, 1, 0.863796, 1, 0.972831, 177, 0
186, 201, 446, 10301183, 5, 65, 45, 191, 10000000, 10000000, 0.968155, 0.755822, 0.274835, 0, 0, 177, 0
65, 201, 485, 10301183, 5, 191, 67, 10000000, 10000000, 10000000, 0.568289, 0.323969, 0, 0, 0, 177, 1
191, 201, 646, 10301571, 6, 67, 107, 279, 10, 223, 1, 0.755418, 0.78355, 0.604397, 0.478816, 177, 1
67, 201, 690, 10301921, 7, 279, 223, 107, 173, 55, 0.944461, 0.8777, 0.647477, 0.430299, 0.323658, 177, 1
10, 198, 713, 10301921, 7, 248, 279, 223, 173, 55, 0.862064, 1, 1, 1, 1, 177, 0
279, 201, 812, 10301921, 7, 3, 130, 248, 10000000, 10000000, 1, 1, 1, 0, 0, 177, 0
279, 201, 812, 10302348, 8, 3, 130, 248, 10000000, 10000000, 1, 1, 1, 0, 0, 177, 1
223, 201, 819, 10302348, 8, 3, 130, 248, 10000000, 10000000, 0.970432, 1, 1, 0, 0, 177, 0
173, 201, 845, 10302348, 8, 130, 248, 3, 279, 223, 0.861501, 0.969777, 0.754781, 1, 1, 177, 0
248, 220, 798, 10302775, 9, 288, 196, 3, 95, 130, 0.946147, 0.954632, 1, 0.798118, 1, 177, 0
130, 248, 798, 10302775, 9, 258, 196, 3, 288, 95, 0.956337, 0.948818, 1, 0.605649, 0.539325, 177, 0
3, 275, 798, 10302775, 9, 196, 288, 258, 204, 95, 0.934077, 0.86241, 0.796947, 0.645295, 0.64719, 177, 1
95, 318, 801, 10303085, 10, 82, 288, 258, 204, 196, 0.96926, 1, 1, 1, 1, 177, 0
196, 355, 801, 10303085, 10, 82, 288, 258, 204, 31, 1, 1, 1, 1, 0.863498, 177, 1
204, 381, 801, 10303086, 10, 82, 135, 31, 108, 234, 1, 0.608111, 1, 0.969103, 0.479416, 177, 0
258, 387, 801, 10303086, 10, 82, 135, 31, 33, 108, 1, 0.793307, 1, 0.476989, 1, 177, 0
204, 381, 801, 10303513, 11, 82, 135, 31, 108, 234, 1, 0.608032, 1, 0.969059, 0.479384, 177, 0
258, 387, 801, 10303513, 11, 82, 135, 31, 33, 108, 1, 0.793253, 1, 0.476957, 1, 177, 0
