source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,send_log
448, 212, -1, 10299999, 1, 292, 62, 7, 124, 171, 0.916828, 1, 1, 1, 1, 37, 1
171, 248, -1, 10300200, 2, 258, 7, 62, 380, 341, 0.885399, 1, 0.753157, 0.64526, 0.549615, 37, 0
124, 201, 49, 10300200, 2, 200, 365, 98, 408, 253, 0.862063, 0.797417, 1, 0.466495, 0.436214, 37, 1
7, 280, -1, 10300200, 2, 292, 258, 380, 341, 413, 1, 0.935839, 0.82328, 0.756872, 0.704882, 37, 0
62, 318, 1, 10300200, 2, 258, 157, 466, 413, 341, 1, 0.970556, 1, 1, 1, 37, 1
341, 401, 12, 10304400, 3, 100, 139, 48, 159, 5, 0.951338, 0.75577, 0.969769, 0.9714, 0.863504, 37, 0
413, 401, 12, 10304400, 3, 100, 139, 5, 48, 346, 0.964462, 0.726402, 0.971442, 0.754265, 0.538155, 37, 0
466, 401, 12, 10304400, 3, 346, 48, 5, 465, 159, 1, 0.862017, 0.971442, 0.539049, 0.9714, 37, 0
258, 401, 19, 10304400, 3, 139, 264, 48, 159, 465, 0.688396, 0.647852, 0.862017, 1, 0.476599, 37, 1
159, 401, 41, 10304853, 4, 346, 100, 48, 418, 264, 0.794463, 0.826048, 1, 0.60257, 0.604236, 37, 0
48, 401, 79, 10304853, 4, 346, 139, 118, 100, 418, 0.723444, 0.726362, 0.602698, 0.843858, 0.645719, 37, 0
139, 398, 156, 10304854, 4, 118, 41, 439, 389, 322, 0.972468, 0.862915, 1, 1, 1, 37, 1
264, 398, 178, 10304854, 4, 116, 41, 118, 117, 226, 0.944501, 1, 0.972468, 0.967296, 1, 37, 0
465, 398, 187, 10304854, 4, 356, 41, 118, 117, 88, 1, 1, 0.972468, 1, 0.862773, 37, 0
322, 412, 198, 10305190, 5, 334, 244, 41, 49, 88, 1, 0.968807, 1, 0.972347, 1, 37, 0
389, 412, 198, 10305190, 5, 41, 88, 123, 118, 117, 1, 0.970584, 0.826377, 0.972433, 0.967261, 37, 0
439, 412, 198, 10305190, 5, 41, 88, 118, 420, 49, 1, 0.970584, 1, 0.688537, 0.75627, 37, 0
118, 401, 245, 10305190, 5, 317, 470, 438, 228, 41, 1, 1, 1, 0.845974, 0.970745, 37, 1
41, 401, 287, 10305513, 6, 218, 391, 104, 324, 438, 0.936963, 0.96482, 0.787035, 0.861524, 0.790601, 37, 0
228, 398, 373, 10305513, 6, 115, 104, 218, 167, 283, 1, 0.970472, 1, 0.968266, 1, 37, 0
438, 401, 412, 10305513, 6, 24, 104, 167, 218, 224, 1, 1, 1, 1, 0.548213, 37, 1
98, 201, 76, 10312400, 3, 253, 200, 365, 133, 408, 0.943311, 0.931412, 0.82544, 0.753407, 0.697758, 37, 0
200, 198, 153, 10312400, 3, 406, 23, 133, 253, 408, 0.877628, 0.967082, 1, 1, 1, 37, 1
365, 198, 187, 10312400, 3, 472, 458, 27, 23, 13, 1, 1, 1, 0.967082, 0.869724, 37, 0
408, 201, 212, 10312400, 3, 458, 234, 27, 23, 160, 0.946895, 0.796305, 0.967563, 0.967082, 1, 37, 0
253, 201, 218, 10312400, 3, 481, 403, 194, 316, 23, 1, 1, 1, 0.770294, 0.967082, 37, 0
408, 201, 212, 10312658, 4, 458, 234, 27, 23, 160, 0.946849, 0.796272, 0.967536, 0.967055, 1, 37, 0
253, 201, 218, 10312658, 4, 481, 403, 194, 316, 23, 1, 1, 1, 0.770141, 0.967055, 37, 0
133, 201, 245, 10312658, 4, 458, 486, 481, 23, 194, 0.842718, 0.753566, 0.697126, 0.967055, 0.647557, 37, 0
23, 201, 285, 10312658, 4, 234, 333, 403, 481, 206, 1, 0.9168, 0.911945, 0.905741, 0.781725, 37, 1
218, 401, 431, 10313714, 7, 104, 24, 224, 115, 167, 1, 0.863507, 0.602904, 0.429871, 0.967412, 37, 0
167, 445, 398, 10313714, 7, 378, 24, 306, 145, 290, 0.823283, 1, 0.645239, 0.610468, 0.549795, 37, 1
104, 401, 467, 10313714, 7, 224, 155, 115, 79, 10000000, 0.945144, 0.76757, 0.825078, 0.234048, 0, 37, 1
333, 201, 412, 10316859, 5, 113, 189, 65, 45, 206, 0.911342, 0.966045, 0.966929, 0.859469, 1, 37, 1
403, 201, 412, 10316859, 5, 45, 189, 65, 206, 223, 0.966902, 0.966045, 0.859493, 1, 0.68446, 37, 0
481, 201, 412, 10316859, 5, 189, 65, 45, 206, 278, 0.966045, 0.966929, 0.859469, 0.970667, 1, 37, 0
206, 201, 446, 10316859, 5, 280, 319, 65, 211, 45, 1, 1, 1, 0.695411, 0.752035, 37, 0
115, 398, 533, 10317914, 8, 79, 155, 224, 163, 312, 1, 1, 1, 0.751386, 0.753688, 37, 0
224, 398, 567, 10317914, 8, 312, 163, 155, 79, 96, 1, 0.858727, 1, 0.859106, 0.645257, 37, 1
312, 419, 598, 10318263, 9, 96, 174, 163, 16, 310, 1, 0.722989, 1, 0.646071, 0.536656, 37, 1
155, 401, 638, 10318263, 9, 163, 96, 79, 312, 108, 0.858694, 0.752772, 1, 1, 1, 37, 0
79, 401, 680, 10318263, 9, 96, 10000000, 10000000, 10000000, 10000000, 0.645233, 0, 0, 0, 0, 37, 0
163, 448, 598, 10318521, 10, 16, 96, 174, 277, 310, 0.843343, 1, 0.53863, 0.317488, 0.321985, 37, 0
96, 484, 598, 10318521, 10, 84, 277, 304, 381, 174, 1, 1, 0.905343, 0.861869, 0.969533, 37, 1
16, 509, 601, 10318521, 10, 84, 129, 277, 381, 304, 0.968405, 0.969257, 1, 1, 0.969152, 37, 0
174, 553, 601, 10318522, 10, 84, 129, 187, 277, 304, 0.968405, 0.969257, 1, 1, 1, 37, 0
310, 580, 601, 10318522, 10, 144, 90, 84, 4, 129, 1, 1, 0.968405, 1, 1, 37, 0
174, 553, 601, 10318793, 11, 84, 129, 187, 277, 304, 0.968376, 0.969229, 1, 1, 1, 37, 0
381, 612, 598, 10318793, 11, 84, 144, 4, 90, 129, 0.968376, 0.723509, 1, 0.722777, 0.969229, 37, 0
277, 620, 598, 10318793, 11, 84, 411, 255, 90, 129, 0.968376, 0.633608, 0.645948, 0.684838, 0.969229, 37, 1
206, 201, 446, 10321059, 6, 280, 319, 65, 211, 45, 1, 1, 1, 0.694735, 0.751696, 37, 0
189, 248, 398, 10321059, 6, 480, 356, 45, 18, 282, 0.961433, 0.75501, 0.966466, 0.75433, 0.549679, 37, 1
65, 201, 486, 10321059, 6, 280, 223, 319, 113, 67, 0.934441, 0.861715, 0.644055, 0.539268, 0.378967, 37, 0
113, 198, 531, 10321059, 6, 10, 211, 280, 67, 319, 1, 0.966549, 1, 0.862541, 0.966083, 37, 1
319, 198, 584, 10321330, 7, 107, 67, 211, 280, 10, 0.966475, 1, 0.966521, 1, 0.567895, 37, 0
280, 201, 618, 10321331, 7, 107, 67, 211, 299, 179, 0.966475, 0.97033, 1, 0.926786, 0.843105, 37, 0
