source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
133, 201, 244, 10299999, 1, 458, 486, 481, 23, 194, 0.844005, 0.754594, 0.699183, 0.968372, 0.648443, 350, 1
23, 201, 284, 10300200, 2, 234, 333, 403, 481, 206, 1, 0.920304, 0.915412, 0.90916, 0.789412, 350, 0
194, 198, 351, 10300200, 2, 206, 223, 316, 278, 472, 0.972415, 0.797501, 1, 0.969371, 1, 350, 0
458, 198, 387, 10300200, 2, 223, 113, 45, 189, 65, 1, 1, 0.968636, 0.967775, 0.968663, 350, 1
486, 198, 387, 10300200, 2, 45, 189, 206, 65, 278, 0.968636, 0.967775, 1, 0.861034, 1, 350, 0
189, 248, 398, 10300614, 3, 480, 356, 45, 18, 282, 0.96414, 0.756679, 0.968593, 0.755996, 0.551228, 350, 1
65, 201, 485, 10300614, 3, 280, 223, 319, 113, 67, 0.938925, 0.863617, 0.645472, 0.54046, 0.38044, 350, 0
113, 198, 532, 10300614, 3, 10, 211, 280, 67, 319, 1, 0.968676, 1, 0.864446, 0.968207, 350, 1
319, 198, 584, 10304815, 4, 107, 67, 211, 280, 10, 0.968192, 1, 0.968239, 1, 0.569676, 350, 0
280, 201, 618, 10304815, 4, 107, 299, 67, 179, 211, 0.968192, 0.930346, 0.972061, 0.844785, 1, 350, 0
211, 201, 645, 10304815, 4, 67, 107, 433, 10, 376, 1, 0.726812, 0.722848, 0.687217, 0.549102, 350, 1
67, 201, 691, 10309015, 5, 191, 250, 345, 433, 299, 1, 0.943617, 0.871301, 0.755901, 0.753787, 350, 1
10, 198, 712, 10309015, 5, 345, 250, 191, 275, 55, 1, 1, 0.969948, 0.752981, 0.96911, 350, 0
376, 198, 787, 10309015, 5, 3, 137, 275, 345, 250, 0.96819, 1, 0.968118, 1, 1, 350, 1
433, 198, 787, 10309015, 5, 3, 137, 275, 345, 250, 1, 1, 1, 1, 1, 350, 0
433, 198, 787, 10309442, 6, 3, 137, 275, 345, 250, 1, 1, 1, 1, 1, 350, 0
345, 201, 812, 10309442, 6, 3, 137, 275, 10000000, 10000000, 0.968146, 1, 1, 0, 0, 350, 0
250, 201, 819, 10309442, 6, 3, 137, 275, 10000000, 10000000, 0.968146, 1, 0.968074, 0, 0, 350, 0
191, 201, 845, 10309443, 6, 137, 3, 275, 345, 250, 0.863989, 0.753002, 0.86051, 1, 0.969697, 350, 1
250, 201, 819, 10309792, 7, 3, 137, 275, 10000000, 10000000, 0.968109, 1, 0.968038, 0, 0, 350, 0
345, 201, 812, 10309792, 7, 3, 137, 275, 10000000, 10000000, 0.968109, 1, 1, 0, 0, 350, 0
45, 283, 398, 10312814, 4, 167, 412, 480, 283, 360, 1, 0.938183, 0.919442, 0.869995, 0.756667, 350, 0
