source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
7, 280, -1, 10299999, 1, 62, 143, 231, 275, 150, 1, 0.845261, 0.538653, 0.537692, 0.242027, 141, 1
62, 319, 1, 10300200, 2, 5, 231, 150, 275, 152, 0.968874, 1, 1, 1, 0.8605, 141, 1
143, 354, 1, 10300200, 2, 152, 5, 48, 231, 150, 1, 1, 0.861634, 1, 1, 141, 0
150, 447, -1, 10300200, 2, 152, 5, 181, 61, 48, 0.968063, 1, 0.726201, 0.752706, 0.75393, 141, 0
275, 401, 12, 10300627, 3, 100, 48, 280, 152, 132, 1, 1, 0.646812, 1, 0.476444, 141, 0
231, 401, 19, 10300627, 3, 132, 280, 100, 48, 237, 0.952888, 0.754613, 0.862703, 0.969293, 0.603276, 141, 1
150, 447, -1, 10300627, 3, 152, 5, 181, 61, 48, 0.968018, 1, 0.726163, 0.752671, 0.753895, 141, 0
48, 401, 79, 10304827, 4, 237, 280, 132, 100, 10000000, 0.963008, 0.754272, 0.753529, 0.646734, 0, 141, 0
100, 398, 114, 10304827, 4, 292, 268, 41, 280, 237, 1, 1, 0.861314, 1, 1, 141, 0
132, 398, 155, 10304827, 4, 41, 221, 292, 268, 218, 1, 1, 1, 1, 1, 141, 1
280, 398, 187, 10304827, 4, 256, 41, 112, 88, 221, 0.872672, 1, 1, 0.84741, 1, 141, 0
268, 412, 198, 10305203, 5, 41, 216, 49, 88, 116, 1, 0.939627, 0.94991, 1, 0.760124, 141, 0
292, 412, 198, 10305203, 5, 41, 88, 112, 216, 116, 0.968939, 1, 1, 0.645626, 0.605097, 141, 0
218, 380, 201, 10305203, 5, 41, 88, 112, 221, 49, 1, 1, 1, 1, 0.697064, 141, 0
41, 401, 287, 10305203, 5, 255, 256, 111, 201, 198, 1, 0.937298, 1, 0.75372, 0.611834, 141, 1
111, 398, 347, 10305526, 6, 104, 198, 255, 256, 201, 1, 1, 1, 1, 1, 141, 0
201, 398, 375, 10305526, 6, 104, 198, 255, 24, 160, 1, 1, 1, 0.859843, 0.753506, 141, 0
256, 398, 387, 10305526, 6, 104, 24, 198, 160, 255, 1, 0.967323, 1, 0.968794, 1, 141, 0
255, 401, 415, 10305526, 6, 104, 24, 198, 148, 160, 1, 0.967323, 1, 0.467472, 0.86115, 141, 1
198, 401, 431, 10305526, 6, 104, 79, 148, 10000000, 10000000, 1, 0.189053, 0.137223, 0, 0, 141, 0
