source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
170, 248, -1, 10299999, 1, 62, 254, 373, 7, 158, 0.966301, 0.771242, 0.687456, 1, 0.411049, 211
7, 280, -1, 10300200, 2, 288, 156, 149, 254, 320, 1, 0.78497, 0.862393, 0.703265, 0.698659, 211
62, 319, 1, 10300200, 2, 5, 156, 254, 373, 320, 0.968566, 1, 1, 1, 1, 211
373, 401, 12, 10300200, 2, 48, 158, 5, 325, 138, 0.97082, 1, 0.968566, 0.549564, 0.538962, 211
320, 401, 12, 10300627, 3, 48, 100, 118, 158, 138, 1, 0.845956, 0.646377, 1, 0.646724, 211
373, 401, 12, 10300627, 3, 48, 158, 5, 325, 138, 0.970775, 1, 0.968522, 0.549532, 0.538937, 211
254, 401, 19, 10300627, 3, 378, 138, 48, 100, 325, 0.796817, 0.798008, 1, 0.845956, 0.686915, 211
156, 447, -1, 10300627, 3, 5, 298, 338, 158, 200, 1, 0.53976, 0.538528, 0.967703, 0.549405, 211
5, 487, -1, 10304827, 4, 200, 220, 61, 298, 291, 0.960904, 0.823876, 0.948715, 0.726235, 0.638435, 211
200, 561, 1, 10304828, 4, 155, 91, 291, 105, 220, 1, 0.862676, 1, 0.971491, 1, 211
298, 580, 1, 10304828, 4, 91, 155, 12, 291, 105, 1, 1, 0.638096, 1, 1, 211
338, 587, 1, 10304828, 4, 183, 91, 155, 291, 105, 1, 1, 1, 1, 1, 211
61, 515, 1, 10305085, 5, 291, 105, 220, 155, 338, 1, 1, 1, 0.845622, 1, 211
200, 561, 1, 10305086, 5, 155, 91, 291, 105, 220, 1, 0.862652, 1, 0.971464, 1, 211
298, 580, 1, 10305086, 5, 91, 155, 12, 291, 105, 1, 1, 0.638069, 1, 1, 211
291, 601, 19, 10305344, 6, 91, 183, 12, 155, 285, 1, 0.645073, 0.687097, 1, 0.27561, 211
155, 601, 44, 10305344, 6, 91, 183, 12, 285, 10000000, 1, 0.724845, 0.753469, 0.430963, 0, 211
220, 634, -1, 10305344, 6, 155, 225, 91, 291, 315, 0.966395, 0.882423, 0.754799, 1, 0.754859, 211
105, 674, -1, 10305344, 6, 225, 46, 315, 125, 91, 0.939709, 0.972236, 0.756503, 0.704142, 0.646971, 211
91, 601, 84, 10305667, 7, 183, 285, 12, 114, 10000000, 0.955896, 0.75821, 0.843299, 0.275485, 0, 211
12, 598, 111, 10305667, 7, 114, 285, 312, 380, 239, 0.971772, 1, 0.860947, 0.859977, 0.859875, 211
183, 598, 147, 10305667, 7, 114, 287, 380, 312, 239, 0.971772, 0.971454, 1, 1, 0.967359, 211
285, 598, 179, 10305667, 7, 114, 206, 47, 137, 290, 1, 0.701592, 0.702154, 0.967762, 0.608908, 211
12, 598, 111, 10306042, 8, 114, 285, 312, 380, 239, 0.971733, 1, 0.860912, 0.859942, 0.85984, 211
183, 598, 147, 10306042, 8, 114, 287, 380, 312, 239, 0.971733, 0.971415, 1, 1, 0.96732, 211
285, 598, 179, 10306042, 8, 114, 206, 47, 137, 290, 1, 0.70153, 0.702092, 0.967723, 0.608838, 211
114, 601, 262, 10306042, 8, 179, 21, 286, 347, 47, 0.881688, 0.79231, 0.604319, 0.548465, 0.686625, 211
312, 587, 201, 10306339, 9, 347, 114, 102, 137, 287, 1, 1, 1, 1, 0.971383, 211
380, 587, 201, 10306339, 9, 114, 102, 47, 206, 137, 1, 1, 0.64733, 0.570563, 1, 211
114, 601, 262, 10306339, 9, 179, 21, 286, 347, 47, 0.881572, 0.792124, 0.604297, 0.548442, 0.686597, 211
47, 598, 315, 10306663, 10, 179, 286, 347, 21, 290, 1, 1, 1, 0.862413, 1, 211
347, 601, 412, 10306663, 10, 21, 85, 179, 243, 332, 1, 0.759301, 1, 0.647801, 0.602729, 211
179, 601, 445, 10306663, 10, 243, 21, 130, 332, 85, 1, 1, 0.753943, 0.602729, 0.645783, 211
21, 601, 487, 10306921, 11, 332, 130, 243, 85, 4, 0.822477, 0.79696, 0.723166, 0.842849, 0, 211
85, 598, 515, 10306921, 11, 4, 186, 332, 243, 273, 1, 1, 1, 1, 0.860551, 211
130, 598, 552, 10306921, 11, 4, 186, 273, 19, 128, 1, 1, 0.96812, 0.755956, 0.863821, 211
243, 598, 580, 10306922, 11, 19, 204, 4, 186, 128, 1, 0.920017, 0.967046, 1, 1, 211
332, 598, 587, 10306922, 11, 4, 186, 128, 84, 273, 1, 1, 1, 0.863884, 0.96812, 211
186, 601, 647, 10307180, 12, 309, 204, 4, 360, 19, 0.863409, 0.845685, 1, 0.754828, 0.795222, 211
4, 601, 689, 10307180, 12, 360, 204, 309, 393, 112, 0.963511, 0.959917, 0.863409, 0.844694, 0.846341, 211
291, 601, 19, 10313028, 5, 91, 183, 12, 155, 285, 1, 0.64454, 0.686373, 1, 0.275319, 211
155, 601, 44, 10313028, 5, 91, 183, 12, 285, 10000000, 1, 0.724172, 0.752846, 0.430607, 0, 211
91, 601, 84, 10313028, 5, 183, 285, 12, 114, 10000000, 0.954776, 0.757153, 0.842551, 0.275206, 0, 211
105, 674, -1, 10313028, 5, 225, 46, 315, 125, 91, 0.938015, 0.97143, 0.755406, 0.702874, 0.646435, 211
204, 598, 752, 10315380, 13, 240, 194, 337, 6, 360, 1, 0.861506, 0.969096, 0.647457, 1, 211
309, 598, 787, 10315380, 13, 6, 194, 248, 240, 337, 1, 1, 0.568677, 1, 1, 211
360, 598, 787, 10315380, 13, 6, 194, 240, 337, 10000000, 0.971185, 1, 1, 0.969096, 0, 211
393, 598, 787, 10315380, 13, 6, 194, 240, 337, 133, 0.971185, 1, 1, 0.969096, 0.233796, 211
112, 601, 858, 10315380, 13, 337, 194, 240, 6, 393, 1, 0.861506, 0.969613, 0.647457, 1, 211
337, 612, 798, 10315651, 14, 6, 194, 301, 240, 223, 1, 1, 0.410793, 1, 0.318536, 211
240, 618, 798, 10315651, 14, 223, 6, 194, 211, 301, 1, 1, 1, 0.463531, 0.36192, 211
194, 646, 798, 10315651, 14, 6, 223, 301, 133, 211, 1, 0.362335, 0.36192, 0.317563, 0.231766, 211
6, 685, 798, 10315652, 14, 211, 301, 223, 248, 133, 0.907997, 0.944751, 0.550422, 0.536935, 0.189141, 211
