source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
17, 112, 201, 10299999, 1, 27, 153, 226, 267, 215, 1, 1, 1, 1, 1, 203, 1
215, 181, 201, 10300200, 2, 27, 23, 153, 126, 226, 1, 0.96953, 1, 0.97126, 1, 203, 0
267, 201, 212, 10300200, 2, 23, 27, 153, 13, 174, 0.96953, 0.971196, 1, 0.698513, 0.637852, 203, 0
153, 241, 198, 10300200, 2, 71, 218, 27, 178, 264, 0.970857, 0.688327, 1, 0.687602, 0.550732, 203, 1
27, 278, 198, 10304400, 3, 264, 178, 218, 71, 292, 0.825621, 0.861331, 0.797775, 0.754769, 0.567742, 203, 0
71, 323, 201, 10304400, 3, 88, 112, 221, 292, 268, 0.970713, 1, 1, 1, 1, 203, 1
178, 356, 201, 10304400, 3, 49, 88, 112, 221, 41, 1, 1, 1, 1, 0.861353, 203, 0
218, 380, 201, 10304400, 3, 88, 41, 112, 221, 49, 1, 1, 1, 1, 0.697194, 203, 0
268, 412, 198, 10304697, 4, 216, 49, 88, 41, 116, 0.939739, 0.950001, 1, 1, 0.760197, 203, 0
292, 412, 198, 10304697, 4, 88, 41, 112, 216, 116, 1, 0.968991, 1, 0.645661, 0.605134, 203, 0
221, 418, 198, 10304698, 4, 49, 88, 266, 112, 41, 1, 1, 0.755888, 1, 0.861326, 203, 0
112, 448, 198, 10304698, 4, 266, 49, 88, 216, 116, 1, 1, 1, 0.538051, 0.363081, 203, 0
88, 495, 198, 10304698, 4, 102, 216, 116, 131, 266, 1, 0.939739, 0.970433, 0.637344, 0.602329, 203, 1
116, 553, 201, 10304956, 5, 102, 131, 266, 216, 86, 0.97215, 1, 1, 1, 0.634886, 203, 0
216, 581, 201, 10304956, 5, 47, 102, 295, 131, 86, 0.795409, 0.97215, 0.767455, 1, 0.793607, 203, 1
131, 648, 198, 10304956, 5, 214, 99, 194, 102, 86, 1, 0.769286, 0.846888, 1, 0.725078, 203, 0
131, 648, 198, 10309156, 6, 214, 99, 194, 102, 86, 1, 0.766808, 0.846458, 1, 0.72471, 203, 0
102, 677, 198, 10309156, 6, 274, 249, 86, 113, 194, 1, 0.844396, 0.962252, 0.699465, 0.725535, 203, 1
86, 717, 201, 10313357, 7, 274, 113, 214, 295, 270, 1, 1, 1, 1, 1, 203, 0
194, 754, 201, 10313357, 7, 120, 58, 227, 274, 99, 1, 0.859065, 1, 1, 0.968771, 203, 0
249, 779, 201, 10313357, 7, 58, 120, 227, 99, 274, 1, 1, 1, 0.968771, 1, 203, 0
274, 801, 212, 10313357, 7, 58, 120, 40, 227, 99, 1, 1, 0.645504, 0.970641, 0.968771, 203, 1
227, 801, 219, 10313628, 8, 58, 40, 120, 10000000, 10000000, 1, 0.685666, 1, 0, 0, 203, 0
120, 801, 246, 10313628, 8, 58, 40, 10000000, 10000000, 10000000, 1, 0.645485, 0, 0, 0, 203, 0
58, 801, 289, 10313628, 8, 40, 10000000, 10000000, 10000000, 10000000, 0.753066, 0, 0, 0, 0, 203, 1
40, 798, 323, 10313899, 9, 260, 211, 133, 118, 93, 0.968755, 0.859964, 0.753858, 0.753339, 0.536894, 203, 1
117, 201, 62, 11299999, 1, 240, 60, 98, 226, 180, 0.954606, 0.96498, 1, 0.569107, 0.645621, 127, 0
98, 201, 87, 11300200, 2, 180, 240, 226, 267, 60, 0.968367, 0.861817, 0.483454, 0.413182, 0.971372, 127, 0
60, 198, 89, 11300200, 2, 126, 226, 267, 240, 23, 1, 1, 1, 1, 0.752827, 127, 0
180, 198, 140, 11300200, 2, 23, 126, 226, 267, 215, 1, 1, 1, 1, 1, 127, 0
240, 198, 173, 11300200, 2, 23, 126, 153, 226, 267, 1, 1, 1, 1, 1, 127, 1
226, 201, 224, 11300200, 2, 254, 23, 174, 13, 126, 1, 1, 0.862232, 0.824971, 1, 127, 0
267, 201, 212, 11300523, 3, 23, 126, 27, 153, 13, 1, 1, 0.968869, 1, 0.755407, 127, 0
226, 201, 224, 11300523, 3, 254, 23, 174, 13, 126, 1, 1, 0.862202, 0.824934, 1, 127, 0
126, 201, 257, 11300523, 3, 265, 259, 174, 23, 13, 1, 0.97106, 1, 1, 0.824934, 127, 0
23, 201, 298, 11300523, 3, 254, 265, 174, 259, 206, 1, 0.759174, 0.962679, 0.647374, 0.603168, 127, 1
174, 198, 338, 11300833, 4, 65, 186, 254, 265, 251, 1, 1, 1, 1, 0.96923, 127, 0
206, 198, 371, 11300834, 4, 65, 186, 172, 251, 254, 1, 1, 0.972345, 1, 1, 127, 0
259, 198, 387, 11300834, 4, 65, 172, 45, 186, 251, 1, 1, 0.9683, 1, 1, 127, 0
265, 201, 412, 11300834, 4, 65, 172, 186, 45, 251, 1, 1, 1, 0.860711, 1, 127, 0
254, 201, 425, 11300834, 4, 65, 172, 186, 45, 191, 1, 1, 1, 0.860711, 0.477809, 127, 1
186, 201, 459, 11301118, 5, 65, 191, 10000000, 10000000, 10000000, 1, 0.241633, 0, 0, 0, 127, 0
65, 201, 499, 11301118, 5, 67, 191, 10, 10000000, 10000000, 0.569462, 0.477787, 0, 0, 0, 127, 1
67, 201, 705, 11301416, 6, 279, 223, 55, 173, 10000000, 0.953362, 0.915142, 0.698163, 0.689171, 0, 127, 1
279, 201, 812, 11301843, 7, 3, 130, 248, 223, 173, 0.967634, 1, 1, 1, 1, 127, 1
223, 201, 826, 11301843, 7, 130, 3, 248, 10000000, 10000000, 1, 0.860119, 1, 0, 0, 127, 0
