source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
11, 1, 81, 10299999, 1, 170, 29, 159, 38, 10000000, 0.726222, 0.969583, 0.72497, 0.107763, 0, 179
29, -1, 115, 10300200, 2, 32, 170, 207, 159, 197, 0.971012, 0.972748, 0.863672, 0.972576, 0.754232, 179
159, -1, 151, 10300200, 2, 64, 32, 170, 207, 197, 1, 1, 1, 1, 0.86198, 179
159, -1, 151, 10304400, 3, 64, 32, 170, 207, 197, 1, 1, 1, 1, 0.86159, 179
170, 1, 248, 10304400, 3, 168, 32, 64, 10000000, 10000000, 0.755687, 1, 0.548004, 0, 0, 179
32, 1, 281, 10304400, 3, 168, 43, 64, 10000000, 10000000, 0.967032, 0.773856, 0.648046, 0, 0, 179
64, -1, 317, 10304788, 4, 43, 168, 50, 110, 283, 0.968346, 1, 0.537917, 0.53921, 0.30426, 179
168, -1, 358, 10304788, 4, 43, 50, 110, 236, 182, 1, 0.825948, 0.647052, 0.274307, 0.274953, 179
50, -1, 520, 10305177, 5, 28, 157, 244, 236, 283, 1, 0.969922, 1, 0.96977, 1, 179
244, 1, 618, 10309377, 6, 34, 128, 28, 2, 219, 0.969202, 1, 1, 0.824163, 0.685216, 179
157, 1, 648, 10309377, 6, 195, 28, 128, 34, 2, 0.8446, 1, 0.967306, 0.753824, 0.723911, 179
28, 1, 682, 10309378, 6, 252, 195, 2, 136, 219, 0.874307, 0.96768, 0.965215, 0.429891, 0.48181, 179
2, -1, 718, 10309766, 7, 299, 289, 262, 22, 136, 1, 1, 1, 0.96993, 1, 179
195, -1, 756, 10309766, 7, 189, 210, 22, 299, 262, 0.971342, 1, 1, 1, 1, 179
219, -1, 780, 10309766, 7, 189, 77, 210, 22, 299, 1, 0.861743, 1, 1, 1, 179
252, 1, 820, 10309766, 7, 77, 189, 210, 22, 299, 0.969461, 1, 1, 1, 1, 179
299, 12, 798, 10310102, 8, 77, 279, 189, 68, 210, 1, 0.700869, 1, 0.686871, 1, 179
210, 19, 798, 10310102, 8, 68, 77, 189, 223, 248, 0.955595, 1, 1, 0.430793, 0.322989, 179
189, 40, 798, 10310102, 8, 77, 248, 68, 279, 223, 1, 0.411201, 0.482436, 0.362309, 0.318776, 179
22, 1, 896, 10310102, 8, 77, 158, 10000000, 10000000, 10000000, 0.53857, 0.107972, 0, 0, 0, 179
77, 86, 798, 10314302, 9, 130, 248, 279, 223, 68, 1, 0.953003, 0.547989, 0.538247, 0.723287, 179
68, 109, 801, 10314302, 9, 3, 130, 248, 223, 279, 0.969183, 1, 1, 1, 0.969716, 179
279, 201, 812, 10314303, 9, 3, 130, 248, 55, 173, 1, 1, 1, 1, 1, 179
248, 220, 798, 10314303, 9, 288, 196, 3, 95, 130, 0.944087, 0.952884, 1, 0.796652, 1, 179
68, 109, 801, 10314612, 10, 3, 130, 248, 223, 279, 0.969151, 1, 1, 1, 0.969683, 179
