source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
153, 241, 198, 10299999, 1, 71, 27, 218, 178, 264, 0.970878, 1, 0.688346, 0.687621, 0.550747, 1, 1
27, 278, 198, 10300200, 2, 264, 178, 218, 71, 292, 0.826098, 0.86172, 0.798309, 0.755111, 0.568194, 1, 0
71, 323, 201, 10300200, 2, 88, 112, 221, 292, 268, 0.971153, 1, 1, 1, 1, 1, 1
178, 356, 201, 10300200, 2, 49, 88, 112, 41, 221, 1, 1, 1, 0.861743, 1, 1, 0
218, 380, 201, 10300200, 2, 41, 88, 112, 221, 49, 1, 1, 1, 1, 0.697875, 1, 0
268, 412, 198, 10300497, 3, 216, 41, 49, 88, 116, 0.940667, 1, 0.95076, 1, 0.760805, 1, 0
292, 412, 198, 10300497, 3, 41, 88, 112, 216, 116, 0.96943, 1, 1, 0.645953, 0.605442, 1, 0
221, 418, 198, 10300497, 3, 49, 88, 266, 41, 112, 1, 1, 0.756231, 0.861715, 1, 1, 0
112, 448, 198, 10300497, 3, 266, 49, 88, 216, 41, 1, 1, 1, 0.538294, 0.754001, 1, 0
88, 495, 198, 10300497, 3, 102, 216, 116, 131, 266, 1, 0.940667, 0.970872, 0.637771, 0.602634, 1, 1
116, 553, 201, 10300756, 4, 102, 131, 266, 216, 86, 0.972591, 1, 1, 1, 0.635309, 1, 0
216, 581, 201, 10300756, 4, 47, 102, 187, 295, 131, 0.795941, 0.972591, 0.604999, 0.769937, 1, 1, 1
266, 587, 201, 10300756, 4, 187, 102, 131, 47, 86, 0.871315, 1, 1, 0.482259, 0.550494, 1, 0
131, 648, 198, 10300756, 4, 214, 194, 99, 102, 86, 1, 0.847319, 0.771779, 1, 0.725446, 1, 0
131, 648, 198, 10304956, 5, 214, 194, 99, 102, 86, 1, 0.846888, 0.769286, 1, 0.725078, 1, 0
102, 677, 198, 10304956, 5, 274, 249, 86, 113, 194, 1, 0.844824, 0.962808, 0.700151, 0.725904, 1, 1
86, 717, 201, 10309156, 6, 274, 120, 113, 58, 214, 1, 0.862759, 1, 0.752021, 1, 1, 0
194, 754, 201, 10309156, 6, 120, 58, 227, 274, 99, 1, 0.859453, 1, 1, 0.969209, 1, 0
274, 801, 212, 10309156, 6, 58, 120, 40, 227, 10000000, 1, 1, 0.645796, 0.971081, 0, 1, 1
227, 801, 219, 10309427, 7, 58, 40, 120, 10000000, 10000000, 1, 0.686061, 1, 0, 0, 1, 0
120, 801, 246, 10309427, 7, 58, 40, 10000000, 10000000, 10000000, 1, 0.645777, 0, 0, 0, 1, 0
58, 801, 289, 10309428, 7, 40, 10000000, 10000000, 10000000, 10000000, 0.753407, 0, 0, 0, 0, 1, 1
40, 798, 323, 10309428, 7, 260, 211, 133, 118, 93, 0.969221, 0.860378, 0.754221, 0.753701, 0.537152, 1, 0
40, 798, 323, 10309699, 8, 260, 211, 133, 118, 93, 0.969193, 0.860352, 0.754199, 0.753679, 0.537136, 1, 1
226, 201, 224, 11299999, 1, 254, 23, 174, 13, 126, 1, 1, 0.862251, 0.824994, 1, 36, 0
126, 201, 257, 11300200, 2, 265, 174, 259, 23, 13, 1, 1, 0.863195, 1, 0.824971, 36, 0
23, 201, 298, 11300200, 2, 254, 265, 174, 259, 206, 1, 0.759221, 0.962722, 0.647396, 0.603191, 36, 1
13, 198, 301, 11300200, 2, 65, 186, 254, 265, 259, 1, 1, 1, 1, 1, 36, 0
174, 198, 338, 11300200, 2, 65, 186, 254, 265, 251, 1, 1, 1, 1, 0.969296, 36, 0
174, 198, 337, 11304400, 3, 65, 186, 254, 265, 251, 1, 1, 1, 1, 0.968857, 36, 0
