source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
165, -1, 151, 10299999, 1, 32, 176, 284, 230, 379, 1, 1, 1, 0.972545, 1, 39, 1
379, 1, 212, 10300200, 2, 56, 64, 216, 32, 174, 0.967998, 0.96885, 1, 1, 0.758941, 39, 0
284, 1, 219, 10300200, 2, 64, 216, 32, 56, 176, 0.965233, 1, 1, 0.860442, 1, 39, 0
176, 1, 247, 10300200, 2, 64, 32, 56, 282, 174, 1, 1, 0.752887, 0.47814, 0.477992, 39, 0
32, 1, 282, 10300200, 2, 282, 348, 64, 191, 174, 0.861162, 0.848059, 1, 0.611992, 0.539528, 39, 1
64, -1, 319, 10300627, 3, 43, 191, 348, 282, 174, 1, 1, 1, 1, 1, 39, 0
174, -1, 355, 10300627, 3, 201, 43, 221, 191, 348, 1, 1, 0.968042, 1, 1, 39, 0
282, -1, 381, 10300627, 3, 221, 50, 43, 191, 110, 1, 0.940811, 1, 0.972283, 0.755528, 39, 1
221, 31, 398, 10300963, 4, 363, 311, 110, 83, 274, 0.761035, 0.726052, 1, 0.689105, 0.476313, 39, 1
191, 1, 446, 10300963, 4, 163, 267, 328, 340, 43, 1, 1, 0.77671, 0.755226, 1, 39, 0
43, 1, 474, 10300964, 4, 390, 370, 201, 163, 267, 1, 0.959525, 0.946147, 0.755258, 0.759523, 39, 0
50, -1, 520, 10300964, 4, 28, 267, 163, 374, 328, 0.967806, 1, 0.971027, 1, 1, 39, 1
110, 61, 398, 10301234, 5, 363, 83, 299, 336, 157, 0.930864, 0.864601, 0.548534, 0.538478, 0.547895, 39, 1
83, 121, 401, 10301235, 5, 45, 188, 274, 299, 363, 0.971434, 0.972762, 1, 1, 1, 39, 0
274, 219, 398, 10301235, 5, 349, 339, 45, 388, 188, 1, 0.798077, 0.971434, 0.608141, 0.972762, 39, 0
328, 1, 612, 10305164, 5, 134, 34, 259, 28, 163, 1, 0.860135, 1, 0.967369, 0.96668, 39, 0
374, 1, 612, 10305164, 5, 134, 34, 259, 28, 163, 1, 0.860135, 1, 0.967369, 0.970587, 39, 0
267, 1, 619, 10305164, 5, 34, 134, 259, 28, 163, 0.860135, 0.970612, 1, 0.967369, 0.970587, 39, 1
163, 1, 645, 10305164, 5, 34, 134, 259, 28, 10000000, 0.752618, 0.862766, 0.970512, 0.967369, 0, 39, 0
163, 1, 645, 10309364, 6, 34, 134, 259, 28, 10000000, 0.752278, 0.862375, 0.970073, 0.966933, 0, 39, 0
259, 19, 598, 10309364, 6, 34, 103, 134, 189, 210, 0.967215, 0.722762, 1, 0.323193, 0.215088, 39, 1
28, 1, 683, 10309364, 6, 259, 134, 34, 10000000, 10000000, 0.862287, 0.646781, 0.429873, 0, 0, 39, 1
83, 121, 401, 10309435, 6, 45, 188, 274, 299, 363, 0.970575, 0.971901, 1, 1, 1, 39, 0
157, 156, 401, 10309435, 6, 188, 205, 274, 299, 363, 0.971901, 1, 1, 1, 1, 39, 0
336, 187, 401, 10309435, 6, 395, 45, 351, 188, 65, 1, 0.970575, 0.769162, 0.971901, 1, 39, 0
363, 201, 412, 10313635, 7, 276, 188, 65, 45, 205, 1, 1, 1, 0.75455, 1, 39, 0
299, 201, 419, 10313635, 7, 188, 65, 113, 45, 205, 1, 1, 0.881164, 0.75455, 1, 39, 1
