source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r
280, 13, -1, 10000000, 1, 286, 738, 702, 11, 8, 1, 1, 0.803245, 1, 1
8, 76, -1, 10000200, 2, 702, 379, 282, 586, 516, 1, 1, 1, 1, 1
516, 187, 1, 10016550, 3, 400, 62, 98, 7, 126, 1, 1, 1, 1, 0.999215
586, 187, 1, 10016550, 3, 835, 488, 782, 673, 62, 1, 0.997698, 1, 1, 1
379, 201, 12, 10016550, 3, 265, 871, 60, 98, 7, 1, 1, 1, 1, 1
702, 201, 12, 10016550, 3, 628, 279, 60, 98, 7, 1, 1, 0.83512, 1, 1
282, 218, -1, 10016551, 3, 493, 429, 62, 7, 415, 1, 1, 0.876534, 1, 0.715949
98, 201, 73, 10017214, 4, 135, 863, 604, 370, 488, 1, 1, 1, 1, 0.997038
7, 276, -1, 10017214, 4, 493, 673, 652, 429, 315, 1, 0.999494, 1, 1, 1
370, 201, 212, 10029414, 5, 23, 135, 27, 13, 162, 1, 0.998756, 0.875767, 0.625667, 1
488, 201, 212, 10029414, 5, 23, 817, 486, 135, 27, 1, 0.752549, 0.750849, 1, 0.875767
604, 201, 212, 10029414, 5, 732, 23, 27, 636, 135, 1, 1, 0.997911, 0.663909, 0.998756
863, 201, 212, 10029414, 5, 23, 13, 27, 135, 854, 1, 0.835828, 1, 1, 0.625439
315, 383, 1, 10033414, 5, 48, 61, 159, 161, 844, 0.998485, 1, 1, 0.88889, 1
493, 401, 12, 10033414, 5, 664, 703, 100, 48, 5, 1, 0.994664, 0.995783, 0.998485, 0.885904
429, 412, -1, 10033414, 5, 204, 48, 161, 5, 409, 0.994168, 0.998485, 1, 0.885904, 0.662696
652, 412, -1, 10033414, 5, 707, 48, 409, 61, 682, 0.991456, 1, 0.800307, 0.854926, 0.778178
135, 201, 241, 10033614, 6, 368, 13, 23, 840, 870, 0.986101, 1, 1, 0.623051, 0.570895
23, 201, 281, 10033614, 6, 340, 368, 854, 13, 817, 1, 0.856455, 0.859006, 1, 0.712204
27, 273, 198, 10033614, 6, 664, 784, 258, 443, 750, 1, 0.998501, 0.854422, 0.800075, 0.796528
48, 401, 73, 10033815, 6, 542, 683, 327, 784, 498, 0.998161, 1, 0.746452, 0.747373, 0.74986
100, 398, 119, 10033816, 6, 41, 327, 784, 703, 443, 1, 1, 1, 1, 1
13, 198, 318, 10034236, 7, 65, 209, 290, 613, 763, 0.997431, 0.997505, 1, 1, 0.997932
854, 198, 387, 10034236, 7, 851, 113, 45, 65, 191, 1, 1, 0.998218, 0.997431, 1
368, 201, 412, 10034236, 7, 45, 65, 191, 113, 568, 0.998218, 0.997431, 1, 0.715153, 0.665471
340, 201, 417, 10034236, 7, 746, 45, 65, 191, 209, 1, 0.998218, 0.997431, 1, 0.997505
209, 201, 443, 10034585, 8, 740, 797, 229, 45, 568, 1, 1, 1, 0.99818, 0.665393
191, 245, 398, 10034585, 8, 720, 772, 171, 834, 45, 1, 0.977058, 1, 0.601289, 0.99818
65, 201, 482, 10034585, 8, 217, 740, 818, 746, 446, 1, 0.99506, 0.986229, 0.889179, 0.746903
746, 198, 587, 10034586, 8, 107, 790, 233, 217, 350, 0.999413, 0.996164, 0.998796, 1, 0.999921
350, 214, 598, 10034974, 9, 324, 107, 748, 20, 233, 0.668343, 0.99937, 0.494629, 0.55417, 0.887781
