source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
326, 8, -1, 10299999, 1, 38, 8, 11, 153, 160, 0.959709, 1, 1, 1, 1, 196, 1
153, 43, -1, 10300200, 2, 266, 270, 8, 38, 150, 1, 1, 1, 0.799771, 0.686528, 196, 0
160, 1, 41, 10300200, 2, 284, 11, 165, 343, 29, 1, 1, 0.7244, 0.603965, 0.604361, 196, 0
8, 79, -1, 10300200, 2, 343, 365, 150, 330, 270, 1, 0.949848, 1, 0.844484, 0.863529, 196, 0
11, 1, 81, 10300200, 2, 379, 346, 284, 165, 29, 1, 1, 0.912955, 0.971217, 0.846106, 196, 1
38, 108, 1, 10300200, 2, 7, 170, 235, 266, 365, 0.969561, 1, 1, 1, 1, 196, 1
365, 212, -1, 10300588, 3, 7, 149, 320, 123, 62, 1, 0.757802, 0.698596, 1, 0.753258, 196, 0
266, 219, -1, 10300588, 3, 62, 7, 170, 149, 98, 0.860867, 1, 1, 0.646767, 0.860721, 196, 0
170, 248, -1, 10300588, 3, 62, 254, 373, 7, 158, 0.966232, 0.770892, 0.6874, 1, 0.411016, 196, 0
7, 280, -1, 10300588, 3, 288, 156, 149, 254, 320, 1, 0.784731, 0.862357, 0.703201, 0.698596, 196, 1
149, 354, 1, 10300912, 4, 5, 158, 156, 48, 373, 1, 1, 1, 0.862885, 1, 196, 0
320, 401, 12, 10300912, 4, 48, 100, 118, 5, 158, 1, 0.845927, 0.646357, 0.968492, 1, 196, 0
288, 420, -1, 10300912, 4, 5, 61, 48, 156, 158, 1, 0.752994, 0.862885, 1, 0.967673, 196, 1
156, 447, -1, 10301326, 5, 5, 298, 338, 200, 61, 1, 0.539719, 0.538488, 0.549352, 0.602874, 196, 0
5, 487, -1, 10301326, 5, 200, 220, 61, 298, 291, 0.961366, 0.824272, 0.949345, 0.726543, 0.638792, 196, 1
61, 515, 1, 10301326, 5, 105, 291, 220, 338, 298, 1, 1, 1, 1, 1, 196, 0
61, 515, 1, 10301584, 6, 105, 291, 220, 338, 298, 1, 1, 1, 1, 1, 196, 0
200, 561, 1, 10301584, 6, 155, 91, 105, 291, 220, 1, 0.862977, 0.971832, 1, 1, 196, 1
298, 580, 1, 10301584, 6, 91, 155, 105, 12, 291, 1, 1, 1, 0.638426, 1, 196, 0
220, 634, -1, 10301585, 6, 225, 315, 155, 105, 91, 0.883889, 0.755166, 0.966834, 0.971831, 0.755105, 196, 0
291, 601, 19, 10301842, 7, 91, 183, 12, 155, 105, 1, 0.645316, 0.687428, 1, 0.971804, 196, 0
