source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
23, 201, 284, 10299999, 1, 193, 305, 386, 311, 366, 0.972978, 0.860479, 0.846358, 0.794832, 0.754256, 333
193, 198, 351, 10300200, 2, 65, 205, 274, 299, 363, 1, 1, 1, 1, 1, 333
305, 198, 387, 10300200, 2, 65, 188, 205, 45, 274, 1, 1, 1, 0.863593, 1, 333
366, 198, 387, 10300200, 2, 65, 188, 205, 45, 274, 1, 1, 1, 0.863593, 1, 333
386, 198, 387, 10300200, 2, 65, 188, 222, 205, 45, 1, 1, 0.770088, 1, 0.863593, 333
363, 201, 412, 10300588, 3, 276, 65, 188, 205, 222, 1, 1, 1, 1, 0.646585, 333
299, 201, 418, 10300588, 3, 113, 65, 188, 205, 45, 0.886258, 1, 1, 1, 0.755613, 333
205, 201, 446, 10300588, 3, 222, 65, 113, 210, 276, 0.75435, 1, 0.794247, 0.303377, 0.242308, 333
65, 201, 485, 10304788, 4, 222, 113, 210, 67, 276, 0.952844, 0.84447, 0.379029, 0.324153, 0.275272, 333
113, 198, 532, 10304788, 4, 67, 210, 276, 222, 107, 0.972458, 0.968372, 1, 1, 0.6449, 333
222, 198, 564, 10304788, 4, 67, 210, 276, 107, 10, 0.972458, 1, 1, 0.752384, 0.550303, 333
276, 201, 618, 10304789, 4, 107, 10, 67, 210, 295, 0.96735, 0.955177, 0.972458, 1, 0.413489, 333
276, 201, 618, 10305190, 5, 107, 10, 67, 210, 295, 0.967309, 0.955117, 0.972416, 1, 0.413466, 333
210, 201, 645, 10305190, 5, 324, 67, 107, 10, 295, 1, 1, 0.85983, 0.604279, 0.483779, 333
67, 201, 691, 10305190, 5, 295, 324, 190, 178, 55, 0.964754, 0.822934, 0.701993, 0.687737, 0.550033, 333
10, 198, 712, 10305190, 5, 190, 246, 324, 55, 295, 1, 1, 1, 0.861237, 1, 333
178, 198, 757, 10305617, 6, 59, 55, 190, 271, 136, 1, 1, 1, 0.968893, 0.86073, 333
295, 198, 780, 10305617, 6, 136, 271, 55, 190, 3, 0.968322, 1, 1, 1, 0.753285, 333
324, 201, 812, 10305617, 6, 3, 136, 271, 55, 59, 0.968509, 1, 1, 1, 0.826214, 333
190, 201, 845, 10305617, 6, 3, 136, 172, 271, 55, 0.753285, 0.86073, 0.862527, 1, 1, 333
271, 220, 798, 10306044, 7, 352, 3, 227, 95, 136, 0.912538, 0.968465, 0.68907, 0.725691, 1, 333
190, 201, 845, 10306044, 7, 3, 136, 172, 271, 55, 0.753251, 0.860691, 0.862487, 1, 1, 333
55, 201, 880, 10306044, 7, 59, 296, 172, 3, 10000000, 0.846773, 0.64594, 0.605065, 0.538036, 0, 333
136, 247, 798, 10310244, 8, 227, 304, 215, 95, 3, 0.701527, 0.68512, 0.685397, 0.755761, 0.968027, 333
3, 275, 798, 10310244, 8, 352, 304, 227, 215, 95, 0.755231, 0.725461, 0.726046, 0.754644, 0.84621, 333
95, 318, 801, 10310245, 8, 82, 181, 292, 352, 304, 1, 1, 1, 1, 1, 333
227, 381, 801, 10310245, 8, 387, 309, 82, 181, 141, 1, 0.874095, 1, 1, 0.703887, 333
352, 387, 801, 10310245, 8, 33, 360, 141, 82, 181, 1, 0.881239, 0.872539, 1, 1, 333
181, 444, 798, 10310555, 9, 240, 387, 358, 33, 257, 1, 0.825604, 0.755452, 0.860733, 0.75189, 333
82, 484, 798, 10310555, 9, 317, 358, 384, 33, 240, 0.951001, 0.823229, 0.754114, 0.954427, 0.687834, 333
33, 520, 801, 10310555, 9, 6, 194, 240, 337, 387, 1, 1, 1, 0.9696, 1, 333
360, 598, 787, 10310556, 9, 6, 109, 194, 112, 240, 0.971691, 1, 1, 1, 1, 333
387, 587, 801, 10310891, 10, 194, 6, 112, 240, 337, 1, 0.863694, 0.967396, 1, 0.969565, 333
337, 612, 798, 10310892, 10, 6, 194, 112, 301, 240, 1, 1, 1, 0.411061, 1, 333
240, 618, 798, 10310892, 10, 223, 6, 194, 211, 301, 1, 1, 1, 0.464043, 0.362128, 333
194, 646, 798, 10310892, 10, 6, 223, 301, 133, 211, 1, 0.362544, 0.362128, 0.317803, 0.232022, 333
6, 685, 798, 10310892, 10, 301, 211, 223, 248, 133, 0.945602, 0.909307, 0.550783, 0.53721, 0.189312, 333
301, 812, 798, 10311293, 11, 57, 133, 69, 211, 196, 1, 1, 0.859314, 1, 0.6477, 333
223, 822, 798, 10311293, 11, 196, 307, 57, 51, 329, 1, 0.882381, 1, 0.754521, 0.687299, 333
211, 849, 798, 10311293, 11, 57, 252, 329, 196, 355, 1, 0.752908, 0.646524, 0.6477, 0.604, 333
211, 849, 798, 10311655, 12, 57, 252, 329, 196, 355, 1, 0.752879, 0.646498, 0.647674, 0.603974, 333
133, 801, 846, 10311655, 12, 74, 69, 10000000, 10000000, 10000000, 0.723428, 0.859281, 0, 0, 0, 333
57, 889, 798, 10311655, 12, 355, 307, 329, 196, 51, 1, 1, 0.861998, 0.75562, 0.686387, 333
196, 956, 801, 10311656, 12, 203, 63, 226, 355, 307, 1, 0.861761, 1, 1, 1, 333
51, 920, 801, 10311927, 13, 226, 355, 307, 203, 63, 1, 1, 1, 0.860127, 0.754019, 333
196, 956, 801, 10311927, 13, 203, 63, 226, 355, 307, 1, 0.861736, 1, 1, 1, 333
307, 1001, 812, 10311927, 13, 321, 63, 375, 333, 101, 0.912294, 1, 0.758634, 0.699959, 0.752074, 333
