source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
217, 45, 198, 10299999, 1, 130, 408, 243, 56, 253, 0.862474, 0.754797, 0.705326, 1, 0.636077, 152
56, 82, 198, 10300200, 2, 253, 243, 160, 130, 408, 0.872429, 0.844692, 0.760084, 0.754648, 0.646955, 152
130, 159, 201, 10300200, 2, 198, 27, 160, 133, 313, 1, 1, 1, 1, 1, 152
243, 181, 201, 10300200, 2, 332, 27, 346, 23, 160, 1, 1, 0.785449, 0.968351, 1, 152
313, 218, 198, 10300536, 3, 322, 246, 198, 71, 454, 1, 0.934663, 0.848161, 0.86226, 0.758185, 152
133, 201, 244, 10300536, 3, 458, 486, 481, 23, 194, 0.84395, 0.754551, 0.699096, 0.968316, 0.648406, 152
160, 242, 198, 10300536, 3, 198, 454, 439, 71, 332, 1, 0.931906, 0.88078, 0.959324, 0.723095, 152
27, 277, 198, 10300536, 3, 428, 322, 198, 332, 71, 1, 0.934395, 1, 0.916352, 0.954498, 152
71, 323, 201, 10304736, 4, 117, 226, 485, 389, 322, 1, 1, 1, 1, 1, 152
198, 356, 201, 10304737, 4, 88, 117, 118, 226, 485, 0.970631, 1, 1, 1, 1, 152
332, 387, 201, 10304737, 4, 438, 41, 88, 384, 118, 1, 1, 0.970631, 0.796127, 1, 152
428, 387, 201, 10304737, 4, 218, 384, 41, 88, 117, 1, 0.870892, 1, 0.970631, 1, 152
322, 412, 198, 10304737, 4, 334, 244, 49, 88, 41, 1, 0.96886, 0.972394, 1, 1, 152
117, 450, 198, 10305099, 5, 88, 334, 420, 123, 138, 0.970594, 0.63658, 0.636365, 0.647734, 0.441365, 152
41, 401, 287, 10305099, 5, 218, 391, 104, 324, 438, 0.937054, 0.964868, 0.787291, 0.861562, 0.79086, 152
23, 201, 285, 10312736, 4, 234, 333, 403, 481, 206, 1, 0.916779, 0.911923, 0.905719, 0.781677, 152
194, 198, 351, 10312736, 4, 206, 316, 278, 223, 472, 0.971099, 1, 0.968064, 0.789607, 1, 152
458, 198, 387, 10312737, 4, 223, 45, 113, 189, 65, 1, 0.967331, 1, 0.966472, 0.967358, 152
486, 198, 387, 10312737, 4, 45, 189, 206, 278, 65, 0.967331, 0.966472, 1, 1, 0.859874, 152
189, 248, 398, 10313151, 5, 480, 356, 45, 18, 282, 0.962478, 0.755655, 0.967288, 0.754973, 0.550277, 152
65, 201, 486, 10313151, 5, 280, 223, 319, 113, 67, 0.93617, 0.862449, 0.644602, 0.539728, 0.379535, 152
