source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r
275, 198, 181, 10000000, 1, 27, 162, 135, 321, 261, 1, 1, 1, 1, 1
321, 216, 198, 10000200, 2, 27, 200, 349, 23, 531, 1, 0.715031, 0.62868, 0.891034, 0.572532
261, 201, 217, 10000200, 2, 328, 27, 196, 522, 23, 1, 1, 0.778676, 0.5716, 0.779655
162, 239, 198, 10000200, 2, 493, 512, 465, 27, 531, 1, 0.803101, 0.628031, 1, 0.50225
135, 201, 241, 10000200, 2, 328, 587, 242, 196, 547, 1, 1, 1, 1, 0.670308
27, 272, 198, 10004400, 3, 512, 549, 531, 349, 465, 0.891651, 0.862697, 0.780953, 0.749572, 0.718029
465, 387, 201, 10004400, 3, 125, 41, 117, 88, 118, 0.999792, 0.892823, 1, 0.888678, 0.89055
512, 387, 201, 10004400, 3, 49, 41, 117, 88, 118, 1, 0.892823, 1, 0.888678, 0.89055
531, 387, 201, 10004400, 3, 252, 41, 118, 117, 88, 1, 0.892823, 1, 1, 0.888678
118, 401, 242, 10008600, 4, 329, 340, 41, 427, 489, 1, 0.749594, 1, 0.375334, 0.337656
41, 401, 284, 10008600, 4, 104, 116, 329, 340, 221, 1, 0.838367, 0.573923, 0.573372, 0.504853
118, 401, 242, 10012600, 4, 329, 340, 41, 427, 489, 1, 0.74922, 1, 0.375147, 0.3372
117, 446, 198, 10012600, 4, 299, 405, 88, 351, 49, 1, 0.999192, 1, 0.670522, 0.715248
88, 491, 198, 10012600, 4, 252, 49, 125, 457, 299, 1, 1, 0.71798, 0.667704, 0.57178
116, 398, 352, 10012953, 5, 104, 221, 291, 498, 377, 1, 1, 1, 1, 1
340, 398, 387, 10012953, 5, 115, 24, 169, 104, 291, 1, 1, 0.892244, 0.888245, 1
329, 401, 414, 10012953, 5, 24, 115, 104, 169, 227, 1, 0.779385, 0.999276, 1, 0.627895
104, 401, 464, 10012953, 5, 115, 79, 334, 423, 227, 0.668044, 0.3995, 0.334538, 0.286866, 0.28575
115, 398, 536, 10013263, 6, 79, 484, 157, 320, 408, 0.999388, 1, 0.999672, 0.890833, 0.891785
227, 398, 570, 10013263, 6, 165, 79, 408, 157, 96, 1, 0.999776, 1, 1, 0.779542
334, 398, 586, 10013264, 6, 228, 165, 96, 79, 408, 1, 1, 0.890905, 0.999388, 1
423, 398, 587, 10013264, 6, 96, 165, 484, 408, 157, 1, 1, 1, 1, 0.999671
79, 401, 676, 10013264, 6, 304, 108, 228, 487, 96, 1, 1, 0.835059, 0.752384, 0.668179
408, 412, 598, 10013535, 7, 96, 16, 176, 165, 79, 1, 0.716869, 0.604056, 1, 0.888318
484, 412, 598, 10013535, 7, 96, 165, 398, 16, 318, 1, 1, 0.496932, 0.556332, 0.500756
157, 401, 635, 10013535, 7, 96, 165, 79, 413, 336, 0.890878, 1, 0.999358, 0.663725, 0.673576
79, 401, 676, 10013535, 7, 304, 108, 228, 487, 96, 1, 1, 0.835021, 0.752333, 0.668158
108, 398, 732, 10013962, 8, 316, 409, 487, 304, 180, 1, 0.999481, 1, 1, 1
228, 398, 768, 10013962, 8, 316, 82, 409, 184, 487, 1, 0.77892, 1, 0.779799, 1
487, 401, 812, 10013962, 8, 82, 316, 184, 409, 10000000, 1, 1, 0.779799, 0.999481, 0
377, 412, 398, 10017153, 6, 24, 169, 513, 123, 104, 1, 1, 0.572036, 0.500164, 0.887831
498, 412, 398, 10017153, 6, 24, 468, 169, 53, 104, 1, 0.626687, 1, 0.624338, 0.887831
291, 417, 398, 10017153, 6, 395, 24, 53, 513, 468, 0.778535, 1, 0.749206, 0.599696, 0.498736
221, 401, 429, 10017153, 6, 104, 24, 334, 423, 169, 1, 0.890442, 0.668762, 0.5575, 1
104, 401, 464, 10017153, 6, 115, 79, 334, 423, 227, 0.667732, 0.399165, 0.334381, 0.286693, 0.285579
115, 398, 536, 10017515, 7, 79, 484, 157, 320, 408, 0.998917, 1, 0.9992, 0.890411, 0.891363
227, 398, 570, 10017515, 7, 165, 79, 408, 157, 96, 1, 0.999245, 1, 0.999679, 0.779173
334, 398, 586, 10017516, 7, 228, 165, 96, 79, 408, 0.999439, 1, 0.890483, 0.998916, 1
423, 398, 587, 10017516, 7, 96, 165, 484, 408, 157, 1, 1, 1, 1, 0.9992
165, 444, 598, 10017735, 8, 486, 16, 176, 96, 318, 1, 0.801553, 0.668092, 1, 0.625616
96, 480, 598, 10017735, 8, 407, 318, 176, 398, 312, 1, 0.999329, 1, 0.755997, 0.668851
16, 513, 601, 10017735, 8, 84, 285, 398, 467, 370, 1, 0.998361, 0.999412, 1, 1
