source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
3, 60, 0, 10299999, 1, 11, 9, 8, 7, 10, 0.96545, 1, 0.968869, 1, 0.843906, 249
7, 140, 0, 10300200, 2, 13, 12, 11, 351, 350, 1, 0.970486, 1, 0.972262, 1, 249
8, 160, 0, 10300200, 2, 14, 13, 12, 352, 11, 1, 1, 1, 0.968197, 1, 249
9, 180, 0, 10300200, 2, 354, 13, 353, 15, 352, 1, 1, 0.969622, 0.861613, 1, 249
10, 200, 0, 10300200, 2, 16, 15, 14, 354, 353, 1, 0.969314, 1, 0.969901, 1, 249
11, 220, 0, 10300200, 2, 400, 17, 15, 18, 14, 1, 0.971735, 0.969314, 0.848209, 1, 249
14, 280, 0, 10300640, 3, 22, 21, 20, 19, 18, 0.95453, 0.972293, 0.966648, 0.971432, 1, 249
15, 300, 0, 10300640, 3, 21, 400, 20, 19, 22, 1, 1, 1, 1, 0.861348, 249
17, 340, 0, 10300640, 3, 401, 21, 23, 400, 20, 1, 0.972293, 0.863606, 1, 1, 249
18, 360, 0, 10300640, 3, 68, 24, 402, 28, 25, 1, 0.972336, 0.968385, 0.787845, 0.844937, 249
20, 400, 0, 10304841, 4, 30, 407, 405, 404, 25, 1, 0.970407, 0.970693, 1, 0.967908, 249
400, 400, 0, 10304841, 4, 404, 26, 25, 407, 403, 1, 0.97244, 1, 0.82389, 1, 249
401, 400, 20, 10304841, 4, 407, 406, 405, 404, 403, 0.970407, 0.970154, 0.970693, 1, 1, 249
21, 420, 0, 10304841, 4, 28, 27, 25, 24, 26, 1, 0.970534, 1, 1, 0.864391, 249
23, 460, 0, 10304841, 4, 28, 27, 26, 30, 25, 1, 1, 1, 0.753983, 1, 249
403, 400, 60, 10305190, 5, 410, 408, 407, 70, 409, 1, 0.970991, 1, 0.862167, 0.860892, 249
404, 400, 80, 10305190, 5, 70, 411, 409, 408, 410, 1, 0.961765, 1, 1, 0.86132, 249
405, 400, 100, 10305190, 5, 411, 410, 70, 409, 408, 1, 1, 1, 1, 1, 249
406, 400, 120, 10305190, 5, 412, 411, 410, 70, 415, 0.972402, 1, 1, 1, 0.794309, 249
407, 400, 140, 10305190, 5, 414, 413, 412, 411, 410, 0.969969, 1, 0.972402, 0.969057, 1, 249
410, 400, 200, 10305630, 6, 420, 75, 414, 77, 74, 1, 0.970482, 1, 0.861074, 0.967317, 249
411, 400, 220, 10305630, 6, 417, 416, 415, 414, 413, 0.968419, 0.972135, 1, 1, 1, 249
412, 400, 240, 10305630, 6, 416, 417, 415, 420, 414, 0.972135, 0.860817, 0.968728, 0.755524, 1, 249
413, 400, 260, 10305630, 6, 422, 418, 120, 417, 421, 1, 1, 0.862927, 0.968419, 0.823794, 249
414, 400, 280, 10305631, 6, 420, 120, 419, 417, 421, 0.971388, 0.970792, 1, 1, 0.75295, 249
417, 400, 340, 10305928, 7, 423, 422, 421, 424, 120, 1, 0.971633, 1, 0.859701, 1, 249
419, 400, 380, 10305928, 7, 427, 423, 425, 422, 424, 0.971819, 1, 0.861817, 1, 0.859701, 249
420, 400, 400, 10305928, 7, 125, 124, 425, 126, 123, 1, 1, 1, 0.844108, 1, 249
123, 460, 400, 10306368, 8, 128, 127, 126, 470, 130, 0.969443, 0.967352, 1, 0.753563, 0.75354, 249
124, 480, 400, 10306368, 8, 129, 128, 470, 127, 126, 0.968085, 1, 0.861215, 0.967352, 1, 249
125, 500, 400, 10306368, 8, 136, 132, 131, 470, 130, 0.907777, 0.967784, 1, 0.968867, 0.968837, 249
425, 400, 500, 10306368, 8, 431, 170, 429, 432, 428, 1, 1, 1, 0.862339, 1, 249
126, 520, 400, 10306368, 8, 132, 471, 470, 130, 129, 1, 1, 1, 0.968837, 1, 249
130, 600, 400, 10306692, 9, 480, 475, 136, 135, 134, 1, 1, 0.970451, 1, 1, 249
470, 600, 400, 10306692, 9, 476, 475, 478, 134, 474, 1, 1, 0.860572, 1, 0.970266, 249
131, 620, 400, 10306692, 9, 138, 135, 142, 134, 139, 0.969379, 0.971305, 0.769675, 1, 0.758424, 249
132, 640, 400, 10306692, 9, 142, 137, 135, 136, 134, 1, 0.970641, 1, 0.862623, 1, 249
134, 680, 400, 10310892, 10, 139, 138, 141, 137, 136, 0.971793, 1, 0.862273, 1, 1, 249
135, 700, 400, 10310892, 10, 143, 141, 140, 139, 142, 0.971694, 0.962384, 0.969452, 0.971793, 0.859571, 249
136, 720, 400, 10310892, 10, 521, 142, 141, 140, 520, 1, 0.967018, 1, 0.969452, 0.969176, 249
137, 740, 400, 10310892, 10, 521, 142, 141, 144, 140, 1, 1, 1, 0.860323, 1, 249
25, 500, 0, 10313041, 5, 36, 32, 31, 450, 30, 1, 1, 0.96887, 1, 0.968551, 249
26, 520, 0, 10313041, 5, 451, 31, 450, 30, 32, 0.96802, 1, 1, 1, 0.859238, 249
27, 540, 0, 10313041, 5, 37, 451, 33, 31, 450, 1, 1, 0.968241, 0.96887, 1, 249
28, 560, 0, 10313041, 5, 452, 34, 33, 451, 32, 0.969134, 0.971438, 1, 1, 1, 249
30, 600, 0, 10313041, 5, 455, 36, 458, 452, 456, 0.963345, 1, 0.725776, 1, 0.755252, 249
451, 600, 20, 10313390, 6, 80, 456, 455, 453, 454, 1, 0.971001, 1, 1, 0.859095, 249
452, 600, 40, 10313390, 6, 458, 457, 456, 455, 459, 0.966744, 0.966574, 0.971001, 1, 0.754052, 249
32, 640, 0, 10313390, 6, 38, 37, 36, 34, 35, 0.968176, 0.969317, 1, 1, 0.862468, 249
33, 660, 0, 10313390, 6, 40, 39, 38, 37, 500, 1, 0.970599, 0.968176, 0.969317, 0.85935, 249
34, 680, 0, 10313391, 6, 41, 39, 38, 37, 40, 0.970471, 0.970599, 0.968176, 1, 0.86067, 249
455, 600, 100, 10313675, 7, 461, 80, 459, 458, 460, 0.969441, 0.97082, 1, 1, 0.86178, 249
456, 600, 120, 10313675, 7, 461, 463, 80, 462, 459, 0.969441, 0.858984, 0.97082, 0.862659, 1, 249
457, 600, 140, 10313675, 7, 463, 462, 461, 80, 460, 1, 0.970491, 1, 1, 0.969503, 249
