source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
180, 198, 153, 10299999, 1, 23, 126, 226, 267, 153, 0.969551, 1, 1, 1, 0.861449, 69, 1
267, 201, 212, 10300200, 2, 23, 27, 13, 174, 265, 0.96953, 0.971196, 0.698513, 0.637852, 0.566575, 69, 0
226, 201, 218, 10300200, 2, 174, 23, 27, 126, 13, 0.84559, 1, 0.971196, 1, 0.64624, 69, 0
126, 201, 244, 10300200, 2, 265, 259, 174, 13, 23, 1, 0.967598, 1, 0.797069, 0.96953, 69, 0
23, 201, 284, 10300200, 2, 174, 265, 186, 13, 259, 0.956778, 0.702813, 0.569046, 0.753947, 0.604749, 69, 1
13, 198, 315, 10300458, 3, 65, 186, 254, 265, 259, 1, 1, 1, 1, 1, 69, 0
174, 198, 351, 10300458, 3, 65, 186, 254, 265, 251, 1, 1, 1, 1, 0.972907, 69, 1
259, 198, 387, 10300458, 3, 65, 45, 172, 186, 251, 1, 0.971847, 1, 1, 1, 69, 0
265, 201, 412, 10300458, 3, 65, 172, 186, 45, 251, 1, 1, 1, 0.863864, 1, 69, 0
265, 201, 412, 10300781, 4, 65, 172, 186, 45, 251, 1, 1, 1, 0.863834, 1, 69, 0
254, 201, 418, 10300781, 4, 65, 172, 45, 186, 191, 1, 1, 0.863834, 1, 0.323732, 69, 0
186, 201, 446, 10300781, 4, 65, 191, 45, 10000000, 10000000, 0.968197, 0.27485, 0.755855, 0, 0, 69, 0
65, 201, 485, 10300782, 4, 191, 67, 10000000, 10000000, 10000000, 0.568332, 0.323983, 0, 0, 0, 69, 1
191, 201, 646, 10301170, 5, 279, 67, 10, 107, 223, 0.783797, 1, 0.604426, 0.755451, 0.478846, 69, 1
67, 201, 690, 10301170, 5, 279, 223, 10, 173, 55, 0.944595, 0.877989, 0.863502, 0.430333, 0.323685, 69, 0
67, 201, 690, 10301519, 6, 279, 223, 10, 173, 55, 0.944533, 0.877854, 0.86347, 0.430317, 0.323673, 69, 0
10, 198, 713, 10301519, 6, 55, 173, 223, 279, 248, 1, 1, 1, 1, 0.862101, 69, 0
10, 198, 713, 10305719, 7, 55, 173, 223, 279, 248, 1, 1, 1, 1, 0.861711, 69, 0
279, 201, 812, 10305720, 7, 3, 130, 248, 55, 173, 1, 1, 1, 1, 1, 69, 1
55, 201, 880, 10305720, 7, 3, 130, 248, 10000000, 10000000, 0.64672, 0.75354, 0.861711, 0, 0, 69, 0
248, 220, 798, 10306147, 8, 288, 196, 3, 95, 130, 0.945544, 0.95412, 1, 0.797688, 1, 69, 0
173, 201, 845, 10306147, 8, 3, 130, 248, 55, 10000000, 0.754472, 0.861149, 0.969381, 1, 0, 69, 0
130, 248, 798, 10306147, 8, 258, 196, 3, 288, 95, 0.955823, 0.948211, 1, 0.605402, 0.539129, 69, 0
55, 201, 880, 10306147, 8, 3, 130, 248, 10000000, 10000000, 0.64669, 0.753505, 0.861672, 0, 0, 69, 0
3, 275, 798, 10306147, 8, 196, 288, 258, 204, 95, 0.933342, 0.862096, 0.796519, 0.645061, 0.646955, 69, 1
95, 318, 801, 10306457, 9, 82, 288, 258, 204, 196, 0.968908, 1, 1, 1, 1, 69, 0
196, 354, 801, 10306457, 9, 82, 288, 258, 31, 204, 1, 1, 1, 0.863183, 1, 69, 1
204, 381, 801, 10306457, 9, 82, 31, 135, 52, 234, 1, 1, 0.607489, 0.911317, 0.479158, 69, 0
258, 387, 801, 10306457, 9, 82, 135, 31, 33, 234, 1, 0.792883, 1, 0.476733, 0.412148, 69, 0
288, 387, 801, 10306457, 9, 82, 135, 31, 52, 163, 1, 0.844541, 1, 0.939494, 1, 69, 0
204, 381, 801, 10306884, 10, 82, 31, 135, 52, 234, 1, 1, 0.60741, 0.911199, 0.479125, 69, 0
258, 387, 801, 10306884, 10, 82, 135, 31, 33, 234, 1, 0.792829, 1, 0.476701, 0.412124, 69, 0
288, 387, 801, 10306884, 10, 82, 135, 31, 52, 163, 1, 0.844497, 1, 0.9394, 1, 69, 0
82, 483, 798, 10306885, 10, 135, 294, 271, 234, 33, 0.822818, 0.72455, 0.724196, 0.686873, 0.645971, 69, 1
33, 520, 801, 10307299, 11, 6, 175, 217, 294, 271, 1, 0.969632, 1, 1, 1, 69, 0
135, 551, 801, 10307299, 11, 6, 175, 217, 296, 263, 1, 1, 1, 1, 1, 69, 1
234, 579, 801, 10307299, 11, 6, 175, 217, 296, 263, 1, 0.969632, 1, 1, 1, 69, 0
271, 587, 801, 10307299, 11, 6, 175, 217, 192, 296, 0.970028, 1, 1, 0.437998, 1, 69, 0
294, 587, 801, 10307299, 11, 6, 175, 217, 296, 263, 1, 1, 1, 1, 1, 69, 0
263, 598, 787, 10307596, 12, 6, 175, 217, 109, 225, 1, 1, 1, 0.63831, 0.137168, 69, 0
296, 598, 787, 10307596, 12, 6, 175, 217, 109, 225, 1, 1, 0.971769, 0.537444, 0.10779, 69, 0
217, 619, 798, 10307596, 12, 6, 225, 175, 192, 272, 1, 0.646741, 1, 0.305251, 0.137143, 69, 0
175, 648, 798, 10307596, 12, 200, 6, 225, 272, 127, 1, 1, 0.466256, 0.362524, 0.189908, 69, 0
6, 685, 798, 10307596, 12, 272, 200, 225, 192, 127, 0.754885, 0.637001, 0.538951, 0.538361, 0.362698, 69, 1
272, 812, 798, 10307998, 13, 69, 127, 225, 10000000, 10000000, 0.968808, 1, 1, 0, 0, 69, 1
192, 850, 798, 10307998, 13, 225, 127, 272, 200, 69, 0.97007, 0.862783, 1, 1, 0.645872, 69, 0
225, 801, 821, 10308399, 14, 69, 127, 10000000, 10000000, 10000000, 1, 0.970589, 0, 0, 0, 69, 0
127, 801, 846, 10308399, 14, 69, 10000000, 10000000, 10000000, 10000000, 1, 0, 0, 0, 0, 69, 1
