source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
23, 201, 284, 10299999, 1, 234, 333, 403, 481, 206, 1, 0.920361, 0.915468, 0.909216, 0.789538, 1, 1
234, 198, 379, 10300200, 2, 206, 65, 45, 316, 278, 0.972415, 0.861034, 0.86101, 1, 1, 1, 1
333, 201, 412, 10300200, 2, 113, 65, 189, 206, 45, 0.915977, 0.968663, 0.967775, 1, 0.86101, 1, 0
403, 201, 412, 10300200, 2, 45, 65, 189, 223, 206, 0.968636, 0.861034, 0.967775, 0.686025, 1, 1, 0
481, 201, 412, 10300200, 2, 65, 189, 206, 45, 223, 0.968663, 0.967775, 0.972415, 0.86101, 0.54882, 1, 0
206, 201, 446, 10300200, 2, 280, 319, 211, 65, 113, 1, 1, 0.698107, 1, 0.540484, 1, 0
278, 219, 398, 10300627, 3, 412, 45, 18, 189, 282, 0.887395, 0.968591, 0.755995, 1, 0.551227, 1, 1
316, 201, 418, 10300627, 3, 113, 65, 206, 45, 189, 0.794504, 0.860994, 1, 0.86097, 0.860205, 1, 0
206, 201, 446, 10300627, 3, 280, 319, 211, 65, 113, 1, 1, 0.698038, 1, 0.540459, 1, 1
65, 201, 485, 10300627, 3, 280, 223, 319, 113, 67, 0.938922, 0.863615, 0.645471, 0.540459, 0.38044, 1, 0
65, 201, 485, 10301080, 4, 280, 223, 319, 113, 67, 0.938823, 0.863573, 0.645439, 0.540433, 0.380407, 1, 0
113, 198, 532, 10301080, 4, 10, 211, 280, 67, 319, 1, 0.968628, 1, 0.864403, 0.968159, 1, 0
319, 198, 584, 10301080, 4, 107, 67, 211, 280, 10, 0.968581, 1, 0.968628, 1, 0.57008, 1, 1
280, 201, 618, 10305281, 5, 299, 107, 179, 67, 211, 0.930245, 0.968144, 0.844738, 0.972012, 1, 1, 0
211, 201, 645, 10305281, 5, 67, 433, 10, 376, 299, 1, 0.722807, 0.687173, 0.549067, 0.538636, 1, 1
10, 198, 712, 10305281, 5, 55, 250, 191, 345, 433, 0.9695, 1, 0.970339, 1, 1, 1, 0
67, 201, 691, 10313481, 6, 191, 250, 345, 55, 433, 1, 0.942822, 0.869609, 0.686182, 0.755536, 1, 1
10, 198, 712, 10313481, 6, 55, 250, 191, 345, 433, 0.968644, 1, 0.969482, 1, 1, 1, 0
