source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
132, 201, 244, 10299999, 1, 23, 366, 13, 229, 305, 1, 0.646505, 0.756759, 0.566753, 0.549684, 171
23, 201, 284, 10300200, 2, 193, 305, 386, 311, 366, 0.972957, 0.86046, 0.846337, 0.794807, 0.75424, 171
13, 198, 315, 10300200, 2, 205, 299, 363, 311, 65, 1, 1, 1, 1, 0.860406, 171
305, 198, 387, 10300200, 2, 65, 188, 45, 205, 274, 1, 1, 0.863593, 1, 1, 171
366, 198, 387, 10300200, 2, 65, 188, 45, 205, 274, 1, 1, 0.863593, 1, 1, 171
193, 198, 351, 10300510, 3, 65, 205, 274, 299, 363, 1, 1, 1, 1, 1, 171
305, 198, 387, 10300510, 3, 65, 188, 45, 205, 274, 1, 1, 0.863565, 1, 1, 171
366, 198, 387, 10300510, 3, 65, 188, 45, 205, 274, 1, 1, 0.863565, 1, 1, 171
386, 198, 387, 10300510, 3, 65, 188, 45, 205, 222, 1, 1, 0.863565, 1, 0.769904, 171
311, 201, 412, 10300510, 3, 65, 188, 45, 205, 274, 1, 1, 0.863565, 1, 1, 171
363, 201, 412, 10300898, 4, 276, 65, 188, 205, 45, 1, 1, 1, 1, 0.755587, 171
299, 201, 418, 10300898, 4, 113, 65, 188, 205, 45, 0.886137, 1, 1, 1, 0.755587, 171
205, 201, 446, 10300898, 4, 65, 222, 113, 210, 276, 1, 0.754324, 0.794208, 0.303349, 0.242299, 171
65, 201, 485, 10300898, 4, 222, 113, 210, 67, 276, 0.953433, 0.844867, 0.379308, 0.324289, 0.275419, 171
113, 198, 532, 10301208, 5, 67, 210, 276, 222, 107, 0.972834, 0.968745, 1, 1, 0.645148, 171
222, 198, 564, 10301209, 5, 67, 210, 276, 107, 10, 0.972834, 1, 1, 0.752673, 0.550574, 171
276, 201, 618, 10301209, 5, 107, 67, 10, 210, 295, 0.967723, 0.972834, 0.955722, 1, 0.413693, 171
276, 201, 618, 10301610, 6, 107, 67, 10, 210, 295, 0.967681, 0.972792, 0.955661, 1, 0.41367, 171
210, 201, 645, 10301610, 6, 107, 324, 67, 10, 295, 0.860161, 1, 1, 0.60454, 0.483988, 171
67, 201, 691, 10301610, 6, 324, 295, 178, 246, 190, 0.823338, 0.96523, 0.688075, 0.549998, 0.702581, 171
178, 198, 757, 10302037, 7, 136, 271, 3, 324, 246, 0.861062, 0.969266, 0.645922, 1, 1, 171
295, 198, 780, 10302037, 7, 136, 271, 3, 324, 246, 0.968695, 1, 0.753575, 1, 1, 171
324, 201, 812, 10302037, 7, 3, 136, 271, 10000000, 10000000, 0.968883, 1, 1, 0, 0, 171
