source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
235, 201, 18, 10299999, 1, 98, 344, 7, 123, 60, 1, 0.756625, 0.969582, 1, 0.68633, 101, 1
123, 201, 49, 10300200, 2, 368, 344, 98, 60, 199, 0.796134, 0.798676, 0.968351, 0.686311, 0.53951, 101, 0
98, 201, 76, 10300200, 2, 263, 249, 344, 60, 199, 1, 0.761795, 0.756609, 0.952404, 0.686961, 101, 1
60, 198, 105, 10300200, 2, 23, 132, 249, 368, 313, 1, 1, 1, 1, 0.970643, 101, 0
344, 198, 187, 10300200, 2, 13, 23, 27, 132, 159, 1, 0.972261, 0.97265, 1, 0.970293, 101, 0
60, 198, 105, 10300653, 3, 23, 132, 249, 368, 313, 1, 1, 1, 1, 0.970596, 101, 0
199, 198, 153, 10300653, 3, 23, 132, 249, 13, 368, 1, 1, 1, 0.796708, 1, 101, 0
263, 198, 179, 10300653, 3, 23, 132, 27, 249, 368, 0.972214, 1, 0.864535, 1, 1, 101, 1
344, 198, 187, 10300653, 3, 13, 23, 27, 132, 159, 1, 0.972214, 0.972602, 1, 0.970245, 101, 0
249, 201, 218, 10300653, 3, 13, 23, 193, 132, 366, 0.945832, 0.972214, 0.648606, 1, 0.603217, 101, 0
368, 201, 212, 10300989, 4, 399, 23, 13, 132, 386, 0.845005, 0.972179, 0.82295, 1, 0.646542, 101, 0
249, 201, 218, 10300989, 4, 13, 23, 193, 132, 366, 0.945772, 0.972179, 0.648583, 1, 0.603192, 101, 0
132, 201, 244, 10300989, 4, 23, 366, 13, 229, 305, 1, 0.646436, 0.756618, 0.566647, 0.54961, 101, 0
23, 201, 284, 10300989, 4, 193, 305, 311, 386, 366, 0.972874, 0.860387, 0.794707, 0.846256, 0.754176, 101, 1
193, 198, 351, 10301300, 5, 65, 205, 274, 299, 363, 1, 1, 1, 1, 1, 101, 1
305, 198, 387, 10301300, 5, 65, 188, 45, 205, 274, 1, 1, 0.863491, 1, 1, 101, 0
366, 198, 387, 10301300, 5, 65, 188, 45, 205, 274, 1, 1, 0.863491, 1, 1, 101, 0
386, 198, 387, 10301300, 5, 65, 188, 45, 205, 222, 1, 1, 0.863491, 1, 0.769436, 101, 0
363, 201, 412, 10301688, 6, 276, 65, 188, 205, 222, 1, 1, 1, 1, 0.646509, 101, 0
299, 201, 418, 10301688, 6, 113, 65, 188, 205, 45, 0.885827, 1, 1, 1, 0.755523, 101, 0
205, 201, 446, 10301688, 6, 222, 65, 113, 210, 276, 0.75426, 1, 0.794108, 0.303276, 0.242275, 101, 0
65, 201, 485, 10301688, 6, 222, 113, 210, 67, 276, 0.953314, 0.844786, 0.379252, 0.324261, 0.275389, 101, 1
113, 198, 532, 10301998, 7, 67, 210, 276, 222, 107, 0.972751, 0.968662, 1, 1, 0.645094, 101, 0
222, 198, 564, 10301998, 7, 67, 210, 276, 107, 10, 0.972751, 1, 1, 0.752609, 0.550514, 101, 1
276, 201, 618, 10301998, 7, 107, 10, 67, 210, 295, 0.96764, 0.955602, 0.972751, 1, 0.413648, 101, 0
276, 201, 618, 10302399, 8, 107, 10, 67, 210, 295, 0.967599, 0.955541, 0.972709, 1, 0.413625, 101, 0
210, 201, 645, 10302400, 8, 324, 67, 107, 10, 295, 1, 1, 0.860088, 0.604483, 0.483942, 101, 0
67, 201, 691, 10302400, 8, 295, 324, 190, 178, 55, 0.965125, 0.823249, 0.702451, 0.688001, 0.550244, 101, 1
10, 198, 712, 10302400, 8, 190, 246, 324, 271, 55, 1, 1, 1, 0.861537, 0.861496, 101, 0
178, 198, 757, 10302827, 9, 271, 55, 136, 59, 190, 0.969184, 1, 0.860989, 1, 1, 101, 0
295, 198, 780, 10302827, 9, 136, 271, 3, 55, 190, 0.968612, 1, 0.753511, 1, 1, 101, 1
190, 201, 845, 10302827, 9, 3, 271, 136, 55, 172, 0.753511, 1, 0.860989, 1, 0.862787, 101, 0
271, 220, 798, 10303254, 10, 352, 3, 227, 95, 136, 0.913313, 0.968756, 0.689335, 0.725936, 1, 101, 1
190, 201, 845, 10303254, 10, 3, 271, 136, 55, 172, 0.753477, 1, 0.860949, 1, 0.862747, 101, 0
55, 201, 880, 10303254, 10, 3, 271, 136, 10000000, 10000000, 0.538198, 0.861457, 0.645712, 0, 0, 101, 1
136, 247, 798, 10307454, 11, 227, 304, 95, 215, 3, 0.701985, 0.685382, 0.755989, 0.685659, 0.968318, 101, 0
3, 275, 798, 10307454, 11, 352, 304, 227, 215, 95, 0.755458, 0.725706, 0.726291, 0.754871, 0.846496, 101, 0
