source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
17, 112, 201, 10299999, 1, 27, 160, 253, 313, 408, 0.968855, 1, 1, 1, 1, 212, 1
408, 201, 212, 10300200, 2, 458, 234, 23, 27, 194, 0.949088, 0.797855, 0.968351, 0.968834, 0.689632, 212, 1
313, 218, 198, 10300200, 2, 322, 246, 198, 71, 27, 1, 0.934736, 0.848195, 0.862292, 1, 212, 0
160, 242, 198, 10300200, 2, 198, 454, 439, 71, 332, 1, 0.931979, 0.880911, 0.959369, 0.723125, 212, 0
27, 277, 198, 10300200, 2, 428, 322, 198, 332, 71, 1, 0.934469, 1, 0.916446, 0.954549, 212, 1
71, 323, 201, 10300510, 3, 117, 226, 485, 389, 322, 1, 1, 1, 1, 1, 212, 0
198, 356, 201, 10300510, 3, 88, 118, 117, 41, 226, 0.971074, 1, 1, 0.86332, 1, 212, 0
332, 387, 201, 10300510, 3, 438, 41, 88, 118, 384, 1, 1, 0.971074, 1, 0.798815, 212, 0
428, 387, 201, 10300510, 3, 218, 41, 384, 88, 118, 1, 1, 0.872498, 0.971074, 1, 212, 1
322, 412, 198, 10300510, 3, 334, 244, 41, 49, 88, 1, 0.969356, 1, 0.972839, 1, 212, 0
118, 401, 245, 10300873, 4, 317, 470, 438, 228, 41, 1, 1, 1, 0.846416, 0.971197, 212, 0
41, 401, 287, 10300873, 4, 218, 391, 104, 324, 438, 0.937983, 0.96536, 0.789919, 0.861955, 0.793512, 212, 1
324, 398, 387, 10305073, 5, 104, 24, 224, 167, 115, 1, 0.972352, 0.788049, 1, 0.770556, 212, 0
438, 401, 412, 10305073, 5, 24, 104, 167, 218, 224, 1, 1, 1, 1, 0.548246, 212, 0
218, 401, 431, 10305073, 5, 104, 224, 24, 115, 10000000, 1, 0.603533, 0.864313, 0.430271, 0, 212, 1
104, 401, 467, 10305357, 6, 224, 155, 115, 79, 10000000, 0.946639, 0.772525, 0.826028, 0.234506, 0, 212, 1
115, 398, 533, 10305358, 6, 79, 155, 224, 163, 312, 1, 1, 1, 0.7524, 0.754709, 212, 0
224, 398, 567, 10305358, 6, 312, 155, 163, 79, 96, 1, 1, 0.859886, 0.860266, 0.64613, 212, 0
115, 398, 533, 10305798, 7, 79, 155, 224, 163, 312, 1, 1, 1, 0.752364, 0.754673, 212, 0
224, 398, 567, 10305798, 7, 312, 155, 163, 79, 96, 1, 1, 0.859845, 0.860226, 0.646099, 212, 1
312, 419, 598, 10306147, 8, 96, 174, 163, 16, 310, 1, 0.724046, 1, 0.646915, 0.537355, 212, 1
155, 401, 637, 10306147, 8, 108, 79, 163, 96, 225, 1, 1, 0.859813, 0.753754, 0.645844, 212, 0
79, 401, 680, 10306147, 8, 225, 108, 178, 296, 10000000, 1, 0.84557, 0.569051, 0.431303, 0, 212, 1
163, 448, 598, 10306405, 9, 16, 96, 174, 277, 310, 0.844576, 1, 0.539334, 0.3181, 0.322404, 212, 0
96, 484, 598, 10306405, 9, 84, 277, 304, 381, 174, 1, 1, 0.908665, 0.862995, 0.9708, 212, 1
16, 509, 601, 10306405, 9, 84, 129, 277, 381, 304, 0.969669, 0.970524, 1, 1, 0.970418, 212, 0
174, 553, 601, 10306405, 9, 84, 187, 129, 304, 277, 0.969669, 1, 0.970524, 1, 1, 212, 0
310, 580, 601, 10306405, 9, 144, 90, 4, 84, 187, 1, 1, 1, 0.969669, 1, 212, 0
174, 553, 601, 10306676, 10, 84, 187, 129, 304, 277, 0.969641, 1, 0.970495, 1, 1, 212, 0
381, 612, 598, 10306676, 10, 84, 4, 144, 187, 90, 0.969641, 1, 0.724568, 1, 0.723834, 212, 0
277, 620, 598, 10306676, 10, 84, 411, 255, 90, 4, 0.969641, 0.634827, 0.646791, 0.685977, 0.860786, 212, 1
84, 685, 598, 10310877, 11, 149, 255, 445, 90, 417, 1, 0.822215, 0.754945, 0.862302, 0.68732, 212, 1
90, 712, 601, 10310877, 11, 265, 411, 355, 149, 339, 1, 1, 1, 1, 1, 212, 0
90, 712, 601, 10311304, 12, 265, 411, 355, 149, 339, 1, 1, 1, 1, 1, 212, 0
255, 780, 601, 10311304, 12, 94, 132, 265, 411, 355, 0.967623, 1, 1, 1, 0.967077, 212, 0
417, 787, 601, 10311304, 12, 37, 94, 132, 265, 411, 1, 1, 1, 1, 1, 212, 0
445, 787, 601, 10311304, 12, 37, 94, 132, 265, 411, 1, 1, 0.969117, 0.967652, 1, 212, 0
149, 840, 598, 10311304, 12, 132, 265, 94, 411, 355, 0.969117, 1, 0.752596, 1, 1, 212, 1
355, 801, 612, 10311718, 13, 94, 37, 132, 172, 301, 1, 0.820761, 1, 0.550378, 0.539103, 212, 0
411, 801, 612, 10311718, 13, 37, 301, 94, 132, 265, 0.966716, 0.862565, 1, 1, 1, 212, 0
265, 801, 621, 10311718, 13, 94, 37, 132, 301, 172, 1, 0.725037, 1, 0.431283, 0.362857, 212, 1
132, 801, 640, 10315918, 14, 134, 94, 37, 172, 252, 1, 1, 0.683574, 0.431458, 0.322177, 212, 0
94, 801, 683, 10315919, 14, 252, 172, 301, 134, 37, 1, 0.934899, 0.846803, 0.607028, 0.635297, 212, 1
37, 798, 719, 10315919, 14, 323, 252, 301, 172, 227, 0.968411, 1, 1, 1, 0.844895, 212, 0
172, 798, 755, 10315919, 14, 323, 227, 212, 252, 301, 1, 0.965594, 0.86256, 1, 1, 212, 0
