source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
124, 201, 49, 10299999, 1, 200, 365, 98, 408, 253, 0.862082, 0.797442, 1, 0.466517, 0.436253, 74, 1
98, 201, 76, 10300200, 2, 253, 200, 365, 133, 408, 0.945488, 0.934065, 0.826828, 0.755142, 0.699743, 74, 0
200, 198, 153, 10300200, 2, 406, 23, 133, 253, 408, 0.882352, 0.968351, 1, 1, 1, 74, 1
365, 198, 187, 10300200, 2, 472, 458, 23, 13, 27, 1, 1, 0.968351, 0.874363, 1, 74, 0
408, 201, 212, 10300200, 2, 458, 234, 23, 27, 194, 0.949088, 0.797855, 0.968351, 0.968834, 0.689632, 74, 0
253, 201, 218, 10300200, 2, 481, 403, 194, 316, 23, 1, 1, 1, 0.777602, 0.968351, 74, 0
408, 201, 212, 10300458, 3, 458, 234, 23, 27, 194, 0.949041, 0.797822, 0.968324, 0.968807, 0.689607, 74, 0
253, 201, 218, 10300458, 3, 481, 403, 194, 316, 23, 1, 1, 1, 0.777446, 0.968324, 74, 0
133, 201, 244, 10300458, 3, 458, 486, 481, 23, 194, 0.843958, 0.754557, 0.699108, 0.968324, 0.648411, 74, 0
23, 201, 284, 10300458, 3, 234, 333, 403, 481, 206, 1, 0.920231, 0.91534, 0.909089, 0.789252, 74, 1
234, 198, 379, 10304659, 4, 206, 65, 45, 316, 278, 0.971946, 0.860621, 0.860597, 1, 1, 74, 1
333, 201, 412, 10304659, 4, 113, 65, 189, 206, 45, 0.914732, 0.968198, 0.967311, 1, 0.860597, 74, 0
403, 201, 412, 10304659, 4, 45, 65, 223, 189, 206, 0.968171, 0.860621, 0.685605, 0.967311, 1, 74, 0
481, 201, 412, 10304659, 4, 65, 189, 206, 45, 223, 0.968198, 0.967311, 0.971946, 0.860597, 0.548484, 74, 0
206, 201, 446, 10304659, 4, 280, 319, 211, 65, 113, 1, 1, 0.697384, 1, 0.540224, 74, 0
278, 219, 398, 10305086, 5, 412, 45, 18, 189, 65, 0.885643, 0.968127, 0.755631, 1, 0.860581, 74, 1
316, 201, 418, 10305086, 5, 113, 65, 206, 45, 223, 0.793942, 0.860581, 1, 0.860557, 0.4316, 74, 0
206, 201, 446, 10305086, 5, 280, 319, 211, 65, 113, 1, 1, 0.697314, 1, 0.540199, 74, 1
65, 201, 485, 10305086, 5, 280, 223, 319, 113, 67, 0.937941, 0.8632, 0.645161, 0.540199, 0.380117, 74, 0
65, 201, 486, 10305539, 6, 280, 223, 319, 113, 67, 0.937841, 0.863158, 0.64513, 0.540172, 0.380084, 74, 0
113, 198, 532, 10305539, 6, 10, 211, 280, 67, 319, 1, 0.968163, 1, 0.863986, 0.967695, 74, 0
319, 198, 584, 10305539, 6, 107, 67, 211, 280, 10, 0.968117, 1, 0.968163, 1, 0.569597, 74, 0
280, 201, 618, 10305539, 6, 299, 107, 179, 67, 211, 0.93019, 0.968117, 0.844711, 0.971985, 1, 74, 1
211, 201, 645, 10305940, 7, 67, 433, 10, 376, 299, 1, 0.72275, 0.687111, 0.549017, 0.538598, 74, 0
67, 201, 691, 10305941, 7, 191, 250, 345, 55, 433, 1, 0.944165, 0.87247, 0.686893, 0.756152, 74, 1
433, 198, 787, 10318141, 8, 3, 137, 275, 55, 191, 1, 1, 1, 1, 1, 74, 0
345, 201, 812, 10318141, 8, 3, 137, 275, 55, 59, 0.967241, 1, 1, 1, 1, 74, 0
250, 201, 820, 10318141, 8, 3, 137, 275, 55, 191, 0.967241, 1, 0.967169, 1, 1, 74, 0
191, 201, 845, 10318141, 8, 3, 137, 275, 55, 173, 0.752298, 0.863178, 0.859706, 1, 0.64415, 74, 1
55, 201, 880, 10318490, 9, 3, 137, 10000000, 10000000, 10000000, 0.537336, 0.647359, 0, 0, 0, 74, 1
