source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
123, 201, 49, 10299999, 1, 368, 344, 98, 60, 199, 0.796159, 0.798701, 0.968372, 0.68633, 0.539522, 203, 1
98, 201, 76, 10300200, 2, 263, 249, 344, 60, 199, 1, 0.761795, 0.756609, 0.952404, 0.686961, 203, 0
60, 198, 105, 10300200, 2, 23, 132, 249, 368, 313, 1, 1, 1, 1, 0.970643, 203, 0
199, 198, 153, 10300200, 2, 23, 132, 249, 13, 368, 1, 1, 1, 0.796765, 1, 203, 0
344, 198, 187, 10300200, 2, 13, 27, 23, 132, 159, 1, 0.97265, 0.972261, 1, 0.970293, 203, 0
368, 201, 212, 10300200, 2, 399, 23, 13, 132, 159, 0.845086, 0.972261, 0.823039, 1, 0.970293, 203, 1
132, 201, 244, 10300601, 3, 23, 366, 13, 229, 305, 1, 0.646463, 0.756673, 0.566689, 0.549639, 203, 0
159, 241, 198, 10300601, 3, 244, 71, 27, 197, 314, 0.872463, 0.84825, 0.972608, 0.567515, 0.467766, 203, 0
23, 201, 284, 10300601, 3, 193, 305, 386, 311, 366, 0.972915, 0.860423, 0.846296, 0.794756, 0.754207, 203, 0
13, 198, 315, 10300601, 3, 205, 299, 363, 311, 65, 1, 1, 1, 1, 0.860369, 203, 0
399, 198, 387, 10300602, 3, 222, 188, 65, 45, 205, 1, 1, 1, 0.863556, 1, 203, 1
188, 248, 398, 10301003, 4, 18, 278, 349, 45, 168, 1, 0.823875, 0.761648, 0.971458, 0.68707, 203, 1
205, 201, 446, 10301003, 4, 65, 222, 113, 210, 45, 1, 0.754316, 0.794195, 0.303339, 0.539699, 203, 0
65, 201, 485, 10301003, 4, 222, 113, 210, 67, 276, 0.953417, 0.844856, 0.379301, 0.324285, 0.275415, 203, 0
222, 198, 564, 10301003, 4, 67, 210, 276, 107, 10, 0.972856, 1, 1, 0.75269, 0.55059, 203, 1
276, 201, 618, 10301404, 5, 107, 10, 67, 210, 295, 0.967702, 0.955693, 0.972814, 1, 0.413682, 203, 0
210, 201, 645, 10301404, 5, 324, 107, 67, 10, 295, 1, 0.86018, 1, 0.604555, 0.484001, 203, 1
10, 198, 712, 10301405, 5, 271, 324, 246, 190, 295, 0.861629, 1, 1, 1, 1, 203, 0
45, 283, 398, 10305203, 5, 349, 335, 168, 395, 18, 1, 0.964324, 0.864137, 0.75666, 0.958424, 203, 0
18, 312, 401, 10305203, 5, 24, 279, 166, 372, 339, 0.969622, 1, 0.969921, 1, 1, 203, 1
168, 354, 401, 10305203, 5, 24, 166, 104, 217, 372, 1, 1, 0.971418, 1, 1, 203, 0
278, 379, 401, 10305203, 5, 24, 104, 166, 217, 279, 1, 1, 1, 1, 1, 203, 0
339, 412, 398, 10305552, 6, 24, 53, 104, 166, 217, 1, 0.821893, 1, 1, 1, 203, 0
372, 412, 398, 10305552, 6, 144, 24, 104, 166, 53, 1, 0.963623, 1, 1, 0.684911, 203, 0
279, 419, 398, 10305552, 6, 347, 144, 24, 166, 53, 1, 0.942946, 1, 1, 0.547929, 203, 1
166, 445, 398, 10305552, 6, 144, 120, 24, 53, 286, 0.82269, 0.700082, 1, 0.645136, 0.241742, 203, 0
67, 201, 691, 10305605, 6, 295, 324, 190, 178, 55, 0.964698, 0.822887, 0.701925, 0.687697, 0.550002, 203, 0
10, 198, 712, 10305605, 6, 271, 324, 246, 190, 295, 0.861239, 1, 1, 1, 1, 203, 0
295, 198, 780, 10305605, 6, 136, 271, 3, 324, 246, 0.968323, 1, 0.753286, 1, 1, 203, 0
324, 201, 812, 10305605, 6, 3, 136, 271, 10000000, 10000000, 0.968511, 1, 1, 0, 0, 203, 1
271, 220, 798, 10306045, 7, 352, 3, 227, 95, 136, 0.912538, 0.968465, 0.68907, 0.725691, 1, 203, 0
136, 247, 798, 10306045, 7, 227, 304, 215, 95, 3, 0.702217, 0.685514, 0.685792, 0.756104, 0.968465, 203, 0
3, 275, 798, 10306045, 7, 352, 304, 227, 215, 95, 0.755573, 0.72583, 0.726415, 0.754986, 0.84664, 203, 1
95, 318, 801, 10306355, 8, 82, 181, 292, 352, 304, 1, 1, 1, 1, 1, 203, 0
215, 354, 801, 10306356, 8, 82, 181, 292, 177, 304, 0.967339, 1, 1, 1, 1, 203, 0
227, 381, 801, 10306356, 8, 387, 309, 82, 181, 141, 1, 0.875583, 1, 1, 0.70453, 203, 0
304, 387, 801, 10306356, 8, 33, 82, 181, 292, 177, 0.935288, 1, 1, 1, 1, 203, 0
352, 387, 801, 10306356, 8, 33, 360, 141, 82, 181, 1, 0.882752, 0.874022, 1, 1, 203, 1
181, 444, 798, 10306666, 9, 240, 387, 358, 257, 33, 1, 0.826046, 0.755769, 0.752204, 0.861093, 203, 0
82, 484, 798, 10306666, 9, 317, 358, 384, 33, 240, 0.951588, 0.823668, 0.75443, 0.955018, 0.688202, 203, 0
33, 520, 801, 10306666, 9, 6, 194, 240, 337, 309, 1, 1, 1, 0.970006, 0.971389, 203, 1
337, 612, 798, 10307002, 10, 6, 194, 301, 240, 223, 1, 1, 0.41128, 1, 0.318975, 203, 0
240, 618, 798, 10307002, 10, 223, 6, 194, 211, 301, 1, 1, 1, 0.464462, 0.362298, 203, 0
194, 646, 798, 10307003, 10, 6, 223, 301, 133, 211, 1, 0.362714, 0.362298, 0.317999, 0.232231, 203, 0
6, 685, 798, 10307003, 10, 211, 301, 223, 248, 133, 0.910381, 0.946298, 0.551078, 0.537435, 0.189451, 203, 1
301, 812, 798, 10307404, 11, 57, 211, 196, 355, 51, 1, 1, 0.647972, 0.567537, 0.53917, 203, 1
223, 822, 798, 10307404, 11, 196, 307, 57, 329, 51, 1, 0.883897, 1, 0.687667, 0.754838, 203, 0
166, 445, 398, 10309752, 7, 144, 120, 24, 53, 286, 0.822217, 0.699396, 1, 0.644844, 0.241619, 203, 0
24, 485, 398, 10309753, 7, 120, 144, 53, 286, 347, 1, 0.795915, 0.859793, 0.483238, 0.411139, 203, 0
53, 516, 401, 10309753, 7, 35, 120, 286, 347, 179, 0.970058, 1, 1, 1, 0.862248, 203, 0
144, 554, 401, 10309753, 7, 35, 179, 120, 234, 286, 0.970058, 1, 1, 0.770281, 1, 203, 0
347, 601, 412, 10309753, 7, 21, 35, 85, 179, 243, 1, 0.970058, 0.758856, 1, 0.647585, 203, 1
