source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
126, 201, 244, 10299999, 1, 265, 259, 174, 13, 23, 1, 0.967622, 1, 0.797094, 0.969551, 225, 1
23, 201, 284, 10300200, 2, 174, 265, 186, 13, 259, 0.956778, 0.702813, 0.569046, 0.753947, 0.604749, 225, 0
13, 198, 315, 10300200, 2, 65, 186, 254, 265, 259, 1, 1, 1, 1, 1, 225, 0
174, 198, 351, 10300200, 2, 65, 186, 254, 265, 251, 1, 1, 1, 1, 0.972934, 225, 0
259, 198, 387, 10300200, 2, 45, 65, 172, 186, 251, 0.971874, 1, 1, 1, 1, 225, 1
251, 219, 398, 10304400, 3, 45, 18, 162, 172, 65, 1, 0.86391, 0.753664, 1, 0.860285, 225, 0
172, 247, 398, 10304400, 3, 18, 255, 45, 162, 198, 1, 0.759497, 1, 0.604235, 0.215504, 225, 1
186, 201, 446, 10304400, 3, 65, 45, 191, 10000000, 10000000, 0.96782, 0.755559, 0.274713, 0, 0, 225, 0
65, 201, 485, 10304400, 3, 191, 67, 10000000, 10000000, 10000000, 0.567942, 0.323857, 0, 0, 0, 225, 1
67, 201, 690, 10308601, 4, 279, 223, 10, 173, 55, 0.943271, 0.875134, 0.86281, 0.42999, 0.323425, 225, 1
45, 282, 398, 10312600, 4, 162, 18, 160, 24, 255, 0.943646, 1, 0.568835, 0.476697, 0.322945, 225, 0
18, 312, 401, 10312600, 4, 24, 160, 255, 198, 162, 0.966588, 1, 1, 0.968913, 1, 225, 1
162, 354, 401, 10312601, 4, 24, 104, 160, 198, 255, 1, 0.967377, 1, 1, 1, 225, 0
10, 198, 713, 10312801, 5, 248, 279, 223, 173, 55, 0.861055, 1, 1, 1, 1, 225, 0
223, 201, 819, 10312801, 5, 3, 130, 248, 10000000, 10000000, 0.96934, 1, 1, 0, 0, 225, 1
173, 201, 845, 10312802, 5, 130, 248, 3, 279, 223, 0.860532, 0.968686, 0.753931, 1, 1, 225, 0
162, 354, 401, 10312871, 5, 24, 104, 160, 198, 255, 1, 0.967349, 1, 1, 1, 225, 0
255, 401, 415, 10312872, 5, 104, 24, 198, 160, 148, 1, 0.96656, 1, 0.86047, 0.466671, 225, 1
248, 220, 798, 10317002, 6, 288, 196, 3, 95, 130, 0.943606, 0.952476, 1, 0.796309, 1, 225, 1
198, 401, 431, 10321072, 6, 104, 24, 79, 148, 10000000, 1, 0.751107, 0.188499, 0.136931, 0, 225, 0
160, 444, 398, 10321072, 6, 24, 53, 138, 114, 10000000, 1, 0.754935, 0.686812, 0.214685, 0, 225, 0
104, 401, 467, 10321072, 6, 148, 10000000, 10000000, 10000000, 10000000, 1, 0, 0, 0, 0, 225, 1
148, 401, 638, 10321343, 7, 79, 96, 108, 156, 31, 0.96555, 0.645788, 0.550089, 0.859423, 0.240993, 225, 1
79, 401, 680, 10321732, 8, 108, 31, 10000000, 10000000, 10000000, 0.967162, 0.233668, 0, 0, 0, 225, 1
108, 398, 728, 10321732, 8, 31, 82, 10000000, 10000000, 10000000, 0.969483, 0.537399, 0, 0, 0, 225, 0
108, 398, 728, 10322068, 9, 31, 82, 10000000, 10000000, 10000000, 0.969448, 0.537379, 0, 0, 0, 225, 1
130, 248, 798, 10325202, 7, 258, 196, 3, 288, 95, 0.95293, 0.944797, 1, 0.604008, 0.538024, 225, 0
3, 275, 798, 10325202, 7, 196, 288, 258, 204, 95, 0.92921, 0.86033, 0.794108, 0.643742, 0.645629, 225, 0
95, 318, 801, 10325202, 7, 82, 288, 258, 204, 196, 0.966957, 1, 1, 1, 1, 225, 0
196, 354, 801, 10325202, 7, 82, 288, 258, 204, 31, 1, 1, 1, 1, 0.861441, 225, 0
288, 387, 801, 10325202, 7, 82, 135, 31, 294, 108, 1, 0.842635, 1, 0.361475, 1, 225, 1
31, 401, 882, 10325564, 8, 82, 10000000, 10000000, 10000000, 10000000, 0.644613, 0, 0, 0, 0, 225, 0
82, 483, 798, 10325564, 8, 135, 294, 271, 234, 33, 0.820716, 0.722919, 0.722567, 0.685115, 0.644675, 225, 1
135, 551, 801, 10325565, 8, 6, 175, 217, 296, 263, 1, 1, 1, 1, 1, 225, 0
294, 587, 801, 10325565, 8, 6, 175, 217, 296, 263, 1, 1, 1, 1, 1, 225, 0
33, 520, 801, 10325979, 9, 6, 175, 217, 263, 294, 1, 0.967684, 1, 0.970168, 1, 225, 0
135, 551, 801, 10325979, 9, 6, 175, 217, 296, 263, 1, 1, 1, 1, 1, 225, 1
234, 578, 801, 10325979, 9, 6, 175, 217, 296, 263, 1, 0.967684, 1, 1, 1, 225, 0
271, 587, 801, 10325979, 9, 6, 175, 217, 296, 263, 0.968079, 1, 1, 1, 1, 225, 0
294, 587, 801, 10325979, 9, 6, 175, 217, 296, 263, 1, 1, 1, 1, 1, 225, 0
263, 598, 787, 10326276, 10, 6, 175, 217, 225, 296, 1, 1, 1, 0.136817, 1, 225, 0
296, 598, 787, 10326276, 10, 6, 175, 217, 225, 263, 1, 1, 0.969813, 0.107574, 1, 225, 0
217, 619, 798, 10326276, 10, 6, 225, 175, 192, 272, 1, 0.645442, 1, 0.303521, 0.136792, 225, 0
175, 648, 798, 10326276, 10, 200, 6, 225, 272, 127, 1, 1, 0.464235, 0.361708, 0.189237, 225, 0
6, 685, 798, 10326276, 10, 272, 200, 225, 192, 127, 0.753367, 0.635112, 0.537868, 0.53728, 0.361881, 225, 1
200, 821, 798, 10326678, 11, 225, 127, 272, 10000000, 10000000, 1, 0.96868, 1, 0, 0, 225, 1
192, 850, 798, 10326678, 11, 225, 272, 200, 127, 69, 0.968121, 1, 1, 0.861049, 0.644576, 225, 0
