source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
126, 201, 244, 10299999, 1, 265, 259, 174, 13, 23, 1, 0.967622, 1, 0.797094, 0.969551, 36, 1
23, 201, 284, 10300200, 2, 174, 265, 186, 13, 259, 0.956778, 0.702813, 0.569046, 0.753947, 0.604749, 36, 0
13, 198, 315, 10300200, 2, 65, 186, 254, 265, 259, 1, 1, 1, 1, 1, 36, 0
174, 198, 351, 10300200, 2, 65, 186, 254, 265, 251, 1, 1, 1, 1, 0.972934, 36, 0
259, 198, 387, 10300200, 2, 65, 45, 186, 172, 254, 1, 0.971874, 1, 1, 1, 36, 1
254, 201, 418, 10304400, 3, 65, 186, 172, 45, 191, 1, 1, 1, 0.863496, 0.323606, 36, 0
172, 247, 398, 10304400, 3, 18, 255, 45, 162, 65, 1, 0.759497, 1, 0.604235, 0.752749, 36, 1
186, 201, 446, 10304400, 3, 65, 191, 10000000, 10000000, 10000000, 0.96782, 0.274713, 0, 0, 0, 36, 0
65, 201, 485, 10304400, 3, 191, 67, 10000000, 10000000, 10000000, 0.567942, 0.323857, 0, 0, 0, 36, 1
67, 201, 690, 10304789, 4, 279, 223, 10, 173, 55, 0.94395, 0.876596, 0.863165, 0.430166, 0.323558, 36, 1
10, 198, 713, 10308989, 5, 55, 173, 223, 279, 248, 1, 1, 1, 1, 0.861408, 36, 0
279, 201, 812, 10308989, 5, 3, 130, 55, 248, 173, 1, 1, 1, 1, 1, 36, 1
223, 201, 819, 10308989, 5, 3, 130, 55, 166, 248, 0.969738, 1, 1, 0.862324, 1, 36, 0
173, 201, 845, 10308990, 5, 59, 55, 3, 166, 130, 0.861965, 1, 0.75424, 0.646743, 0.860885, 36, 0
248, 220, 798, 10309416, 6, 288, 196, 3, 95, 130, 0.944959, 0.953624, 1, 0.797273, 1, 36, 0
173, 201, 845, 10309417, 6, 59, 55, 3, 166, 130, 0.861925, 1, 0.754206, 0.646713, 0.860846, 36, 0
130, 248, 798, 10309417, 6, 258, 196, 3, 288, 95, 0.955325, 0.947623, 1, 0.605162, 0.538939, 36, 0
55, 201, 880, 10309417, 6, 166, 59, 3, 10000000, 10000000, 0.944992, 0.846463, 0.646462, 0, 0, 36, 1
3, 275, 798, 10309417, 6, 196, 288, 258, 204, 95, 0.93263, 0.861793, 0.796104, 0.644834, 0.646727, 36, 1
95, 318, 801, 10309727, 7, 82, 288, 258, 204, 196, 0.968567, 1, 1, 1, 1, 36, 0
196, 354, 801, 10309727, 7, 82, 31, 288, 258, 204, 1, 0.862879, 1, 1, 1, 36, 1
204, 381, 801, 10309727, 7, 82, 31, 52, 135, 234, 1, 1, 0.910413, 0.606886, 0.478908, 36, 0
258, 387, 801, 10309727, 7, 82, 135, 31, 52, 33, 1, 0.792472, 1, 0.636771, 0.476486, 36, 0
288, 387, 801, 10309727, 7, 82, 135, 163, 31, 52, 1, 0.844208, 1, 1, 0.938773, 36, 0
204, 381, 801, 10310154, 8, 82, 31, 52, 135, 234, 1, 1, 0.910295, 0.606807, 0.478875, 36, 0
258, 387, 801, 10310154, 8, 82, 135, 31, 52, 33, 1, 0.792418, 1, 0.636728, 0.476454, 36, 0
288, 387, 801, 10310154, 8, 82, 135, 163, 31, 52, 1, 0.844164, 1, 1, 0.938679, 36, 0
82, 483, 798, 10310154, 8, 135, 294, 271, 234, 33, 0.822449, 0.724264, 0.72391, 0.686564, 0.645744, 36, 1
33, 520, 801, 10310568, 9, 6, 175, 217, 294, 271, 1, 0.96929, 1, 1, 1, 36, 0
135, 551, 801, 10310569, 9, 6, 175, 217, 294, 271, 1, 1, 1, 1, 1, 36, 1
234, 578, 801, 10310569, 9, 6, 175, 217, 294, 271, 1, 0.96929, 1, 1, 1, 36, 0
271, 587, 801, 10310569, 9, 6, 175, 109, 217, 192, 0.969686, 1, 0.60218, 1, 0.437372, 36, 0
294, 587, 801, 10310569, 9, 6, 175, 217, 109, 57, 1, 1, 1, 0.481744, 0.137389, 36, 0
271, 587, 801, 10310866, 10, 6, 175, 109, 217, 192, 0.969655, 1, 0.602159, 1, 0.437315, 36, 0
294, 587, 801, 10310866, 10, 6, 175, 217, 109, 57, 1, 1, 1, 0.481727, 0.137384, 36, 0
217, 619, 798, 10310866, 10, 6, 175, 225, 192, 69, 1, 1, 0.646514, 0.304947, 0.121007, 36, 0
175, 648, 798, 10310866, 10, 6, 225, 127, 69, 10000000, 1, 0.465901, 0.18979, 0.121007, 0, 36, 1
6, 685, 798, 10315066, 11, 225, 127, 10000000, 10000000, 10000000, 0.538518, 0.362371, 0, 0, 0, 36, 1
45, 282, 398, 10316600, 4, 162, 18, 160, 24, 255, 0.942934, 1, 0.568404, 0.476394, 0.322806, 36, 0
18, 312, 401, 10316600, 4, 24, 160, 255, 198, 162, 0.966173, 1, 1, 0.968496, 1, 36, 1
162, 354, 401, 10316601, 4, 104, 24, 198, 160, 255, 0.966961, 1, 1, 1, 1, 36, 0
