source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
249, 201, 218, 10299999, 1, 13, 23, 159, 27, 132, 0.945949, 0.972282, 0.970314, 0.864596, 1, 355, 1
132, 201, 244, 10300200, 2, 23, 366, 13, 229, 305, 1, 0.646491, 0.756731, 0.566732, 0.549669, 355, 0
23, 201, 284, 10300200, 2, 193, 305, 311, 386, 366, 0.972957, 0.86046, 0.794807, 0.846337, 0.75424, 355, 0
13, 198, 315, 10300200, 2, 205, 299, 363, 311, 65, 1, 1, 1, 1, 0.860406, 355, 1
311, 201, 412, 10300627, 3, 188, 65, 45, 205, 274, 1, 1, 0.863554, 1, 1, 355, 0
363, 201, 412, 10300627, 3, 276, 188, 65, 45, 205, 1, 1, 1, 0.755609, 1, 355, 0
299, 201, 418, 10300627, 3, 188, 113, 65, 45, 205, 1, 0.886243, 1, 0.755609, 1, 355, 0
205, 201, 446, 10300627, 3, 65, 222, 113, 210, 45, 1, 0.754346, 0.794242, 0.303374, 0.539721, 355, 1
65, 201, 485, 10301002, 4, 222, 113, 210, 67, 276, 0.953417, 0.844856, 0.379301, 0.324285, 0.275415, 355, 1
113, 198, 532, 10301003, 4, 67, 210, 276, 222, 107, 0.972856, 0.968766, 1, 1, 0.645163, 355, 0
222, 198, 564, 10301003, 4, 67, 210, 276, 107, 10, 0.972856, 1, 1, 0.75269, 0.55059, 355, 0
113, 198, 532, 10301313, 5, 67, 210, 276, 222, 107, 0.972823, 0.968734, 1, 1, 0.645141, 355, 0
222, 198, 564, 10301313, 5, 67, 210, 276, 107, 10, 0.972823, 1, 1, 0.752665, 0.550566, 355, 1
276, 201, 618, 10301313, 5, 107, 10, 67, 210, 295, 0.967712, 0.955706, 0.972823, 1, 0.413687, 355, 0
276, 201, 618, 10301714, 6, 107, 10, 67, 210, 295, 0.96767, 0.955645, 0.972781, 1, 0.413664, 355, 0
210, 201, 645, 10301714, 6, 324, 107, 67, 10, 295, 1, 0.860151, 1, 0.604533, 0.483982, 355, 0
67, 201, 691, 10301714, 6, 295, 324, 190, 178, 246, 0.965216, 0.823327, 0.702564, 0.688066, 0.54999, 355, 1
10, 198, 712, 10301714, 6, 271, 324, 246, 190, 295, 0.8616, 1, 1, 1, 1, 355, 0
178, 198, 757, 10302141, 7, 271, 136, 3, 324, 246, 0.969256, 0.861052, 0.645915, 1, 1, 355, 0
295, 198, 780, 10302141, 7, 136, 271, 3, 324, 246, 0.968684, 1, 0.753567, 1, 1, 355, 1
324, 201, 812, 10302141, 7, 3, 136, 271, 10000000, 10000000, 0.968872, 1, 1, 0, 0, 355, 0
190, 201, 845, 10302142, 7, 271, 3, 136, 324, 246, 1, 0.753567, 0.861052, 1, 1, 355, 0
271, 220, 798, 10302568, 8, 352, 3, 227, 95, 136, 0.913504, 0.968827, 0.6894, 0.725997, 1, 355, 1
324, 201, 812, 10302568, 8, 3, 136, 271, 10000000, 10000000, 0.968827, 1, 1, 0, 0, 355, 0
246, 201, 819, 10302569, 8, 136, 271, 3, 10000000, 10000000, 1, 1, 0.753532, 0, 0, 355, 0
136, 247, 798, 10306769, 9, 227, 304, 215, 95, 3, 0.702098, 0.685446, 0.685724, 0.756045, 0.968389, 355, 0
3, 275, 798, 10306769, 9, 352, 304, 227, 215, 95, 0.755514, 0.725766, 0.726351, 0.754927, 0.846566, 355, 1
95, 318, 801, 10306769, 9, 82, 181, 292, 352, 304, 1, 1, 1, 1, 1, 355, 0
95, 318, 801, 10310969, 10, 82, 181, 292, 352, 304, 1, 1, 1, 1, 1, 355, 0
215, 354, 801, 10310969, 10, 82, 181, 292, 177, 304, 0.9668, 1, 1, 1, 1, 355, 0
227, 381, 801, 10310969, 10, 387, 309, 82, 181, 141, 1, 0.873818, 1, 1, 0.703767, 355, 0
304, 387, 801, 10310969, 10, 33, 82, 181, 292, 177, 0.934281, 1, 1, 1, 1, 355, 0
352, 387, 801, 10310969, 10, 33, 360, 141, 82, 181, 1, 0.880958, 0.872264, 1, 1, 355, 1
181, 444, 798, 10311279, 11, 240, 387, 358, 257, 33, 1, 0.825522, 0.755393, 0.751832, 0.860666, 355, 0
82, 484, 798, 10311279, 11, 317, 358, 384, 33, 240, 0.950892, 0.823147, 0.754055, 0.954317, 0.687765, 355, 0
33, 520, 801, 10311279, 11, 6, 194, 240, 337, 309, 1, 1, 1, 0.969524, 0.970906, 355, 1
141, 551, 801, 10311280, 11, 6, 194, 240, 337, 393, 1, 1, 1, 0.969524, 1, 355, 0
337, 612, 798, 10311616, 12, 6, 194, 301, 240, 223, 1, 1, 0.41102, 1, 0.318741, 355, 0
240, 618, 798, 10311616, 12, 223, 6, 194, 211, 301, 1, 1, 1, 0.463965, 0.362097, 355, 0
194, 646, 798, 10311616, 12, 6, 223, 301, 133, 211, 1, 0.362512, 0.362097, 0.317766, 0.231983, 355, 0
6, 685, 798, 10311616, 12, 211, 301, 223, 248, 133, 0.909108, 0.945472, 0.550728, 0.537168, 0.189286, 355, 1
223, 822, 798, 10312017, 13, 196, 307, 57, 329, 51, 1, 0.882099, 1, 0.687231, 0.754462, 355, 0
211, 849, 798, 10312018, 13, 252, 57, 329, 355, 196, 0.75285, 1, 0.646473, 0.603947, 0.647649, 355, 1
57, 889, 798, 10312419, 14, 355, 307, 329, 196, 51, 1, 1, 0.861927, 0.755558, 0.686315, 355, 0
196, 956, 801, 10312419, 14, 355, 307, 226, 329, 252, 1, 1, 1, 1, 1, 355, 0
252, 981, 801, 10312419, 14, 355, 307, 226, 329, 10000000, 1, 1, 1, 1, 0, 355, 1
329, 987, 801, 10312419, 14, 355, 307, 226, 10000000, 10000000, 1, 1, 1, 0, 0, 355, 0
329, 987, 801, 10312755, 15, 355, 307, 226, 10000000, 10000000, 1, 1, 1, 0, 0, 355, 0
307, 1001, 812, 10312755, 15, 355, 10000000, 10000000, 10000000, 10000000, 1, 0, 0, 0, 0, 355, 0
226, 1001, 818, 10312755, 15, 355, 307, 10000000, 10000000, 10000000, 1, 1, 0, 0, 0, 355, 0
23, 201, 298, 11299999, 1, 363, 305, 366, 229, 311, 0.944136, 1, 0.969013, 1, 0.822973, 391, 0
229, 198, 371, 11300200, 2, 222, 65, 205, 188, 274, 1, 1, 1, 0.968363, 1, 391, 0
305, 198, 387, 11300200, 2, 65, 188, 205, 45, 274, 1, 1, 1, 0.864699, 1, 391, 1
366, 198, 387, 11300200, 2, 65, 188, 205, 45, 274, 1, 1, 1, 0.864699, 1, 391, 0
311, 201, 412, 11300200, 2, 65, 188, 222, 205, 45, 1, 1, 0.795315, 1, 0.864699, 391, 0
274, 225, 398, 11304400, 3, 349, 18, 45, 388, 188, 0.913752, 1, 0.972345, 0.698995, 1, 391, 0
188, 261, 398, 11304400, 3, 372, 349, 18, 278, 45, 1, 0.799339, 1, 0.724108, 1, 391, 1
205, 201, 459, 11304400, 3, 222, 65, 113, 210, 276, 0.859933, 1, 0.822021, 0.465112, 0.324052, 391, 0
65, 201, 499, 11304400, 3, 222, 113, 67, 276, 210, 0.959358, 0.861249, 0.412369, 0.36297, 0.318661, 391, 1
113, 198, 520, 11304814, 4, 67, 210, 276, 222, 107, 0.970344, 0.969035, 1, 1, 0.648059, 391, 0
222, 198, 554, 11304814, 4, 295, 67, 210, 276, 107, 1, 0.970344, 1, 1, 0.756069, 391, 1
276, 201, 623, 11304815, 4, 107, 67, 10, 210, 295, 0.972088, 1, 0.96133, 1, 0.484533, 391, 0
276, 201, 623, 11305216, 5, 107, 67, 10, 210, 295, 0.972046, 1, 0.961277, 1, 0.48451, 391, 0
210, 201, 657, 11305216, 5, 324, 67, 107, 295, 178, 0.787027, 1, 0.864041, 0.539475, 0.548485, 391, 0
67, 201, 705, 11305216, 5, 295, 324, 190, 178, 55, 0.96902, 0.844288, 0.568874, 0.725492, 0.483541, 391, 1
45, 296, 398, 11308600, 4, 349, 335, 278, 168, 395, 1, 0.967808, 0.961958, 0.971186, 0.794939, 391, 0
18, 299, 401, 11308600, 4, 24, 166, 279, 300, 395, 0.967216, 1, 1, 1, 1, 391, 0
278, 373, 401, 11308600, 4, 144, 24, 104, 166, 217, 1, 1, 1, 1, 1, 391, 0
372, 412, 398, 11308601, 4, 115, 144, 24, 104, 347, 1, 0.919076, 0.967216, 1, 0.759912, 391, 1
104, 401, 479, 11308885, 5, 115, 154, 79, 10000000, 10000000, 1, 0.54999, 0.274944, 0, 0, 391, 0
24, 499, 398, 11308885, 5, 81, 120, 144, 53, 347, 1, 0.769842, 0.824039, 0.967896, 0.482164, 391, 0
115, 398, 521, 11308885, 5, 79, 154, 162, 108, 182, 1, 1, 0.752984, 0.604584, 0.755997, 391, 1
144, 543, 401, 11308885, 5, 35, 179, 120, 286, 347, 1, 1, 1, 1, 1, 391, 1
79, 401, 693, 11309312, 6, 292, 108, 177, 31, 10000000, 0.944661, 0.863873, 0.362168, 0.318454, 0, 391, 1
178, 198, 746, 11309416, 6, 59, 55, 190, 271, 246, 1, 1, 1, 0.967453, 1, 391, 0
295, 198, 773, 11309416, 6, 136, 271, 55, 190, 246, 0.969817, 1, 1, 1, 1, 391, 1
324, 201, 812, 11309416, 6, 136, 3, 271, 55, 190, 1, 0.860224, 1, 1, 1, 391, 0
190, 201, 858, 11309416, 6, 296, 136, 3, 172, 271, 0.958098, 0.86206, 0.645168, 0.971194, 1, 391, 0
108, 398, 715, 11309584, 7, 31, 177, 292, 352, 304, 0.969574, 1, 1, 1, 1, 391, 1
246, 201, 826, 11309674, 7, 136, 271, 55, 59, 3, 1, 1, 1, 1, 0.64515, 391, 0
190, 201, 858, 11309674, 7, 296, 136, 3, 172, 271, 0.958065, 0.862036, 0.64515, 0.971167, 1, 391, 0
55, 201, 892, 11309674, 7, 296, 172, 3, 10000000, 10000000, 0.847257, 0.647444, 0.4301, 0, 0, 391, 0
347, 601, 412, 11313085, 6, 130, 21, 243, 179, 85, 0.941955, 1, 0.847014, 1, 0.796886, 391, 0
286, 601, 426, 11313085, 6, 243, 332, 21, 85, 179, 1, 0.907078, 1, 0.965718, 1, 391, 0
120, 653, 398, 11313085, 6, 81, 306, 35, 367, 398, 1, 0.821239, 1, 0.645563, 0.636119, 391, 0
292, 401, 827, 11313784, 8, 181, 31, 82, 52, 289, 1, 1, 0.754511, 0.842138, 0.752513, 391, 0
177, 401, 854, 11313784, 8, 169, 31, 52, 82, 181, 0.966693, 1, 0.948109, 0.646723, 0.862333, 391, 0
31, 401, 896, 11313784, 8, 169, 289, 82, 10000000, 10000000, 0.970309, 0.752513, 0.538936, 0, 0, 391, 1
169, 398, 946, 11314159, 9, 364, 327, 231, 195, 42, 1, 1, 0.969158, 0.859035, 0.645204, 391, 1
289, 398, 973, 11314159, 9, 195, 231, 42, 364, 327, 1, 1, 0.752738, 1, 1, 391, 0
364, 412, 998, 11314470, 10, 42, 195, 231, 322, 361, 1, 1, 1, 0.240707, 0.189012, 391, 1
327, 412, 998, 11314470, 10, 42, 195, 231, 253, 361, 0.967774, 1, 1, 0.378576, 0.378025, 391, 0
231, 427, 998, 11314754, 11, 42, 195, 253, 361, 10000000, 1, 1, 0.43005, 0.378005, 0, 391, 0
