source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
164, 248, -1, 10299999, 1, 150, 62, 143, 7, 275, 1, 1, 0.72451, 1, 0.430153, 146
7, 280, -1, 10300200, 2, 62, 143, 231, 275, 150, 1, 0.845241, 0.538641, 0.53768, 0.242021, 146
62, 319, 1, 10300200, 2, 5, 150, 152, 231, 275, 0.968874, 1, 0.968063, 1, 1, 146
143, 354, 1, 10300200, 2, 48, 5, 152, 150, 231, 0.969338, 1, 1, 1, 1, 146
275, 401, 12, 10304400, 3, 100, 48, 280, 152, 5, 1, 1, 0.646549, 1, 0.968436, 146
231, 401, 19, 10304400, 3, 132, 100, 280, 48, 237, 0.952318, 0.862352, 0.754307, 0.9689, 0.603001, 146
150, 447, -1, 10304400, 3, 5, 181, 61, 253, 48, 1, 0.725832, 0.752366, 0.540109, 0.753589, 146
5, 488, -1, 10308600, 4, 46, 181, 253, 61, 105, 1, 0.754113, 0.549931, 0.60203, 0.234479, 146
61, 515, 1, 10308600, 4, 105, 149, 253, 91, 181, 1, 0.861451, 1, 0.754931, 1, 146
181, 561, 1, 10308601, 4, 149, 46, 105, 91, 253, 1, 0.928822, 1, 0.862778, 1, 146
253, 580, 1, 10308601, 4, 91, 149, 105, 12, 188, 1, 1, 1, 0.636248, 0.482333, 146
61, 515, 1, 10308923, 5, 105, 149, 253, 91, 181, 1, 0.861421, 1, 0.754905, 1, 146
181, 561, 1, 10308924, 5, 149, 46, 105, 91, 253, 1, 0.928753, 1, 0.862748, 1, 146
253, 580, 1, 10308924, 5, 91, 149, 105, 12, 188, 1, 1, 1, 0.636215, 0.482314, 146
105, 673, -1, 10308924, 5, 298, 293, 46, 119, 269, 1, 0.860245, 1, 0.75632, 0.754342, 146
253, 580, 1, 10313124, 6, 91, 149, 105, 12, 188, 1, 1, 1, 0.63579, 0.48207, 146
149, 601, 44, 10313124, 6, 12, 91, 10000000, 10000000, 10000000, 0.958812, 1, 0, 0, 0, 146
105, 673, -1, 10313124, 6, 298, 293, 46, 119, 269, 1, 0.859857, 1, 0.75572, 0.754001, 146
46, 716, 1, 10313124, 6, 26, 119, 224, 286, 298, 0.967205, 0.970023, 1, 1, 1, 146
91, 601, 84, 10313551, 7, 12, 10000000, 10000000, 10000000, 10000000, 0.863506, 0, 0, 0, 0, 146
12, 598, 109, 10313551, 7, 266, 216, 116, 131, 49, 1, 0.860062, 0.754061, 0.644406, 0.646555, 146
298, 787, 1, 10317324, 7, 26, 119, 75, 274, 224, 1, 1, 0.48219, 0.377582, 1, 146
286, 812, -1, 10317324, 7, 246, 26, 119, 224, 155, 0.967947, 1, 1, 1, 0.431136, 146
224, 820, -1, 10317324, 7, 26, 73, 119, 246, 171, 1, 0.757941, 1, 0.645298, 0.273431, 146
119, 849, -1, 10317325, 7, 73, 26, 171, 246, 155, 0.96681, 1, 0.633908, 0.537748, 0.158451, 146
26, 876, -1, 10317325, 7, 171, 73, 246, 155, 10000000, 0.950862, 0.96681, 0.752848, 0.241291, 0, 146
73, 929, 1, 10317635, 8, 14, 155, 246, 171, 129, 0.862426, 0.970023, 1, 1, 0.215431, 146
171, 957, 1, 10317635, 8, 14, 155, 129, 78, 246, 0.970229, 1, 0.215431, 0.214946, 1, 146
246, 984, 1, 10317635, 8, 14, 155, 78, 129, 10000000, 0.970229, 1, 0.722185, 0.361964, 0, 146
246, 984, 1, 10318023, 9, 14, 155, 78, 129, 10000000, 0.970189, 1, 0.722151, 0.361947, 0, 146
155, 1001, 43, 10318023, 9, 78, 129, 14, 10000000, 10000000, 1, 0.821555, 1, 0, 0, 146
14, 1001, 73, 10322223, 10, 129, 78, 10000000, 10000000, 10000000, 0.821083, 0.842084, 0, 0, 0, 146
78, 998, 114, 10322223, 10, 129, 44, 92, 115, 25, 1, 0.64679, 0.463366, 0.240486, 0.136574, 146
129, 998, 155, 10322223, 10, 44, 92, 115, 10000000, 10000000, 0.754589, 0.53913, 0.376697, 0, 0, 146
129, 998, 155, 10322637, 11, 44, 92, 115, 10000000, 10000000, 0.754555, 0.539106, 0.376668, 0, 0, 146
197, 57, 198, 11299999, 1, 267, 215, 123, 17, 56, 1, 0.860466, 0.826349, 0.958975, 1, 37
56, 97, 198, 11300200, 2, 153, 267, 215, 226, 123, 1, 0.964091, 0.860448, 0.604317, 0.646425, 37
17, 99, 201, 11300200, 2, 27, 153, 226, 267, 215, 1, 1, 1, 1, 1, 37
