source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
249, 201, 218, 10299999, 1, 13, 23, 159, 27, 132, 0.945949, 0.972282, 0.970314, 0.864596, 1, 252, 1
132, 201, 244, 10300200, 2, 23, 13, 366, 229, 305, 1, 0.756731, 0.646491, 0.566732, 0.549669, 252, 0
23, 201, 284, 10300200, 2, 193, 305, 311, 386, 366, 0.972957, 0.86046, 0.794807, 0.846337, 0.75424, 252, 0
13, 198, 315, 10300200, 2, 205, 299, 363, 311, 65, 1, 1, 1, 1, 0.860406, 252, 1
311, 201, 412, 10300627, 3, 188, 65, 45, 205, 274, 1, 1, 0.863554, 1, 1, 252, 0
363, 201, 412, 10300627, 3, 276, 188, 65, 45, 205, 1, 1, 1, 0.755609, 1, 252, 0
299, 201, 418, 10300627, 3, 188, 113, 65, 45, 205, 1, 0.886243, 1, 0.755609, 1, 252, 0
205, 201, 446, 10300627, 3, 65, 222, 113, 210, 45, 1, 0.754346, 0.794242, 0.303374, 0.539721, 252, 1
65, 201, 485, 10301002, 4, 222, 113, 210, 67, 276, 0.953417, 0.844856, 0.379301, 0.324285, 0.275415, 252, 1
113, 198, 532, 10301003, 4, 67, 210, 276, 222, 107, 0.972856, 0.968766, 1, 1, 0.645163, 252, 0
222, 198, 564, 10301003, 4, 67, 210, 276, 107, 10, 0.972856, 1, 1, 0.75269, 0.55059, 252, 0
113, 198, 532, 10301313, 5, 67, 210, 276, 222, 107, 0.972823, 0.968734, 1, 1, 0.645141, 252, 0
222, 198, 564, 10301313, 5, 67, 210, 276, 107, 10, 0.972823, 1, 1, 0.752665, 0.550566, 252, 1
276, 201, 618, 10301313, 5, 107, 10, 67, 210, 295, 0.967712, 0.955706, 0.972823, 1, 0.413687, 252, 0
276, 201, 618, 10301714, 6, 107, 10, 67, 210, 295, 0.96767, 0.955645, 0.972781, 1, 0.413664, 252, 0
210, 201, 645, 10301714, 6, 107, 324, 67, 10, 295, 0.860151, 1, 1, 0.604533, 0.483982, 252, 0
67, 201, 691, 10301714, 6, 295, 324, 190, 178, 246, 0.965216, 0.823327, 0.702564, 0.688066, 0.54999, 252, 1
10, 198, 712, 10301714, 6, 271, 324, 246, 190, 295, 0.8616, 1, 1, 1, 1, 252, 0
178, 198, 757, 10302141, 7, 136, 271, 3, 324, 246, 0.861052, 0.969256, 0.645915, 1, 1, 252, 0
295, 198, 780, 10302141, 7, 136, 271, 3, 324, 246, 0.968684, 1, 0.753567, 1, 1, 252, 1
324, 201, 812, 10302141, 7, 3, 136, 271, 10000000, 10000000, 0.968872, 1, 1, 0, 0, 252, 0
190, 201, 845, 10302142, 7, 271, 3, 136, 324, 246, 1, 0.753567, 0.861052, 1, 1, 252, 0
271, 220, 798, 10302568, 8, 352, 3, 227, 95, 136, 0.913504, 0.968827, 0.6894, 0.725997, 1, 252, 1
324, 201, 812, 10302568, 8, 3, 136, 271, 10000000, 10000000, 0.968827, 1, 1, 0, 0, 252, 0
246, 201, 819, 10302569, 8, 136, 271, 3, 10000000, 10000000, 1, 1, 0.753532, 0, 0, 252, 0
136, 247, 798, 10306769, 9, 227, 304, 215, 95, 3, 0.702098, 0.685446, 0.685724, 0.756045, 0.968389, 252, 0
3, 275, 798, 10306769, 9, 352, 304, 227, 215, 95, 0.755514, 0.725766, 0.726351, 0.754927, 0.846566, 252, 1
95, 318, 801, 10306769, 9, 82, 181, 292, 352, 304, 1, 1, 1, 1, 1, 252, 0
95, 318, 801, 10310969, 10, 82, 181, 292, 352, 304, 1, 1, 1, 1, 1, 252, 0
215, 354, 801, 10310969, 10, 82, 181, 292, 177, 304, 0.9668, 1, 1, 1, 1, 252, 0
227, 381, 801, 10310969, 10, 387, 309, 82, 181, 141, 1, 0.873818, 1, 1, 0.703767, 252, 0
304, 387, 801, 10310969, 10, 33, 82, 181, 292, 177, 0.934281, 1, 1, 1, 1, 252, 0
352, 387, 801, 10310969, 10, 33, 360, 141, 82, 181, 1, 0.880958, 0.872264, 1, 1, 252, 1
181, 444, 798, 10311279, 11, 240, 387, 358, 257, 33, 1, 0.825522, 0.755393, 0.751832, 0.860666, 252, 0
82, 484, 798, 10311279, 11, 317, 358, 384, 33, 240, 0.950892, 0.823147, 0.754055, 0.954317, 0.687765, 252, 0
33, 520, 801, 10311279, 11, 6, 194, 240, 337, 309, 1, 1, 1, 0.969524, 0.970906, 252, 1
141, 551, 801, 10311280, 11, 6, 194, 240, 337, 393, 1, 1, 1, 0.969524, 1, 252, 0
337, 612, 798, 10311616, 12, 6, 194, 301, 240, 223, 1, 1, 0.41102, 1, 0.318741, 252, 0
240, 618, 798, 10311616, 12, 223, 6, 194, 211, 301, 1, 1, 1, 0.463965, 0.362097, 252, 0
194, 646, 798, 10311616, 12, 6, 223, 301, 133, 211, 1, 0.362512, 0.362097, 0.317766, 0.231983, 252, 0
6, 685, 798, 10311616, 12, 211, 301, 223, 248, 133, 0.909108, 0.945472, 0.550728, 0.537168, 0.189286, 252, 1
223, 822, 798, 10312017, 13, 196, 307, 57, 329, 51, 1, 0.882099, 1, 0.687231, 0.754462, 252, 0
211, 849, 798, 10312018, 13, 252, 57, 329, 196, 355, 0.75285, 1, 0.646473, 0.647649, 0.603947, 252, 1
57, 889, 798, 10312419, 14, 355, 307, 329, 196, 252, 1, 1, 0.861927, 0.755558, 0.537727, 252, 0
196, 956, 801, 10312419, 14, 329, 252, 355, 307, 226, 1, 1, 1, 1, 1, 252, 0
329, 987, 801, 10312419, 14, 10000000, 10000000, 10000000, 10000000, 10000000, 0, 0, 0, 0, 0, 252, 0
355, 1001, 812, 10312419, 14, 329, 252, 307, 10000000, 10000000, 1, 1, 1, 0, 0, 252, 0
196, 956, 801, 10316619, 15, 329, 252, 355, 307, 226, 1, 1, 1, 1, 1, 252, 0
329, 987, 801, 10316619, 15, 10000000, 10000000, 10000000, 10000000, 10000000, 0, 0, 0, 0, 0, 252, 0
307, 1001, 812, 10316619, 15, 252, 329, 355, 10000000, 10000000, 1, 0.861537, 1, 0, 0, 252, 0
355, 1001, 812, 10316619, 15, 329, 252, 307, 10000000, 10000000, 1, 1, 1, 0, 0, 252, 0
307, 1001, 812, 10316929, 16, 252, 329, 355, 10000000, 10000000, 1, 0.861508, 1, 0, 0, 252, 0
329, 987, 801, 10316929, 16, 10000000, 10000000, 10000000, 10000000, 10000000, 0, 0, 0, 0, 0, 252, 0
355, 1001, 812, 10325129, 17, 329, 252, 307, 10000000, 10000000, 1, 1, 1, 0, 0, 252, 0
329, 987, 801, 10325129, 17, 10000000, 10000000, 10000000, 10000000, 10000000, 0, 0, 0, 0, 0, 252, 0
307, 1001, 812, 10333329, 18, 252, 329, 355, 10000000, 10000000, 1, 0.85999, 1, 0, 0, 252, 0
329, 987, 801, 10333329, 18, 10000000, 10000000, 10000000, 10000000, 10000000, 0, 0, 0, 0, 0, 252, 0
355, 1001, 812, 10341529, 19, 329, 252, 307, 10000000, 10000000, 1, 1, 1, 0, 0, 252, 0
329, 987, 801, 10341529, 19, 10000000, 10000000, 10000000, 10000000, 10000000, 0, 0, 0, 0, 0, 252, 0
307, 1001, 812, 10349729, 20, 252, 329, 355, 10000000, 10000000, 1, 0.858476, 1, 0, 0, 252, 0
329, 987, 801, 10349729, 20, 10000000, 10000000, 10000000, 10000000, 10000000, 0, 0, 0, 0, 0, 252, 0
355, 1001, 812, 10357929, 21, 329, 252, 307, 10000000, 10000000, 1, 1, 1, 0, 0, 252, 0
329, 987, 801, 10357929, 21, 10000000, 10000000, 10000000, 10000000, 10000000, 0, 0, 0, 0, 0, 252, 0
27, 293, 198, 11299999, 1, 314, 310, 241, 117, 197, 0.930396, 0.970343, 0.864316, 0.688879, 0.844995, 383, 0
197, 345, 201, 11300200, 2, 88, 117, 118, 244, 41, 1, 1, 0.971057, 1, 0.864105, 383, 0
241, 371, 201, 11300200, 2, 41, 88, 118, 117, 244, 1, 1, 1, 1, 1, 383, 0
310, 386, 201, 11300200, 2, 239, 41, 88, 49, 118, 1, 1, 1, 0.937851, 1, 383, 0
314, 413, 198, 11300200, 2, 41, 312, 49, 88, 118, 1, 0.846603, 0.958011, 1, 1, 383, 1
118, 401, 257, 11300497, 3, 217, 224, 116, 351, 300, 0.876044, 0.950954, 0.963235, 0.846097, 0.779295, 383, 1
49, 501, 201, 11300497, 3, 102, 137, 287, 380, 312, 1, 1, 0.972598, 1, 1, 383, 1
88, 510, 198, 11300497, 3, 86, 380, 102, 312, 287, 1, 0.965079, 0.724299, 0.823748, 0.761444, 383, 0
312, 587, 201, 11308697, 4, 347, 114, 102, 137, 272, 0.793126, 1, 1, 1, 0.687593, 383, 0
380, 587, 201, 11308697, 4, 347, 114, 47, 102, 137, 1, 1, 0.844936, 1, 1, 383, 0
287, 627, 198, 11308698, 4, 319, 385, 86, 272, 102, 1, 0.947174, 0.96787, 0.825112, 1, 383, 1
116, 398, 333, 11316697, 4, 104, 217, 300, 395, 388, 1, 1, 1, 1, 1, 383, 0
224, 398, 367, 11316697, 4, 115, 104, 217, 279, 166, 0.962048, 1, 1, 1, 0.966472, 383, 1
351, 398, 387, 11316698, 4, 104, 24, 166, 217, 279, 1, 0.966375, 1, 1, 1, 383, 0
300, 401, 420, 11316698, 4, 115, 104, 24, 166, 217, 0.862851, 1, 0.966375, 1, 1, 383, 0
102, 692, 198, 11316898, 5, 350, 237, 272, 316, 119, 0.793186, 0.755757, 0.795949, 0.751919, 0.699497, 383, 0
319, 801, 213, 11316898, 5, 58, 40, 126, 187, 250, 1, 0.951779, 1, 0.725791, 1, 383, 1
250, 801, 226, 11317338, 6, 187, 58, 126, 40, 111, 0.949868, 1, 1, 0.72536, 0.274215, 383, 0
126, 801, 259, 11317338, 6, 58, 40, 187, 10000000, 10000000, 1, 0.825075, 0.604793, 0, 0, 383, 0
58, 801, 304, 11317338, 6, 187, 111, 40, 10000000, 10000000, 0.861436, 0.604434, 0.859144, 0, 0, 383, 1
40, 798, 310, 11317339, 6, 111, 306, 367, 398, 283, 1, 0.968133, 0.967901, 0.96602, 0.862915, 383, 0
187, 798, 349, 11317339, 6, 111, 283, 398, 367, 306, 1, 1, 1, 1, 1, 383, 0
40, 798, 310, 11317610, 7, 111, 306, 367, 398, 283, 1, 0.968105, 0.967873, 0.965992, 0.86289, 383, 0
187, 798, 349, 11317610, 7, 111, 283, 398, 367, 306, 1, 1, 1, 1, 1, 383, 1
306, 787, 401, 11317985, 8, 111, 87, 76, 93, 139, 1, 0.842644, 1, 1, 1, 383, 0
367, 787, 401, 11317985, 8, 87, 111, 280, 146, 93, 0.943311, 1, 0.754878, 0.684606, 1, 383, 0
398, 787, 401, 11317985, 8, 334, 146, 111, 87, 93, 0.877921, 0.944104, 1, 0.753619, 1, 383, 0
111, 801, 481, 11317985, 8, 261, 146, 280, 87, 371, 0.91323, 0.860893, 0.753243, 1, 0.60744, 383, 1
87, 798, 505, 11318334, 9, 94, 131, 261, 371, 334, 1, 1, 1, 1, 1, 383, 0
146, 798, 541, 11318334, 9, 94, 131, 261, 371, 334, 1, 1, 1, 1, 1, 383, 0
280, 798, 573, 11318334, 9, 94, 37, 131, 261, 371, 1, 0.8672, 1, 1, 1, 383, 0
371, 801, 612, 11318335, 9, 171, 94, 131, 261, 297, 0.953999, 1, 1, 1, 0.477137, 383, 0
261, 801, 628, 11318335, 9, 171, 37, 94, 131, 297, 1, 0.945992, 1, 1, 0.43126, 383, 1
131, 801, 651, 11318671, 10, 171, 37, 94, 297, 248, 1, 0.958814, 1, 0.755894, 0.429697, 383, 0
94, 801, 696, 11318671, 10, 248, 297, 171, 37, 133, 1, 0.970299, 1, 1, 0.317961, 383, 0
37, 798, 707, 11318671, 10, 69, 133, 248, 301, 297, 0.967491, 1, 1, 0.968561, 1, 383, 0
171, 798, 744, 11318671, 10, 69, 133, 248, 223, 301, 1, 1, 1, 1, 1, 383, 1
297, 798, 770, 11318671, 10, 69, 133, 248, 211, 223, 0.967491, 1, 1, 0.96738, 1, 383, 0
248, 801, 829, 11318981, 11, 69, 74, 133, 211, 57, 1, 0.795778, 1, 1, 0.755173, 383, 0
133, 801, 858, 11318981, 11, 69, 74, 10000000, 10000000, 10000000, 0.967459, 0.752593, 0, 0, 0, 383, 0
69, 801, 901, 11318981, 11, 74, 10000000, 10000000, 10000000, 10000000, 0.942693, 0, 0, 0, 0, 383, 1
74, 798, 907, 11319357, 12, 97, 281, 10000000, 10000000, 10000000, 0.539113, 0.751889, 0, 0, 0, 383, 1
217, 401, 440, 11320898, 5, 115, 104, 154, 10000000, 10000000, 0.841772, 1, 0.378801, 0, 0, 383, 0
115, 398, 521, 11320898, 5, 79, 154, 162, 108, 182, 1, 1, 0.752012, 0.603708, 0.755017, 383, 1
154, 401, 648, 11321325, 6, 79, 108, 96, 31, 177, 1, 0.647065, 0.7529, 0.273576, 0.189499, 383, 1
79, 401, 694, 11325526, 7, 292, 108, 177, 31, 10000000, 0.941776, 0.862363, 0.481948, 0.317634, 0, 383, 1
108, 398, 714, 11325526, 7, 31, 177, 292, 352, 304, 0.967912, 1, 1, 1, 1, 383, 0
108, 398, 714, 11325797, 8, 31, 177, 292, 352, 304, 0.967883, 1, 1, 1, 1, 383, 0
292, 401, 827, 11325797, 8, 181, 31, 82, 52, 289, 1, 1, 0.753535, 0.840923, 0.751543, 383, 1
177, 401, 854, 11325797, 8, 169, 31, 52, 82, 181, 0.965292, 1, 0.945954, 0.645887, 0.861218, 383, 0
31, 401, 896, 11326120, 9, 169, 289, 82, 10000000, 10000000, 0.96902, 0.751517, 0.53822, 0, 0, 383, 1
52, 398, 909, 11326120, 9, 327, 364, 231, 195, 289, 0.966588, 0.965672, 0.860366, 0.750692, 1, 383, 0
289, 398, 973, 11326120, 9, 195, 231, 42, 364, 327, 1, 1, 0.751771, 1, 1, 383, 0
169, 398, 946, 11330320, 10, 364, 327, 231, 195, 42, 1, 1, 0.967474, 0.857547, 0.644085, 383, 1
289, 398, 973, 11330320, 10, 195, 231, 42, 364, 327, 1, 1, 0.751432, 1, 1, 383, 0
327, 412, 998, 11330631, 11, 42, 195, 231, 253, 322, 0.966095, 1, 1, 0.377422, 0.376758, 383, 0
364, 412, 998, 11330631, 11, 42, 195, 231, 322, 361, 1, 1, 1, 0.24024, 0.188437, 383, 1
231, 427, 998, 11330915, 12, 42, 195, 361, 253, 10000000, 1, 1, 0.376854, 0.321978, 0, 383, 0
195, 453, 998, 11330915, 12, 361, 42, 322, 253, 10000000, 0.869684, 1, 0.376738, 0.361597, 0, 383, 0
42, 505, 998, 11330915, 12, 253, 361, 140, 322, 80, 0.723193, 0.600474, 0.536009, 0.376738, 0.322499, 383, 1
