source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
238, 181, 201, 10299999, 1, 197, 23, 27, 310, 132, 1, 0.972282, 0.972671, 0.781029, 1, 211, 1
132, 201, 244, 10300200, 2, 23, 366, 13, 229, 305, 1, 0.646491, 0.756731, 0.566732, 0.549669, 211, 0
23, 201, 284, 10300200, 2, 193, 305, 311, 386, 366, 0.972957, 0.86046, 0.794807, 0.846337, 0.75424, 211, 1
27, 278, 198, 10300200, 2, 310, 314, 197, 241, 117, 0.966736, 0.909243, 0.823692, 0.754523, 0.639144, 211, 1
193, 198, 351, 10304400, 3, 65, 205, 274, 299, 363, 1, 1, 1, 1, 1, 211, 1
305, 198, 387, 10304400, 3, 65, 188, 45, 205, 274, 1, 1, 0.863202, 1, 1, 211, 0
366, 198, 387, 10304400, 3, 65, 188, 45, 205, 274, 1, 1, 0.863202, 1, 1, 211, 0
311, 201, 412, 10304400, 3, 65, 188, 45, 205, 274, 1, 1, 0.863202, 1, 1, 211, 0
363, 201, 412, 10304788, 4, 276, 65, 188, 205, 45, 1, 1, 1, 1, 0.75527, 211, 0
299, 201, 418, 10304788, 4, 113, 65, 188, 205, 45, 0.884612, 1, 1, 1, 0.75527, 211, 0
205, 201, 446, 10304788, 4, 65, 222, 113, 210, 276, 1, 0.754008, 0.793718, 0.302991, 0.242184, 211, 0
65, 201, 485, 10304788, 4, 222, 113, 210, 67, 276, 0.952844, 0.84447, 0.379029, 0.324153, 0.275272, 211, 1
113, 198, 532, 10305099, 5, 67, 210, 276, 222, 107, 0.972425, 0.968339, 1, 1, 0.644879, 211, 0
222, 198, 564, 10305099, 5, 67, 210, 276, 107, 10, 0.972425, 1, 1, 0.752358, 0.550279, 211, 1
276, 201, 618, 10305099, 5, 107, 67, 10, 210, 295, 0.967318, 0.972425, 0.95513, 1, 0.413471, 211, 0
210, 201, 645, 10305099, 5, 324, 107, 67, 10, 295, 1, 0.859838, 1, 0.604285, 0.483784, 211, 0
276, 201, 618, 10305500, 6, 107, 67, 10, 210, 295, 0.967276, 0.972383, 0.955069, 1, 0.413448, 211, 0
210, 201, 645, 10305500, 6, 324, 107, 67, 10, 295, 1, 0.859801, 1, 0.604256, 0.483761, 211, 0
