source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
226, 201, 218, 10299999, 1, 174, 23, 126, 13, 27, 0.845611, 1, 1, 0.646254, 0.971217, 141, 1
126, 201, 244, 10300200, 2, 265, 259, 174, 13, 23, 1, 0.967598, 1, 0.797069, 0.96953, 141, 0
23, 201, 284, 10300200, 2, 174, 265, 186, 13, 259, 0.956778, 0.702813, 0.569046, 0.753947, 0.604749, 141, 1
13, 198, 315, 10300200, 2, 65, 186, 254, 265, 259, 1, 1, 1, 1, 1, 141, 0
13, 198, 315, 10304400, 3, 65, 186, 254, 265, 259, 1, 1, 1, 1, 1, 141, 0
174, 198, 351, 10304400, 3, 65, 186, 254, 265, 251, 1, 1, 1, 1, 0.972492, 141, 1
259, 198, 387, 10304400, 3, 65, 45, 186, 172, 254, 1, 0.971433, 1, 1, 1, 141, 0
265, 201, 412, 10304400, 3, 65, 186, 172, 45, 254, 1, 1, 1, 0.863496, 1, 141, 0
186, 201, 446, 10304400, 3, 65, 191, 10000000, 10000000, 10000000, 0.96782, 0.274713, 0, 0, 0, 141, 0
265, 201, 412, 10304723, 4, 65, 186, 172, 45, 254, 1, 1, 1, 0.863466, 1, 141, 0
254, 201, 418, 10304723, 4, 65, 186, 172, 45, 191, 1, 1, 1, 0.863466, 0.323595, 141, 0
186, 201, 446, 10304723, 4, 65, 191, 10000000, 10000000, 10000000, 0.967786, 0.274701, 0, 0, 0, 141, 0
65, 201, 485, 10304723, 4, 191, 67, 10000000, 10000000, 10000000, 0.567908, 0.323845, 0, 0, 0, 141, 1
191, 201, 646, 10305112, 5, 279, 67, 10, 223, 55, 0.781382, 1, 0.604138, 0.478545, 0.137432, 141, 1
67, 201, 690, 10305461, 6, 279, 223, 10, 173, 55, 0.94383, 0.876338, 0.863103, 0.430135, 0.323535, 141, 1
10, 198, 713, 10305461, 6, 55, 173, 223, 279, 248, 1, 1, 1, 1, 0.861735, 141, 0
279, 201, 812, 10305461, 6, 3, 130, 55, 248, 173, 1, 1, 1, 1, 1, 141, 1
223, 201, 819, 10305462, 6, 3, 130, 55, 166, 248, 0.970106, 1, 1, 0.862652, 1, 141, 0
248, 220, 798, 10305889, 7, 288, 196, 3, 95, 130, 0.94559, 0.954159, 1, 0.797721, 1, 141, 0
173, 201, 845, 10305889, 7, 55, 59, 3, 130, 166, 1, 0.862253, 0.754493, 0.861173, 0.646959, 141, 0
130, 248, 798, 10305889, 7, 258, 196, 3, 288, 95, 0.955862, 0.948257, 1, 0.605421, 0.539144, 141, 0
55, 201, 880, 10305889, 7, 166, 59, 3, 10000000, 10000000, 0.945623, 0.846824, 0.646708, 0, 0, 141, 0
3, 275, 798, 10305889, 7, 196, 288, 258, 204, 95, 0.933398, 0.86212, 0.796552, 0.645079, 0.646973, 141, 1
95, 318, 801, 10306199, 8, 82, 288, 258, 204, 196, 0.968935, 1, 1, 1, 1, 141, 0
