source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id ,send_log
346, 1, 212, 10299999, 1, 238, 56, 32, 216, 282, 0.872576, 1, 1, 1, 0.687569, 248, 1, 0, 0, 0, 1, 1
216, 45, 198, 10300200, 2, 174, 348, 17, 56, 313, 0.235196, 0.234074, 0.946299, 1, 0.635685, 248, 1, 1, 0, 0, 1, 0
32, 1, 282, 10300200, 2, 348, 282, 64, 174, 56, 0.863201, 0.82506, 1, 0.755341, 0.752888, 248, 1, 1, 0, 0, 0, 1
56, 82, 198, 10300200, 2, 159, 129, 313, 249, 238, 0.639518, 0.725587, 0.570104, 0.548006, 0.551532, 248, 0, 0, 1, 1, 1, 0
238, 181, 201, 10300200, 2, 13, 23, 71, 27, 132, 0.969013, 1, 0.918837, 0.972652, 0.971632, 248, 0, 0, 0, 0, 0, 1
132, 201, 244, 10300783, 3, 299, 305, 23, 229, 399, 0.877153, 0.757615, 1, 0.603188, 0.538728, 248, 1, 1, 0, 1, 1, 0
23, 201, 284, 10300783, 3, 260, 363, 305, 336, 262, 0.121097, 0.930965, 0.860407, 0.482811, 0.482495, 248, 1, 1, 1, 1, 1, 0
27, 278, 198, 10300783, 3, 356, 244, 83, 314, 310, 0.95106, 0.915608, 0.120681, 0.701622, 0.537986, 248, 1, 1, 1, 1, 1, 0
13, 198, 315, 10300783, 3, 299, 363, 311, 205, 336, 1, 1, 1, 1, 0.969309, 248, 1, 1, 1, 0, 1, 1
71, 323, 201, 10300784, 3, 116, 378, 325, 260, 244, 1, 1, 1, 0.861087, 1, 248, 0, 1, 1, 1, 1, 0
336, 187, 401, 10301367, 4, 395, 386, 366, 305, 399, 1, 1, 1, 1, 0.969649, 248, 1, 1, 1, 1, 1, 0
311, 201, 412, 10301367, 4, 276, 45, 65, 188, 205, 1, 0.971422, 1, 1, 1, 248, 1, 0, 0, 0, 0, 0
363, 201, 412, 10301367, 4, 395, 274, 18, 299, 300, 1, 1, 1, 0.968749, 0.789548, 248, 1, 1, 0, 1, 1, 0
299, 201, 418, 10301367, 4, 18, 45, 168, 65, 188, 1, 0.971422, 0.785213, 1, 1, 248, 0, 0, 0, 0, 0, 1
205, 201, 446, 10301367, 4, 395, 224, 278, 168, 335, 1, 1, 0.233458, 0.159596, 0.159234, 248, 1, 0, 1, 1, 1, 0
188, 248, 398, 10301950, 5, 278, 372, 45, 339, 18, 0.797428, 0.704453, 0.971361, 0.569317, 0.688055, 248, 1, 1, 0, 1, 0, 0
65, 201, 485, 10301950, 5, 189, 276, 278, 222, 113, 0.234187, 0.43074, 0.3039, 0.794397, 0.759066, 248, 1, 1, 1, 0, 0, 0
18, 312, 401, 10301950, 5, 24, 166, 351, 302, 300, 1, 1, 1, 1, 1, 248, 0, 0, 1, 1, 1, 1
168, 354, 401, 10301950, 5, 24, 104, 166, 279, 351, 1, 0.971761, 1, 1, 1, 248, 0, 0, 0, 1, 1, 0
351, 398, 387, 10302533, 6, 335, 104, 24, 166, 53, 1, 1, 0.969903, 1, 0.781437, 248, 1, 0, 0, 0, 0, 0
300, 401, 415, 10302534, 6, 53, 144, 24, 104, 115, 1, 0.885714, 1, 1, 0.72662, 248, 0, 0, 0, 0, 0, 0
166, 445, 398, 10302534, 6, 24, 104, 53, 144, 286, 1, 0.9717, 0.752904, 0.648013, 0.465154, 248, 0, 0, 0, 0, 1, 0
24, 485, 398, 10302534, 6, 286, 182, 347, 144, 120, 0.967322, 0.137194, 0.43226, 0.723337, 0.549774, 248, 1, 1, 1, 0, 0, 1
144, 554, 401, 10303117, 7, 21, 290, 179, 347, 35, 0.970587, 0.968374, 0.970724, 1, 0.970754, 248, 0, 1, 0, 1, 0, 0
347, 601, 412, 10303117, 7, 85, 21, 179, 35, 332, 1, 1, 1, 0.970754, 0.548605, 248, 0, 0, 0, 0, 1, 0
286, 601, 419, 10303117, 7, 21, 332, 130, 179, 85, 1, 0.795002, 0.797445, 1, 0.687379, 248, 0, 1, 0, 0, 0, 1
179, 601, 445, 10303700, 8, 243, 367, 306, 139, 332, 1, 0.15955, 0.120735, 0.13708, 0.760984, 248, 1, 1, 1, 1, 1, 0
21, 601, 487, 10303700, 8, 332, 186, 130, 243, 85, 1, 0.68674, 0.723795, 0.540008, 0.687324, 248, 1, 0, 0, 1, 0, 1
85, 598, 515, 10303700, 8, 4, 186, 273, 84, 332, 0.967382, 0.970086, 0.968457, 0.864187, 1, 248, 0, 0, 1, 0, 1, 0
130, 598, 552, 10303701, 8, 4, 186, 273, 128, 84, 0.967382, 1, 0.968457, 0.864123, 0.756163, 248, 0, 0, 1, 0, 0, 0
85, 598, 515, 10304283, 9, 4, 186, 273, 84, 332, 0.967322, 0.970025, 0.968397, 0.864132, 1, 248, 0, 0, 1, 0, 1, 0
130, 598, 552, 10304284, 9, 4, 186, 273, 128, 84, 0.967322, 1, 0.968396, 0.864069, 0.756115, 248, 0, 0, 1, 0, 0, 0
243, 598, 580, 10304284, 9, 4, 204, 186, 128, 84, 1, 0.920767, 1, 1, 0.864132, 248, 0, 0, 0, 0, 0, 0
332, 598, 587, 10304284, 9, 4, 84, 186, 309, 128, 1, 1, 1, 0.7789, 1, 248, 0, 0, 0, 1, 0, 1
128, 642, 598, 10304867, 10, 371, 148, 377, 261, 251, 1, 1, 0.75492, 0.697896, 0.537394, 248, 1, 0, 1, 1, 1, 0
186, 601, 647, 10304867, 10, 387, 309, 317, 358, 318, 1, 0.797263, 0.551361, 0.363346, 0.234841, 248, 1, 1, 1, 1, 1, 0
4, 601, 689, 10304867, 10, 309, 236, 358, 204, 393, 0.956716, 0.861934, 0.873126, 0.862832, 0.724227, 248, 1, 1, 1, 0, 1, 1
309, 598, 787, 10304867, 10, 6, 194, 240, 337, 112, 1, 1, 1, 0.970196, 1, 248, 0, 0, 1, 1, 0, 0
204, 598, 752, 10305450, 11, 393, 360, 309, 6, 337, 1, 1, 1, 0.864203, 1, 248, 1, 1, 1, 0, 1, 0
236, 598, 778, 10305450, 11, 6, 194, 240, 337, 112, 1, 1, 1, 0.970135, 1, 248, 0, 0, 1, 1, 0, 0
309, 598, 787, 10305450, 11, 6, 194, 240, 337, 112, 1, 1, 1, 0.970135, 1, 248, 0, 0, 1, 1, 0, 1
393, 598, 787, 10305450, 11, 6, 194, 240, 337, 112, 1, 1, 1, 0.970135, 1, 248, 0, 0, 1, 1, 0, 0
337, 612, 798, 10306033, 12, 301, 6, 194, 240, 133, 1, 1, 1, 1, 0.159025, 248, 1, 0, 0, 1, 1, 0
240, 618, 798, 10306033, 12, 6, 194, 211, 301, 133, 1, 1, 0.432029, 0.303406, 0.234309, 248, 0, 0, 1, 1, 1, 0
194, 646, 798, 10306034, 12, 248, 6, 301, 223, 10000000, 0.876224, 1, 0.483123, 0.362757, 0, 248, 1, 0, 1, 1, 1, 0
112, 601, 857, 10306034, 12, 6, 194, 240, 337, 57, 0.972168, 1, 1, 1, 0.158679, 248, 0, 0, 1, 1, 1, 0
6, 685, 798, 10306034, 12, 248, 301, 223, 211, 133, 0.859986, 0.883632, 0.483676, 0.440728, 0.274909, 248, 1, 1, 1, 0, 1, 1
