source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,send_log
164, 248, -1, 10299999, 1, 123, 180, 267, 60, 98, 1, 1, 0.884291, 1, 1, 6, 1
98, 201, 76, 10300200, 2, 71, 240, 27, 152, 153, 0.871775, 0.965867, 0.82689, 1, 0.825086, 6, 0
60, 198, 105, 10300200, 2, 13, 27, 153, 126, 267, 1, 1, 1, 0.97126, 1, 6, 1
267, 201, 212, 10312633, 3, 172, 13, 23, 174, 251, 0.932538, 0.928662, 0.968233, 0.795737, 0.697797, 6, 0
27, 278, 198, 10312633, 3, 18, 172, 218, 178, 13, 1, 0.791204, 0.956074, 1, 1, 6, 1
126, 201, 245, 10312633, 3, 265, 174, 151, 13, 259, 1, 1, 0.864891, 0.954591, 0.79553, 6, 0
178, 355, 201, 10317067, 4, 160, 41, 88, 112, 221, 1, 1, 1, 1, 1, 6, 0
218, 380, 201, 10317067, 4, 255, 41, 162, 88, 112, 0.778423, 0.967703, 0.754281, 0.967035, 1, 6, 1
112, 449, 198, 10325500, 5, 187, 41, 266, 111, 88, 1, 1, 1, 0.685142, 1, 6, 0
41, 401, 287, 10325500, 5, 53, 198, 162, 24, 201, 1, 0.912088, 0.820266, 0.686565, 0.752077, 6, 1
88, 495, 198, 10325500, 5, 41, 216, 266, 116, 131, 1, 1, 0.720988, 0.753092, 0.635238, 6, 0
201, 398, 375, 10329933, 6, 156, 104, 24, 198, 160, 1, 1, 1, 1, 0.966255, 6, 0
162, 354, 401, 10329933, 6, 104, 24, 198, 160, 255, 1, 1, 1, 0.966255, 1, 6, 0
53, 516, 401, 10329933, 6, 124, 21, 114, 35, 138, 1, 1, 1, 0.967228, 0.967576, 6, 1
138, 555, 401, 10330367, 7, 21, 85, 122, 124, 114, 1, 0.792753, 0.607906, 0.537276, 1, 6, 0
21, 601, 487, 10330367, 7, 90, 287, 84, 220, 122, 1, 1, 0.940297, 1, 0.821206, 6, 0
114, 644, 398, 10330367, 7, 21, 167, 85, 287, 220, 1, 0.762757, 0.82256, 0.538776, 0.480299, 6, 0
35, 683, 398, 10330367, 7, 124, 140, 21, 84, 85, 1, 1, 0.967686, 0.600879, 0.428893, 6, 0
124, 598, 552, 10330367, 7, 4, 122, 250, 287, 84, 0.966018, 1, 1, 1, 0.860191, 6, 1
287, 598, 587, 10330800, 8, 4, 84, 122, 296, 250, 1, 0.967669, 1, 0.601696, 0.969254, 6, 0
250, 620, 598, 10330800, 8, 4, 19, 217, 213, 296, 1, 0.697324, 0.602172, 0.480917, 0.474651, 6, 0
122, 643, 598, 10330800, 8, 4, 19, 175, 263, 296, 0.858642, 0.646089, 0.429711, 0.435773, 0.428849, 6, 0
84, 685, 598, 10330800, 8, 37, 4, 217, 185, 125, 1, 0.965973, 0.548457, 0.430463, 1, 6, 0
4, 601, 690, 10330801, 8, 263, 185, 213, 175, 296, 1, 1, 0.794183, 0.644788, 0.720839, 6, 1
185, 598, 751, 10331234, 9, 6, 175, 217, 296, 213, 1, 1, 1, 1, 1, 6, 0
213, 598, 778, 10331234, 9, 6, 175, 217, 296, 263, 1, 0.967138, 1, 1, 1, 6, 0
