source_id,send_x,send_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,send_id,destination_x,destination_y,pri_1,pri_2,pri_3,pri_4,pri_5
249, 201, 218, 201, 244, 10300200, 3, 1, 132, 249, 700, 750, 13, 23, 132, 193, 366
249, 201, 218, 201, 284, 10300200, 2, 1, 23, 249, 700, 750, 13, 23, 132, 193, 366
249, 201, 218, 198, 315, 10300200, 1, 1, 13, 249, 700, 750, 13, 23, 132, 193, 366
249, 201, 218, 198, 351, 10300200, 4, 1, 193, 249, 700, 750, 13, 23, 132, 193, 366
249, 201, 218, 198, 387, 10300200, 5, 1, 366, 249, 700, 750, 13, 23, 132, 193, 366
249, 198, 315, 201, 412, 10300718, 4, 1, 311, 13, 700, 750, 205, 299, 363, 311, 65
249, 198, 315, 201, 412, 10300718, 3, 1, 363, 13, 700, 750, 205, 299, 363, 311, 65
249, 198, 315, 201, 418, 10300718, 2, 1, 299, 13, 700, 750, 205, 299, 363, 311, 65
249, 198, 315, 201, 446, 10300718, 1, 1, 205, 13, 700, 750, 205, 299, 363, 311, 65
249, 201, 446, 201, 485, 10301236, 1, 1, 65, 205, 700, 750, 65, 222, 113, 210, 276
249, 201, 446, 198, 532, 10301237, 3, 1, 113, 205, 700, 750, 65, 222, 113, 210, 276
249, 201, 446, 198, 564, 10301237, 2, 1, 222, 205, 700, 750, 65, 222, 113, 210, 276
249, 201, 446, 201, 618, 10301237, 5, 1, 276, 205, 700, 750, 65, 222, 113, 210, 276
249, 201, 485, 198, 532, 10301755, 2, 1, 113, 65, 700, 750, 222, 113, 210, 67, 276
249, 201, 485, 198, 564, 10301755, 1, 1, 222, 65, 700, 750, 222, 113, 210, 67, 276
249, 201, 485, 201, 618, 10301755, 5, 1, 276, 65, 700, 750, 222, 113, 210, 67, 276
249, 198, 564, 201, 618, 10302273, 3, 1, 276, 222, 700, 750, 67, 210, 276, 107, 10
249, 198, 564, 201, 645, 10302273, 2, 1, 210, 222, 700, 750, 67, 210, 276, 107, 10
249, 198, 564, 201, 691, 10302273, 1, 1, 67, 222, 700, 750, 67, 210, 276, 107, 10
249, 198, 564, 198, 712, 10302273, 5, 1, 10, 222, 700, 750, 67, 210, 276, 107, 10
27, 293, 198, 345, 201, 11300200, 5, 1, 197, 27, 700, 750, 314, 310, 241, 117, 197
27, 293, 198, 371, 201, 11300200, 3, 1, 241, 27, 700, 750, 314, 310, 241, 117, 197
27, 293, 198, 386, 201, 11300200, 2, 1, 310, 27, 700, 750, 314, 310, 241, 117, 197
27, 293, 198, 413, 198, 11300200, 1, 1, 314, 27, 700, 750, 314, 310, 241, 117, 197
27, 413, 198, 401, 257, 11300718, 3, 1, 118, 314, 700, 750, 287, 41, 118, 88, 49
27, 413, 198, 501, 201, 11300718, 5, 1, 49, 314, 700, 750, 287, 41, 118, 88, 49
27, 413, 198, 510, 198, 11300718, 4, 1, 88, 314, 700, 750, 287, 41, 118, 88, 49
27, 401, 257, 401, 300, 11309236, 4, 1, 41, 118, 700, 750, 116, 351, 300, 41, 224
27, 401, 257, 398, 333, 11309236, 1, 1, 116, 118, 700, 750, 116, 351, 300, 41, 224
27, 401, 257, 398, 368, 11309236, 5, 1, 224, 118, 700, 750, 116, 351, 300, 41, 224
27, 401, 257, 398, 387, 11309237, 2, 1, 351, 118, 700, 750, 116, 351, 300, 41, 224
27, 401, 257, 401, 420, 11309237, 3, 1, 300, 118, 700, 750, 116, 351, 300, 41, 224
27, 398, 333, 401, 412, 11309755, 5, 1, 395, 116, 700, 750, 104, 115, 217, 300, 395
27, 398, 333, 401, 420, 11309755, 4, 1, 300, 116, 700, 750, 104, 115, 217, 300, 395
27, 510, 198, 575, 201, 11313236, 5, 1, 239, 88, 700, 750, 380, 312, 287, 102, 239
27, 510, 198, 587, 201, 11313236, 2, 1, 312, 88, 700, 750, 380, 312, 287, 102, 239
27, 510, 198, 587, 201, 11313236, 1, 1, 380, 88, 700, 750, 380, 312, 287, 102, 239
27, 587, 201, 601, 272, 11313755, 2, 1, 114, 380, 700, 750, 347, 114, 47, 206, 102
27, 587, 201, 598, 301, 11313755, 3, 1, 47, 380, 700, 750, 347, 114, 47, 206, 102
27, 587, 201, 598, 347, 11313755, 4, 1, 206, 380, 700, 750, 347, 114, 47, 206, 102
27, 587, 201, 601, 412, 11313755, 1, 1, 347, 380, 700, 750, 347, 114, 47, 206, 102
27, 601, 412, 601, 457, 11314273, 4, 1, 179, 347, 700, 750, 130, 21, 243, 179, 85
27, 601, 412, 601, 501, 11314273, 2, 1, 21, 347, 700, 750, 130, 21, 243, 179, 85
27, 601, 412, 598, 503, 11314273, 5, 1, 85, 347, 700, 750, 130, 21, 243, 179, 85
27, 601, 412, 598, 540, 11314274, 10000000, 1, 130, 347, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 601, 412, 598, 587, 11314274, 10000000, 1, 332, 347, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 401, 420, 401, 440, 11317755, 4, 1, 217, 300, 700, 750, 104, 115, 24, 217, 166
27, 401, 420, 401, 479, 11317755, 1, 1, 104, 300, 700, 750, 104, 115, 24, 217, 166
27, 401, 420, 398, 521, 11317755, 2, 1, 115, 300, 700, 750, 104, 115, 24, 217, 166
27, 401, 479, 398, 521, 11318273, 1, 1, 115, 104, 700, 750, 115, 154, 79, 10000000, 10000000
27, 601, 501, 598, 503, 11318791, 4, 1, 85, 21, 700, 750, 332, 243, 130, 85, 10000000
27, 398, 521, 401, 693, 11318792, 1, 1, 79, 115, 700, 750, 79, 154, 162, 108, 182
27, 601, 501, 598, 574, 11318792, 10000000, 1, 243, 21, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 598, 540, 601, 659, 11327728, 10000000, 2, 186, 130, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 601, 659, 598, 696, 11346361, 10000000, 3, 19, 186, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 601, 659, 601, 703, 11346361, 10000000, 3, 4, 186, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 601, 659, 598, 770, 11346361, 10000000, 3, 236, 186, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 601, 659, 598, 787, 11346361, 10000000, 3, 309, 186, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 601, 659, 598, 787, 11346361, 10000000, 3, 360, 186, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 598, 787, 598, 787, 11346757, 10000000, 4, 393, 309, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 598, 787, 587, 801, 11346757, 10000000, 4, 358, 309, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 598, 787, 587, 801, 11346757, 10000000, 4, 384, 309, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 598, 787, 587, 801, 11346757, 10000000, 4, 387, 309, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 598, 787, 612, 798, 11346757, 10000000, 4, 337, 309, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 598, 787, 587, 801, 11346757, 10000000, 4, 317, 309, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 598, 787, 624, 798, 11346758, 10000000, 4, 240, 309, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 598, 787, 572, 801, 11346758, 10000000, 4, 257, 309, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 598, 787, 598, 740, 11346758, 10000000, 4, 204, 309, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 598, 787, 658, 798, 11346758, 10000000, 4, 194, 309, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 598, 787, 601, 872, 11346758, 10000000, 4, 112, 309, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 598, 787, 598, 910, 11346758, 10000000, 4, 109, 309, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 598, 787, 598, 954, 11346758, 10000000, 4, 219, 309, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 658, 798, 699, 798, 11352437, 10000000, 5, 6, 194, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 658, 798, 538, 801, 11352437, 10000000, 5, 141, 194, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 658, 798, 507, 801, 11352437, 10000000, 5, 33, 194, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 658, 798, 813, 798, 11352437, 10000000, 5, 301, 194, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 658, 798, 498, 798, 11352437, 10000000, 5, 82, 194, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 658, 798, 830, 798, 11352437, 10000000, 5, 223, 194, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 598, 954, 612, 998, 11352764, 10000000, 5, 361, 219, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 598, 954, 612, 998, 11352764, 10000000, 5, 322, 219, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 572, 801, 457, 798, 11357097, 10000000, 5, 181, 257, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 572, 801, 386, 801, 11357097, 10000000, 5, 304, 257, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 598, 587, 627, 598, 11364001, 10000000, 2, 273, 332, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 598, 587, 542, 601, 11364001, 10000000, 2, 173, 332, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 830, 798, 862, 798, 11368527, 10000000, 6, 211, 223, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 830, 798, 905, 798, 11368527, 10000000, 6, 57, 223, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 830, 798, 908, 801, 11368527, 10000000, 6, 51, 223, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 830, 798, 945, 801, 11368528, 10000000, 6, 196, 223, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 830, 798, 975, 801, 11368528, 10000000, 6, 252, 223, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 830, 798, 1001, 813, 11368528, 10000000, 6, 307, 223, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 830, 798, 1001, 812, 11368528, 10000000, 6, 355, 223, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 542, 601, 654, 598, 11372098, 10000000, 3, 128, 173, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 542, 601, 698, 598, 11372098, 10000000, 3, 84, 173, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 612, 998, 626, 998, 11375145, 10000000, 6, 253, 361, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 612, 998, 655, 998, 11375145, 10000000, 6, 140, 361, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 612, 998, 697, 998, 11375145, 10000000, 6, 80, 361, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 612, 998, 702, 1001, 11375145, 10000000, 6, 36, 361, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 612, 998, 505, 998, 11375145, 10000000, 6, 42, 361, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 612, 998, 453, 998, 11375146, 10000000, 6, 195, 361, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 612, 998, 427, 998, 11375146, 10000000, 6, 231, 361, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 612, 998, 412, 998, 11375146, 10000000, 6, 364, 361, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 813, 798, 798, 770, 11376562, 10000000, 6, 297, 301, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 813, 798, 801, 829, 11376562, 10000000, 6, 248, 301, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 654, 598, 698, 601, 11377309, 10000000, 4, 90, 128, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 654, 598, 742, 601, 11377310, 10000000, 4, 143, 128, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 654, 598, 773, 601, 11377310, 10000000, 4, 251, 128, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 654, 598, 786, 601, 11377310, 10000000, 4, 318, 128, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 654, 598, 787, 601, 11377310, 10000000, 4, 377, 128, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 654, 598, 801, 612, 11377310, 10000000, 4, 371, 128, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 654, 598, 828, 598, 11377310, 10000000, 4, 277, 128, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 612, 998, 741, 1001, 11377916, 10000000, 6, 147, 322, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 612, 998, 772, 1001, 11377916, 10000000, 6, 281, 322, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 612, 998, 412, 998, 11377916, 10000000, 6, 327, 322, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 801, 612, 801, 613, 11386046, 10000000, 5, 334, 371, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 801, 612, 801, 629, 11386046, 10000000, 5, 261, 371, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 801, 612, 798, 573, 11386046, 10000000, 5, 280, 371, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 801, 612, 801, 652, 11386046, 10000000, 5, 131, 371, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 801, 612, 853, 598, 11386046, 10000000, 5, 148, 371, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 801, 612, 798, 540, 11386046, 10000000, 5, 146, 371, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 801, 612, 801, 697, 11386046, 10000000, 5, 94, 371, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 801, 612, 798, 706, 11386046, 10000000, 5, 37, 371, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 801, 612, 798, 505, 11386046, 10000000, 5, 87, 371, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 801, 612, 801, 481, 11386046, 10000000, 5, 111, 371, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 801, 612, 798, 743, 11386046, 10000000, 5, 171, 371, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 772, 1001, 909, 1001, 11387689, 10000000, 7, 1, 281, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 772, 1001, 945, 1001, 11387689, 10000000, 7, 198, 281, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 801, 829, 801, 859, 11390441, 10000000, 7, 133, 248, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 801, 829, 801, 902, 11390442, 10000000, 7, 69, 248, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 801, 829, 798, 906, 11390442, 10000000, 7, 74, 248, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 787, 601, 901, 598, 11392734, 10000000, 5, 9, 377, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 787, 601, 902, 601, 11392734, 10000000, 5, 70, 377, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 787, 601, 987, 601, 11392734, 10000000, 5, 376, 377, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 828, 598, 943, 601, 11394874, 10000000, 5, 202, 277, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
27, 828, 598, 972, 601, 11394874, 10000000, 5, 256, 277, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
284, 1, 233, 1, 274, 12300200, 4, 1, 176, 284, 700, 750, 348, 32, 64, 176, 174
