source_id,send_x,send_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,send_id,destination_x,destination_y,pri_1,pri_2,pri_3,pri_4,pri_5,pri_recover
8, 77, -1, 106, 1, 10300200, 3, 1, 38, 8, 700, 750, 29, 32, 38, 171, 7, 0
116, 148, 201, 175, 201, 11300200, 4, 1, 174, 116, 700, 750, 27, 119, 23, 174, 141, 0
116, 175, 201, 201, 257, 11312575, 4, 1, 119, 174, 700, 750, 71, 23, 27, 119, 194, 0
116, 175, 201, 300, 198, 11312575, 3, 1, 27, 174, 700, 750, 71, 23, 27, 119, 194, 0
116, 175, 201, 312, 201, 11312575, 1, 1, 71, 174, 700, 750, 71, 23, 27, 119, 194, 0
116, 312, 201, 387, 201, 11312950, 3, 1, 194, 71, 700, 750, 88, 105, 194, 180, 41, 0
116, 312, 201, 424, 198, 11312950, 4, 1, 180, 71, 700, 750, 88, 105, 194, 180, 41, 0
116, 387, 201, 424, 198, 11321325, 5, 1, 180, 194, 700, 750, 104, 41, 88, 105, 180, 0
116, 387, 201, 462, 198, 11321326, 4, 1, 105, 194, 700, 750, 104, 41, 88, 105, 180, 0
116, 387, 201, 401, 300, 11321326, 2, 1, 41, 194, 700, 750, 104, 41, 88, 105, 180, 0
116, 387, 201, 510, 198, 11321326, 3, 1, 88, 194, 700, 750, 104, 41, 88, 105, 180, 0
116, 387, 201, 398, 332, 11321326, 1, 1, 104, 194, 700, 750, 104, 41, 88, 105, 180, 0
116, 201, 257, 201, 299, 11324950, 5, 1, 23, 119, 700, 750, 189, 195, 137, 165, 23, 0
116, 201, 257, 198, 337, 11324950, 3, 1, 137, 119, 700, 750, 189, 195, 137, 165, 23, 0
116, 201, 257, 198, 371, 11324950, 4, 1, 165, 119, 700, 750, 189, 195, 137, 165, 23, 0
116, 201, 257, 198, 387, 11324950, 1, 1, 189, 119, 700, 750, 189, 195, 137, 165, 23, 0
116, 198, 387, 201, 425, 11325325, 5, 1, 186, 189, 700, 750, 45, 135, 65, 149, 186, 0
116, 198, 387, 201, 459, 11325325, 4, 1, 149, 189, 700, 750, 45, 135, 65, 149, 186, 0
116, 198, 387, 201, 499, 11325326, 3, 1, 65, 189, 700, 750, 45, 135, 65, 149, 186, 0
116, 424, 198, 510, 198, 11325326, 4, 1, 88, 180, 700, 750, 196, 124, 41, 88, 175, 0
116, 424, 198, 575, 201, 11325326, 5, 1, 175, 180, 700, 750, 196, 124, 41, 88, 175, 0
116, 424, 198, 587, 201, 11325326, 1, 1, 196, 180, 700, 750, 196, 124, 41, 88, 175, 0
116, 587, 201, 660, 198, 11325701, 4, 1, 124, 196, 700, 750, 150, 47, 102, 124, 157, 0
116, 587, 201, 598, 303, 11325701, 2, 1, 47, 196, 700, 750, 150, 47, 102, 124, 157, 0
116, 587, 201, 695, 198, 11325701, 3, 1, 102, 196, 700, 750, 150, 47, 102, 124, 157, 0
116, 587, 201, 598, 346, 11325701, 1, 1, 150, 196, 700, 750, 150, 47, 102, 124, 157, 0
116, 201, 499, 198, 696, 11333701, 4, 1, 10, 65, 700, 750, 67, 154, 45, 10, 10000000, 0
116, 695, 198, 703, 201, 11334076, 1, 1, 86, 102, 700, 750, 86, 157, 113, 58, 10000000, 0
116, 695, 198, 744, 201, 11334076, 2, 1, 157, 102, 700, 750, 86, 157, 113, 58, 10000000, 0
116, 198, 696, 201, 704, 11346076, 2, 1, 67, 10, 700, 750, 123, 67, 154, 3, 10000000, 0
116, 198, 696, 201, 659, 11346076, 3, 1, 154, 10, 700, 750, 123, 67, 154, 3, 10000000, 0
116, 201, 659, 201, 704, 11354452, 1, 1, 67, 154, 700, 750, 67, 10000000, 10000000, 10000000, 10000000, 0
11, 1, 121, -1, 277, 13300200, 1, 1, 64, 11, 700, 750, 64, 8, 10000000, 10000000, 10000000, 0
11, -1, 277, 1, 326, 13300575, 2, 1, 32, 64, 700, 750, 43, 32, 50, 10000000, 10000000, 0
56, 142, 198, 145, 201, 14300200, 3, 1, 174, 56, 700, 750, 141, 71, 174, 27, 10000000, 0
56, 142, 198, 276, 201, 14300200, 2, 1, 71, 56, 700, 750, 141, 71, 174, 27, 10000000, 0
56, 276, 201, 345, 201, 14304575, 5, 1, 177, 71, 700, 750, 104, 105, 180, 194, 177, 0
56, 276, 201, 374, 201, 14304575, 4, 1, 194, 71, 700, 750, 104, 105, 180, 194, 177, 0
56, 374, 201, 454, 198, 14316951, 5, 1, 180, 194, 700, 750, 41, 88, 105, 109, 180, 0
