source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id ,send_log
160, 242, 198, 10299999, 1, 71, 332, 27, 454, 198, 0.966805, 0.755424, 1, 0.68664, 0.686532, 355, 0, 1, 0, 1, 0, 1
27, 277, 198, 10300200, 2, 454, 226, 428, 332, 322, 1, 0.82336, 0.7546, 0.647493, 0.604556, 355, 1, 1, 1, 1, 1, 0
71, 323, 201, 10300200, 2, 117, 226, 485, 439, 389, 0.967782, 1, 1, 1, 1, 355, 0, 1, 1, 1, 1, 1
198, 356, 201, 10300200, 2, 88, 117, 118, 41, 226, 0.971108, 1, 1, 0.863352, 1, 355, 0, 0, 0, 0, 1, 0
332, 387, 201, 10300200, 2, 41, 88, 117, 118, 49, 1, 0.971108, 1, 1, 0.72538, 355, 0, 0, 0, 0, 0, 0
454, 387, 201, 10300200, 2, 218, 420, 41, 88, 384, 1, 1, 1, 0.971108, 0.799023, 355, 0, 1, 0, 0, 1, 0
439, 412, 198, 10300823, 3, 41, 88, 123, 117, 118, 1, 1, 0.796627, 1, 1, 355, 0, 0, 0, 0, 0, 0
485, 412, 198, 10300823, 3, 334, 420, 41, 88, 244, 0.645397, 0.6368, 1, 1, 0.540319, 355, 1, 1, 0, 0, 1, 0
226, 422, 198, 10300823, 3, 291, 244, 420, 88, 334, 1, 0.799568, 0.567957, 1, 0.477762, 355, 1, 1, 1, 0, 1, 1
88, 495, 198, 10305446, 4, 138, 291, 123, 420, 334, 1, 1, 0.964074, 0.725258, 0.687607, 355, 0, 1, 0, 1, 1, 0
420, 587, 201, 10305447, 4, 379, 294, 114, 47, 102, 0.9118, 0.917616, 1, 0.757461, 1, 355, 1, 1, 0, 0, 0, 1
114, 601, 262, 10314070, 5, 379, 47, 450, 435, 207, 0.909417, 1, 0.725441, 0.638547, 0.64491, 355, 1, 0, 1, 1, 0, 1
47, 598, 315, 10314070, 5, 180, 290, 368, 21, 450, 1, 1, 1, 0.863267, 1, 355, 0, 1, 1, 0, 1, 0
47, 598, 315, 10322693, 6, 180, 290, 368, 21, 450, 1, 1, 1, 0.862464, 1, 355, 0, 1, 1, 0, 1, 0
207, 598, 358, 10322693, 6, 21, 180, 290, 368, 455, 1, 1, 1, 1, 1, 355, 0, 0, 1, 1, 1, 0
379, 598, 387, 10322693, 6, 21, 180, 121, 35, 290, 0.970272, 1, 1, 0.861425, 1, 355, 0, 0, 0, 0, 1, 1
435, 598, 387, 10322693, 6, 353, 85, 21, 180, 121, 1, 0.946776, 0.970272, 1, 1, 355, 1, 0, 0, 0, 0, 0
450, 598, 387, 10322693, 6, 85, 21, 180, 121, 35, 0.951685, 0.970272, 1, 1, 0.861425, 355, 0, 0, 0, 0, 0, 0
290, 601, 419, 10323316, 7, 353, 21, 131, 35, 180, 0.943779, 0.970207, 0.764868, 0.861367, 1, 355, 1, 0, 0, 0, 0, 0
121, 642, 398, 10323316, 7, 328, 469, 407, 287, 387, 0.934153, 0.796299, 0.687396, 0.475702, 0.464674, 355, 1, 1, 1, 1, 1, 0
180, 601, 445, 10323316, 7, 304, 248, 430, 353, 464, 0.904039, 0.750954, 0.646048, 0.601636, 0.601051, 355, 1, 1, 1, 1, 1, 0
21, 601, 487, 10323317, 7, 248, 430, 353, 464, 187, 0.858233, 0.843655, 0.685582, 0.538083, 0.935669, 355, 1, 1, 1, 1, 0, 1
248, 598, 580, 10323940, 8, 464, 430, 353, 304, 84, 1, 1, 1, 1, 0.752767, 355, 1, 1, 1, 1, 0, 1
353, 598, 587, 10323940, 8, 304, 84, 129, 277, 381, 1, 0.752767, 0.861061, 1, 1, 355, 1, 0, 0, 1, 1, 0
430, 598, 587, 10323940, 8, 304, 84, 129, 277, 381, 1, 0.752767, 0.861061, 1, 0.969038, 355, 1, 0, 0, 1, 1, 0
353, 598, 587, 10324563, 9, 304, 84, 129, 277, 381, 1, 0.752717, 0.861003, 1, 1, 355, 1, 0, 0, 1, 1, 0
430, 598, 587, 10324563, 9, 304, 84, 129, 277, 381, 1, 0.752717, 0.861003, 1, 0.968973, 355, 1, 0, 0, 1, 1, 0
464, 598, 587, 10324563, 9, 304, 84, 129, 277, 381, 1, 0.752717, 0.861003, 1, 0.86131, 355, 1, 0, 0, 1, 1, 1
304, 601, 620, 10324563, 9, 381, 84, 277, 129, 10000000, 1, 0.860248, 1, 0.753378, 0, 355, 1, 0, 1, 0, 1, 0
381, 612, 598, 10325186, 10, 90, 84, 445, 255, 129, 0.904964, 0.967714, 0.723825, 0.68384, 0.968564, 355, 0, 0, 1, 1, 0, 0
277, 620, 598, 10325186, 10, 255, 149, 84, 445, 144, 1, 0.759542, 0.86019, 0.603188, 0.602461, 355, 1, 0, 0, 1, 0, 0
304, 601, 620, 10325186, 10, 381, 84, 277, 129, 10000000, 1, 0.86019, 1, 0.753327, 0, 355, 1, 0, 1, 0, 1, 1
129, 642, 598, 10325186, 10, 411, 445, 255, 84, 281, 1, 0.753783, 0.721669, 0.967714, 0.700303, 355, 1, 1, 1, 0, 1, 0
381, 612, 598, 10325809, 11, 90, 84, 445, 255, 129, 0.904794, 0.967649, 0.723771, 0.683781, 0.968499, 355, 0, 0, 1, 1, 0, 1
