source_id,send_x,send_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,send_id,destination_x,destination_y,pri_1,pri_2,pri_3,pri_4,pri_5
171, 201, 19, 201, 48, 10300200, 4, 1, 110, 171, 700, 750, 143, 98, 60, 110, 7
171, 201, 19, 201, 76, 10300200, 2, 1, 98, 171, 700, 750, 143, 98, 60, 110, 7
171, 201, 19, 198, 105, 10300200, 3, 1, 60, 171, 700, 750, 143, 98, 60, 110, 7
171, 201, 19, 198, 154, 10300200, 1, 1, 143, 171, 700, 750, 143, 98, 60, 110, 7
171, 198, 154, 181, 201, 10300793, 3, 1, 174, 143, 700, 750, 23, 119, 174, 27, 116
171, 198, 154, 201, 245, 10300793, 2, 1, 119, 143, 700, 750, 23, 119, 174, 27, 116
171, 198, 154, 201, 285, 10300793, 1, 1, 23, 143, 700, 750, 23, 119, 174, 27, 116
171, 201, 285, 198, 315, 10301386, 3, 1, 13, 23, 700, 750, 165, 137, 13, 189, 195
171, 201, 285, 198, 351, 10301387, 2, 1, 137, 23, 700, 750, 165, 137, 13, 189, 195
171, 201, 285, 198, 379, 10301387, 1, 1, 165, 23, 700, 750, 165, 137, 13, 189, 195
171, 201, 285, 198, 387, 10301387, 4, 1, 189, 23, 700, 750, 165, 137, 13, 189, 195
171, 201, 285, 201, 412, 10301387, 5, 1, 195, 23, 700, 750, 165, 137, 13, 189, 195
171, 198, 379, 201, 418, 10301980, 5, 1, 186, 165, 700, 750, 65, 135, 149, 45, 186
171, 198, 379, 201, 446, 10301980, 3, 1, 149, 165, 700, 750, 65, 135, 149, 45, 186
171, 198, 379, 201, 485, 10301980, 1, 1, 65, 165, 700, 750, 65, 135, 149, 45, 186
166, 28, 198, 57, 198, 11300200, 4, 1, 160, 166, 700, 750, 116, 56, 17, 160, 174
166, 28, 198, 97, 198, 11300200, 2, 1, 56, 166, 700, 750, 116, 56, 17, 160, 174
166, 28, 198, 99, 201, 11300200, 3, 1, 17, 166, 700, 750, 116, 56, 17, 160, 174
166, 28, 198, 148, 201, 11300200, 1, 1, 116, 166, 700, 750, 116, 56, 17, 160, 174
166, 28, 198, 175, 201, 11300200, 5, 1, 174, 166, 700, 750, 116, 56, 17, 160, 174
166, 148, 201, 175, 201, 11300793, 5, 1, 174, 116, 700, 750, 71, 27, 119, 23, 174
166, 148, 201, 300, 198, 11300793, 2, 1, 27, 116, 700, 750, 71, 27, 119, 23, 174
166, 148, 201, 312, 201, 11300793, 1, 1, 71, 116, 700, 750, 71, 27, 119, 23, 174
166, 312, 201, 373, 201, 11301387, 5, 1, 177, 71, 700, 750, 88, 105, 180, 194, 177
166, 312, 201, 387, 201, 11301387, 4, 1, 194, 71, 700, 750, 88, 105, 180, 194, 177
166, 312, 201, 424, 198, 11301387, 3, 1, 180, 71, 700, 750, 88, 105, 180, 194, 177
166, 312, 201, 462, 198, 11301387, 2, 1, 105, 71, 700, 750, 88, 105, 180, 194, 177
166, 462, 198, 501, 201, 11305980, 5, 1, 49, 105, 700, 750, 88, 196, 109, 175, 49
166, 462, 198, 510, 198, 11305980, 1, 1, 88, 105, 700, 750, 88, 196, 109, 175, 49
166, 462, 198, 541, 201, 11305980, 3, 1, 109, 105, 700, 750, 88, 196, 109, 175, 49
166, 462, 198, 575, 201, 11305980, 4, 1, 175, 105, 700, 750, 88, 196, 109, 175, 49
166, 510, 198, 541, 201, 11306573, 4, 1, 109, 88, 700, 750, 86, 196, 175, 109, 102
166, 510, 198, 575, 201, 11306573, 3, 1, 175, 88, 700, 750, 86, 196, 175, 109, 102
166, 510, 198, 587, 201, 11306573, 2, 1, 196, 88, 700, 750, 86, 196, 175, 109, 102
166, 510, 198, 703, 201, 11306574, 1, 1, 86, 88, 700, 750, 86, 196, 175, 109, 102
166, 541, 201, 575, 201, 11314573, 4, 1, 175, 109, 700, 750, 102, 124, 196, 175, 86
166, 541, 201, 587, 201, 11314573, 3, 1, 196, 109, 700, 750, 102, 124, 196, 175, 86
166, 541, 201, 660, 198, 11314574, 2, 1, 124, 109, 700, 750, 102, 124, 196, 175, 86
166, 541, 201, 695, 198, 11314574, 1, 1, 102, 109, 700, 750, 102, 124, 196, 175, 86
166, 541, 201, 703, 201, 11314574, 5, 1, 86, 109, 700, 750, 102, 124, 196, 175, 86
166, 575, 201, 587, 201, 11315166, 5, 1, 196, 175, 700, 750, 102, 124, 47, 86, 196
166, 660, 198, 695, 198, 11319167, 3, 1, 102, 124, 700, 750, 86, 157, 102, 10000000, 10000000
166, 660, 198, 703, 201, 11319167, 1, 1, 86, 124, 700, 750, 86, 157, 102, 10000000, 10000000
166, 660, 198, 745, 201, 11319167, 2, 1, 157, 124, 700, 750, 86, 157, 102, 10000000, 10000000
143, 198, 129, 201, 272, 12300200, 2, 1, 119, 143, 700, 750, 23, 119, 174, 116, 27
