source_id,send_x,send_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,send_id,destination_x,destination_y,pri_1,pri_2,pri_3,pri_4,pri_5
8, 77, -1, 106, 1, 10300200, 1, 1, 38, 8, 700, 750, 38, 171, 32, 7, 10000000
8, 106, 1, 278, -1, 10300575, 1, 1, 7, 38, 700, 750, 7, 171, 110, 98, 62
8, 278, -1, 320, 1, 10300950, 1, 1, 62, 7, 700, 750, 62, 5, 10000000, 10000000, 10000000
116, 148, 201, 175, 201, 11300200, 5, 1, 174, 116, 700, 750, 71, 27, 119, 23, 174
116, 148, 201, 300, 198, 11300200, 2, 1, 27, 116, 700, 750, 71, 27, 119, 23, 174
116, 148, 201, 312, 201, 11300200, 1, 1, 71, 116, 700, 750, 71, 27, 119, 23, 174
116, 312, 201, 373, 201, 11300575, 5, 1, 177, 71, 700, 750, 88, 105, 180, 194, 177
116, 312, 201, 387, 201, 11300575, 4, 1, 194, 71, 700, 750, 88, 105, 180, 194, 177
116, 312, 201, 424, 198, 11300575, 3, 1, 180, 71, 700, 750, 88, 105, 180, 194, 177
116, 424, 198, 501, 201, 11308951, 3, 1, 49, 180, 700, 750, 109, 88, 49, 41, 175
116, 424, 198, 510, 198, 11308951, 2, 1, 88, 180, 700, 750, 109, 88, 49, 41, 175
116, 424, 198, 541, 201, 11308951, 1, 1, 109, 180, 700, 750, 109, 88, 49, 41, 175
116, 424, 198, 575, 201, 11308951, 5, 1, 175, 180, 700, 750, 109, 88, 49, 41, 175
116, 541, 201, 575, 201, 11309326, 4, 1, 175, 109, 700, 750, 102, 124, 196, 175, 86
116, 541, 201, 587, 201, 11309326, 3, 1, 196, 109, 700, 750, 102, 124, 196, 175, 86
116, 541, 201, 660, 198, 11309326, 2, 1, 124, 109, 700, 750, 102, 124, 196, 175, 86
116, 541, 201, 703, 201, 11309326, 5, 1, 86, 109, 700, 750, 102, 124, 196, 175, 86
116, 660, 198, 695, 198, 11313701, 2, 1, 102, 124, 700, 750, 86, 102, 157, 10000000, 10000000
116, 660, 198, 703, 201, 11313701, 1, 1, 86, 124, 700, 750, 86, 102, 157, 10000000, 10000000
116, 660, 198, 745, 201, 11313701, 3, 1, 157, 124, 700, 750, 86, 102, 157, 10000000, 10000000
56, 142, 198, 145, 201, 14300200, 3, 1, 174, 56, 700, 750, 141, 177, 174, 27, 10000000
56, 142, 198, 303, 201, 14300200, 1, 1, 141, 56, 700, 750, 141, 177, 174, 27, 10000000
56, 303, 201, 374, 201, 14300575, 5, 1, 194, 141, 700, 750, 88, 105, 49, 180, 194
56, 303, 201, 466, 201, 14300576, 3, 1, 49, 141, 700, 750, 88, 105, 49, 180, 194
56, 466, 201, 547, 201, 14308951, 2, 1, 175, 49, 700, 750, 196, 175, 88, 102, 124
56, 466, 201, 554, 198, 14308951, 3, 1, 88, 49, 700, 750, 196, 175, 88, 102, 124
56, 466, 201, 571, 201, 14308951, 1, 1, 196, 49, 700, 750, 196, 175, 88, 102, 124
56, 571, 201, 661, 201, 14309326, 5, 1, 86, 196, 700, 750, 124, 102, 47, 157, 86
56, 571, 201, 696, 198, 14309326, 1, 1, 124, 196, 700, 750, 124, 102, 47, 157, 86
56, 696, 198, 711, 201, 14309701, 1, 1, 157, 124, 700, 750, 157, 86, 10000000, 10000000, 10000000
56, 696, 198, 661, 201, 14309701, 2, 1, 86, 124, 700, 750, 157, 86, 10000000, 10000000, 10000000
38, 34, 1, 135, -1, 15300200, 1, 1, 8, 38, 700, 750, 8, 171, 7, 110, 98
7, 352, -1, 398, 29, 16300200, 3, 1, 100, 7, 700, 750, 185, 144, 100, 61, 5
7, 352, -1, 436, 1, 16300200, 4, 1, 61, 7, 700, 750, 185, 144, 100, 61, 5
7, 352, -1, 489, 1, 16300200, 2, 1, 144, 7, 700, 750, 185, 144, 100, 61, 5
7, 489, 1, 518, 1, 16304575, 2, 1, 185, 144, 700, 750, 5, 185, 46, 151, 91
7, 489, 1, 568, -1, 16304575, 1, 1, 5, 144, 700, 750, 5, 185, 46, 151, 91
7, 568, -1, 598, 30, 16304950, 1, 1, 12, 5, 700, 750, 12, 46, 151, 10000000, 10000000
7, 568, -1, 633, 1, 16304950, 2, 1, 46, 5, 700, 750, 12, 46, 151, 10000000, 10000000
7, 568, -1, 677, 1, 16304951, 3, 1, 151, 5, 700, 750, 12, 46, 151, 10000000, 10000000
7, 598, 30, 601, 161, 16305326, 1, 1, 91, 12, 700, 750, 91, 196, 175, 102, 47
7, 601, 161, 581, 198, 16305701, 3, 1, 88, 91, 700, 750, 150, 47, 88, 10000000, 10000000
7, 601, 161, 598, 237, 16305701, 2, 1, 47, 91, 700, 750, 150, 47, 88, 10000000, 10000000
7, 601, 161, 598, 280, 16305701, 1, 1, 150, 91, 700, 750, 150, 47, 88, 10000000, 10000000
7, 598, 280, 598, 441, 16306077, 1, 1, 85, 150, 700, 750, 85, 21, 131, 107, 179
7, 598, 441, 598, 472, 16306452, 4, 1, 117, 85, 700, 750, 19, 21, 179, 117, 4
7, 598, 441, 598, 519, 16306452, 3, 1, 179, 85, 700, 750, 19, 21, 179, 117, 4
7, 598, 441, 601, 567, 16306452, 2, 1, 21, 85, 700, 750, 19, 21, 179, 117, 4
7, 598, 441, 598, 621, 16306452, 10000000, 1, 19, 85, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 398, 29, 398, 76, 16308575, 2, 1, 125, 100, 700, 750, 48, 125, 194, 177, 41
7, 398, 29, 401, 153, 16308575, 1, 1, 48, 100, 700, 750, 48, 125, 194, 177, 41
7, 401, 153, 398, 260, 16308950, 1, 1, 104, 48, 700, 750, 104, 41, 10000000, 10000000, 10000000
7, 401, 153, 401, 364, 16308951, 2, 1, 41, 48, 700, 750, 104, 41, 10000000, 10000000, 10000000
7, 398, 260, 401, 364, 16309326, 1, 1, 41, 104, 700, 750, 41, 10000000, 10000000, 10000000, 10000000
7, 601, 567, 598, 680, 16310828, 10000000, 1, 148, 21, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 598, 680, 598, 720, 16313131, 10000000, 2, 172, 148, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 598, 680, 598, 752, 16313131, 10000000, 2, 193, 148, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 598, 680, 601, 771, 16313131, 10000000, 2, 4, 148, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 598, 621, 632, 601, 16354184, 10000000, 2, 90, 19, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 598, 621, 563, 598, 16354184, 10000000, 2, 96, 19, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 632, 601, 687, 601, 16373450, 10000000, 3, 130, 90, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 632, 601, 719, 598, 16373450, 10000000, 3, 115, 90, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 632, 601, 761, 598, 16373450, 10000000, 3, 84, 90, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 632, 601, 429, 601, 16373450, 10000000, 3, 16, 90, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 719, 598, 844, 601, 16382107, 10000000, 4, 70, 115, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 719, 598, 868, 601, 16382107, 10000000, 4, 146, 115, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 844, 601, 965, 598, 16392599, 10000000, 5, 9, 70, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 761, 598, 798, 646, 16398689, 10000000, 4, 37, 84, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 798, 646, 801, 722, 16421611, 10000000, 5, 118, 37, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 798, 646, 801, 760, 16421611, 10000000, 5, 94, 37, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 798, 646, 798, 486, 16421612, 10000000, 5, 133, 37, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 798, 646, 798, 439, 16421612, 10000000, 5, 87, 37, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 801, 722, 798, 837, 16440749, 10000000, 6, 74, 118, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 801, 722, 801, 887, 16440749, 10000000, 6, 184, 118, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 801, 722, 801, 919, 16440749, 10000000, 6, 120, 118, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 798, 837, 770, 798, 16481518, 10000000, 7, 6, 74, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 798, 837, 801, 970, 16481518, 10000000, 7, 69, 74, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
7, 770, 798, 734, 798, 16489279, 10000000, 8, 138, 6, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
