seed,source_id,PDR,geocast_packets,flooding_packets,mr_nodes,mr_recvs
10088, 230, 1, 14, 77, 47, 47
10088, 369, 1, 53, 69, 41, 41
10088, 27, 0, 5, 0, 41, 0
10088, 7, 0.525, 22, 36, 40, 21
10088, 330, 0, 11, 0, 35, 0
10088, 38, 0, 2, 0, 36, 0
10088, 323, 0, 65, 0, 40, 0
10088, 29, 1, 14, 76, 40, 40
10088, 270, 1, 22, 72, 42, 42
10088, 249, 1, 12, 86, 44, 44
