seed,source_id,PDR,geocast_packets,flooding_packets,mr_nodes,mr_recvs
10065, 166, 0, 17, 0, 22, 0
10065, 11, 0, 6, 0, 22, 0
10065, 17, 0.529412, 16, 14, 17, 9
10065, 7, 0, 4, 0, 17, 0
10065, 60, 0, 2, 0, 17, 0
10065, 38, 0, 1, 0, 15, 0
10065, 143, 0, 7, 0, 20, 0
10065, 98, 1, 15, 35, 21, 21
10065, 56, 1, 23, 32, 21, 21
10065, 32, 0, 8, 0, 22, 0
