seed,source_id,PDR,geocast_packets,flooding_packets,mr_nodes,mr_recvs
10088, 241, 1, 52, 59, 36, 36
10088, 159, 0, 6, 0, 31, 0
10088, 27, 1, 17, 52, 29, 29
10088, 144, 0, 11, 0, 29, 0
10088, 7, 0, 19, 0, 29, 0
10088, 153, 0, 6, 0, 26, 0
10088, 226, 0, 6, 0, 30, 0
10088, 56, 1, 15, 52, 31, 31
10088, 243, 1, 17, 51, 32, 32
10088, 285, 1, 14, 57, 32, 32
