seed,source_id,PDR,geocast_packets,flooding_packets,mr_nodes,mr_recvs
10080, 32, 0, 5, 0, 36, 0
10080, 226, 0, 6, 0, 29, 0
10080, 170, 0, 5, 0, 29, 0
10080, 159, 0, 1, 0, 29, 0
10080, 29, 0, 2, 0, 29, 0
10080, 154, 0, 5, 0, 26, 0
10080, 60, 0, 12, 0, 26, 0
10080, 8, 1, 21, 57, 30, 30
10080, 215, 1, 9, 51, 32, 32
10080, 197, 1, 29, 60, 32, 32
