seed,source_id,PDR,geocast_packets,flooding_packets,mr_nodes,mr_recvs
10006, 98, 0, 7, 0, 48, 0
10006, 284, 0, 9, 0, 41, 0
10006, 323, 0.525, 21, 39, 40, 21
10006, 270, 0, 21, 0, 40, 0
10006, 264, 1, 36, 67, 37, 37
10006, 60, 0, 7, 0, 36, 0
10006, 344, 0, 40, 0, 40, 0
10006, 230, 1, 19, 76, 42, 42
10006, 7, 1, 15, 75, 39, 39
10006, 346, 1, 17, 80, 44, 44
