source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id ,send_check 
69, 801, 849, 7323530, 13, 74, 10000000, 10000000, 10000000, 10000000, 0.79642, 0, 0, 0, 0, 74, 0, 1, 1, 1, 1, 1
81, 753, 401, 7325687, 8, 140, 260, 211, 118, 238, 0.316285, 1, 1, 1, 0.1589, 74, 1, 1, 1, 0, 1, 0
118, 781, 401, 7325687, 8, 238, 87, 140, 10000000, 10000000, 0.430863, 0.158461, 0.158142, 0, 0, 74, 1, 1, 1, 1, 1, 0
211, 787, 401, 7325687, 8, 87, 140, 238, 10000000, 10000000, 0.633843, 0.565471, 0.304675, 0, 0, 74, 0, 0, 1, 1, 1, 0
260, 787, 401, 7325687, 8, 238, 125, 94, 87, 10000000, 0.430863, 0.318604, 0.302454, 0.316922, 0, 74, 1, 1, 0, 0, 1, 0
228, 787, 601, 7326464, 10, 37, 94, 127, 125, 238, 0.694924, 1, 0.606819, 1, 1, 74, 0, 0, 1, 0, 1, 0
273, 787, 601, 7326464, 10, 165, 94, 37, 225, 125, 0.756513, 1, 0.636585, 0.564598, 1, 74, 1, 0, 0, 1, 0, 0
238, 801, 612, 7326464, 10, 94, 125, 37, 225, 127, 1, 1, 0.377798, 0.317655, 0.303409, 74, 0, 0, 0, 1, 1, 0
125, 801, 621, 7326464, 10, 37, 165, 94, 225, 127, 0.795731, 0.605371, 1, 0.232061, 0.158963, 74, 0, 1, 0, 1, 1, 0
94, 801, 641, 7326464, 10, 225, 37, 127, 165, 10000000, 1, 0.906723, 0.777402, 0.56386, 0, 74, 1, 0, 1, 0, 1, 0
208, 412, 998, 7326535, 10, 42, 277, 80, 176, 297, 1, 0.477455, 0.429883, 1, 0.317181, 74, 0, 1, 0, 0, 1, 0
282, 412, 998, 7326535, 10, 277, 42, 176, 134, 297, 0.769197, 1, 1, 0.378274, 0.375574, 74, 1, 0, 0, 1, 1, 0
37, 798, 756, 7326800, 11, 69, 74, 127, 225, 272, 1, 0.771427, 1, 1, 1, 74, 0, 0, 0, 1, 1, 0
176, 420, 998, 7326858, 11, 297, 230, 42, 277, 134, 1, 0.758194, 1, 0.318287, 0.233466, 74, 1, 1, 0, 1, 1, 0
42, 446, 998, 7326858, 11, 134, 277, 230, 10000000, 10000000, 0.910366, 0.302063, 0.302041, 0, 0, 74, 1, 1, 1, 1, 1, 0
19, 598, 752, 7330464, 10, 294, 271, 234, 217, 175, 1, 1, 0.951503, 1, 0.95162, 74, 1, 1, 1, 1, 1, 0
185, 598, 778, 7330464, 10, 109, 277, 6, 175, 217, 0.912017, 0.766879, 0.952192, 1, 1, 74, 0, 1, 0, 0, 1, 0
213, 598, 787, 7330464, 10, 127, 6, 175, 217, 134, 0.774993, 1, 1, 1, 0.432423, 74, 1, 0, 0, 1, 1, 0
263, 598, 787, 7330464, 10, 127, 6, 175, 217, 225, 0.774993, 1, 1, 1, 0.463691, 74, 1, 0, 0, 1, 1, 0
272, 812, 798, 7331000, 12, 69, 127, 225, 200, 10000000, 1, 1, 1, 0.950781, 0, 74, 0, 0, 1, 1, 1, 0
225, 801, 812, 7331000, 12, 74, 69, 127, 10000000, 10000000, 0.768936, 1, 0.953089, 0, 0, 74, 0, 0, 0, 1, 1, 0
127, 801, 820, 7331000, 12, 69, 74, 10000000, 10000000, 10000000, 1, 0.477284, 0, 0, 0, 74, 0, 0, 1, 1, 1, 0
69, 801, 849, 7331000, 12, 74, 10000000, 10000000, 10000000, 10000000, 0.795474, 0, 0, 0, 0, 74, 0, 1, 1, 1, 1, 0
230, 612, 998, 7331058, 12, 141, 80, 134, 36, 97, 1, 1, 1, 0.377655, 0.23243, 74, 0, 0, 0, 0, 1, 0
277, 612, 998, 7331058, 12, 36, 80, 141, 97, 134, 0.755309, 1, 0.636537, 0.46486, 1, 74, 0, 0, 0, 0, 0, 0
217, 612, 798, 7334664, 11, 6, 225, 175, 272, 69, 1, 0.634483, 1, 0.231549, 0.189114, 74, 0, 1, 0, 1, 1, 0
175, 621, 798, 7334664, 11, 225, 6, 127, 69, 272, 0.759558, 1, 0.436154, 0.189114, 0.188595, 74, 1, 0, 1, 1, 1, 0
6, 645, 798, 7334664, 11, 272, 200, 127, 192, 225, 0.95238, 0.604871, 0.566207, 0.475095, 0.317241, 74, 1, 1, 1, 1, 1, 0
225, 801, 812, 7334664, 11, 74, 69, 127, 10000000, 10000000, 0.766775, 1, 0.952535, 0, 0, 74, 0, 0, 0, 1, 1, 0
230, 612, 998, 7335097, 12, 141, 80, 134, 36, 97, 1, 1, 1, 0.377367, 0.232212, 74, 0, 0, 0, 0, 1, 0
277, 612, 998, 7335097, 12, 36, 80, 141, 97, 134, 0.754734, 1, 0.636128, 0.464424, 1, 74, 0, 0, 0, 0, 0, 0
297, 612, 998, 7335097, 12, 141, 80, 134, 36, 277, 0.697452, 1, 1, 0.377367, 0.95361, 74, 0, 0, 0, 0, 1, 0
134, 618, 998, 7335097, 12, 141, 80, 10000000, 10000000, 10000000, 0.636128, 1, 0, 0, 0, 74, 1, 0, 1, 1, 1, 0
80, 647, 998, 7335381, 13, 141, 36, 10000000, 10000000, 10000000, 0.477075, 0, 0, 0, 0, 74, 0, 0, 1, 1, 1, 0
141, 778, 1001, 7335382, 13, 74, 10000000, 10000000, 10000000, 10000000, 0.953903, 0, 0, 0, 0, 74, 0, 1, 1, 1, 1, 0
134, 618, 998, 7335652, 13, 141, 80, 10000000, 10000000, 10000000, 0.636072, 1, 0, 0, 0, 74, 1, 0, 1, 1, 1, 0
80, 647, 998, 7335652, 13, 141, 36, 10000000, 10000000, 10000000, 0.477054, 0, 0, 0, 0, 74, 0, 0, 1, 1, 1, 0
36, 758, 1001, 7339582, 14, 74, 141, 97, 10000000, 10000000, 0.953267, 1, 1, 0, 0, 74, 0, 0, 0, 1, 1, 0
141, 778, 1001, 7339582, 14, 74, 10000000, 10000000, 10000000, 10000000, 0.953267, 0, 0, 0, 0, 74, 0, 1, 1, 1, 1, 0
127, 801, 820, 7350864, 12, 69, 74, 10000000, 10000000, 10000000, 1, 0.475781, 0, 0, 0, 74, 0, 0, 1, 1, 1, 0
69, 801, 849, 7350864, 12, 74, 10000000, 10000000, 10000000, 10000000, 0.792968, 0, 0, 0, 0, 74, 0, 1, 1, 1, 1, 0
