source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
215, 181, 201, 10299999, 1, 23, 27, 153, 126, 226, 0.969551, 1, 1, 0.971281, 1, 74, 0, 0, 0, 0, 0
226, 201, 218, 10300200, 2, 174, 23, 126, 27, 13, 0.84559, 1, 1, 0.971196, 0.64624, 74, 0, 0, 0, 0, 0
126, 201, 244, 10300200, 2, 265, 259, 174, 13, 23, 1, 0.967598, 1, 0.797069, 0.96953, 74, 1, 1, 0, 0, 0
153, 241, 198, 10300200, 2, 218, 264, 268, 221, 292, 0.688327, 0.550732, 0.468409, 0.274105, 0.107637, 74, 1, 1, 1, 1, 1
23, 201, 284, 10300200, 2, 174, 265, 186, 13, 259, 0.956778, 0.702813, 0.569046, 0.753947, 0.604749, 74, 0, 1, 0, 0, 1
27, 278, 198, 10300200, 2, 264, 292, 221, 268, 88, 0.826098, 0.568194, 0.467482, 0.377614, 0.121126, 74, 1, 1, 1, 1, 1
13, 198, 315, 10300458, 3, 65, 186, 254, 239, 265, 1, 1, 1, 0.863354, 1, 74, 0, 0, 0, 1, 1
174, 198, 351, 10300458, 3, 65, 186, 254, 259, 265, 1, 1, 1, 1, 1, 74, 0, 0, 0, 1, 1
259, 198, 387, 10300458, 3, 65, 45, 172, 186, 254, 1, 0.971847, 1, 1, 1, 74, 0, 0, 0, 0, 0
265, 201, 412, 10300458, 3, 191, 65, 172, 186, 45, 0.189456, 1, 1, 1, 0.863864, 74, 1, 0, 0, 0, 0
259, 198, 387, 10300781, 4, 65, 45, 172, 186, 254, 1, 0.971813, 1, 1, 1, 74, 0, 0, 0, 0, 0
265, 201, 412, 10300781, 4, 191, 65, 172, 186, 45, 0.189444, 1, 1, 1, 0.863834, 74, 1, 0, 0, 0, 0
254, 201, 418, 10300781, 4, 65, 172, 186, 45, 191, 1, 1, 1, 0.863834, 0.323732, 74, 0, 0, 0, 0, 1
186, 201, 446, 10300781, 4, 65, 191, 10000000, 10000000, 10000000, 0.968197, 0.27485, 0, 0, 0, 74, 0, 0, 1, 1, 1
264, 387, 201, 10304400, 3, 111, 41, 88, 112, 201, 1, 1, 1, 1, 0.538418, 74, 0, 0, 0, 0, 0
268, 412, 198, 10304400, 3, 131, 266, 41, 216, 49, 0.234292, 0.36141, 1, 0.939805, 0.950055, 74, 1, 1, 0, 0, 0
292, 412, 198, 10304400, 3, 216, 102, 266, 41, 88, 0.645681, 0.137048, 0.36141, 0.969022, 1, 74, 1, 1, 1, 0, 0
221, 418, 198, 10304400, 3, 266, 131, 216, 49, 88, 0.755912, 0.107507, 0.317484, 1, 1, 74, 1, 1, 1, 0, 0
112, 448, 198, 10304723, 4, 266, 131, 49, 88, 41, 1, 0.318671, 1, 1, 0.753658, 74, 1, 1, 0, 0, 0
41, 401, 287, 10304723, 4, 255, 256, 111, 201, 198, 1, 0.937403, 1, 0.753759, 0.611924, 74, 1, 1, 0, 0, 0
88, 495, 198, 10304724, 4, 102, 216, 116, 131, 266, 1, 0.939733, 0.97043, 0.637341, 0.602327, 74, 0, 1, 0, 0, 1
111, 398, 347, 10304724, 4, 104, 198, 255, 256, 201, 1, 1, 1, 1, 1, 74, 0, 0, 1, 1, 0
201, 398, 375, 10304724, 4, 104, 198, 255, 24, 160, 1, 1, 1, 0.859917, 0.753571, 74, 0, 0, 1, 0, 0
