source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
132, 201, 244, 10299999, 1, 366, 305, 363, 386, 399, 0.646505, 0.549684, 0.478686, 0.323305, 0.323263, 297, 1, 1, 1, 1, 1
305, 198, 387, 10300200, 2, 276, 363, 311, 107, 65, 0.107705, 1, 1, 0.107536, 1, 297, 1, 1, 1, 1, 0
366, 198, 387, 10300200, 2, 65, 188, 45, 205, 274, 1, 1, 0.863593, 1, 1, 297, 0, 0, 0, 0, 0
386, 198, 387, 10300200, 2, 67, 276, 363, 311, 65, 0.120913, 0.107705, 1, 0.970035, 1, 297, 1, 1, 1, 1, 0
399, 198, 387, 10300200, 2, 222, 65, 188, 45, 205, 1, 1, 1, 0.863593, 1, 297, 0, 0, 0, 0, 0
363, 201, 412, 10300200, 2, 276, 65, 188, 205, 222, 1, 1, 1, 1, 0.646612, 297, 0, 0, 0, 0, 0
274, 219, 398, 10300588, 3, 349, 339, 45, 388, 188, 1, 0.798489, 0.971502, 0.608261, 0.97283, 297, 1, 1, 0, 1, 0
188, 248, 398, 10300588, 3, 18, 278, 349, 45, 168, 1, 0.823922, 0.761708, 0.971502, 0.687109, 297, 0, 0, 1, 0, 0
205, 201, 446, 10300588, 3, 276, 67, 65, 222, 113, 0.242308, 0.120907, 1, 0.75435, 0.794247, 297, 1, 1, 0, 0, 0
65, 201, 485, 10300588, 3, 276, 222, 113, 210, 67, 0.275431, 0.95348, 0.844899, 0.379331, 0.3243, 297, 1, 0, 0, 0, 0
113, 198, 532, 10300898, 4, 295, 178, 136, 67, 210, 0.275807, 0.108063, 0.188688, 0.972867, 0.968777, 297, 1, 1, 1, 0, 0
222, 198, 564, 10300899, 4, 3, 67, 210, 276, 107, 0, 0.972867, 1, 1, 0.752698, 297, 1, 0, 0, 0, 0
67, 201, 691, 10300899, 4, 324, 295, 190, 178, 246, 0.823419, 0.965324, 0.702698, 0.688143, 0.550052, 297, 1, 0, 0, 0, 0
45, 283, 398, 10304788, 4, 349, 335, 168, 395, 18, 1, 0.964372, 0.864176, 0.756719, 0.958488, 297, 1, 1, 0, 1, 0
18, 312, 401, 10304788, 4, 24, 166, 300, 279, 395, 0.969666, 0.969965, 1, 1, 1, 297, 0, 0, 1, 0, 1
168, 354, 401, 10304789, 4, 24, 104, 166, 217, 300, 1, 0.971462, 1, 1, 1, 297, 0, 0, 0, 0, 1
278, 379, 401, 10304789, 4, 351, 302, 372, 339, 335, 1, 1, 1, 1, 1, 297, 1, 1, 1, 1, 1
276, 201, 618, 10305099, 5, 178, 324, 246, 190, 107, 0.317828, 0.274315, 0.242008, 0.120525, 0.967318, 297, 1, 1, 1, 1, 0
