source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
200, 198, 153, 10299999, 1, 406, 23, 133, 253, 408, 0.88243, 0.968372, 1, 1, 1, 269, 1, 0, 0, 0, 1
408, 201, 212, 10300200, 2, 458, 234, 23, 27, 194, 0.949088, 0.797855, 0.968351, 0.968834, 0.689632, 269, 1, 0, 0, 0, 0
253, 201, 218, 10300200, 2, 481, 403, 194, 316, 23, 1, 1, 1, 0.777602, 0.968351, 269, 1, 1, 0, 1, 0
133, 201, 244, 10300200, 2, 458, 486, 481, 406, 234, 0.843984, 0.754578, 0.69915, 0.603733, 0.55011, 269, 1, 1, 1, 1, 1
23, 201, 284, 10300200, 2, 333, 403, 481, 234, 327, 0.920304, 0.915412, 0.90916, 1, 0.794462, 269, 1, 1, 1, 0, 1
234, 198, 379, 10304400, 3, 206, 65, 45, 278, 316, 0.971973, 0.860645, 0.860621, 1, 1, 269, 0, 0, 0, 0, 0
327, 198, 387, 10304400, 3, 45, 189, 206, 65, 278, 0.968198, 0.967338, 1, 0.860645, 1, 269, 0, 0, 0, 0, 0
333, 201, 412, 10304400, 3, 113, 65, 189, 206, 45, 0.914804, 0.968225, 0.967338, 1, 0.860621, 269, 0, 0, 0, 0, 0
403, 201, 412, 10304400, 3, 45, 65, 189, 223, 206, 0.968198, 0.860645, 0.967338, 0.685629, 1, 269, 0, 0, 0, 0, 0
481, 201, 412, 10304400, 3, 65, 189, 45, 206, 223, 0.968225, 0.967338, 0.860621, 0.971973, 0.548504, 269, 0, 0, 0, 0, 0
206, 201, 446, 10304736, 4, 280, 319, 211, 65, 113, 1, 1, 0.697371, 1, 0.540219, 269, 0, 1, 0, 0, 0
189, 248, 398, 10304737, 4, 480, 356, 45, 18, 282, 0.963593, 0.756342, 0.968163, 0.755659, 0.550915, 269, 1, 1, 0, 0, 0
65, 201, 485, 10304737, 4, 280, 319, 223, 113, 67, 0.938017, 0.645185, 0.863232, 0.540219, 0.380142, 269, 1, 1, 0, 0, 0
113, 198, 532, 10304737, 4, 10, 319, 433, 299, 179, 1, 0.967778, 0.240952, 0.189756, 0.137116, 269, 0, 1, 1, 1, 1
319, 198, 584, 10305008, 5, 107, 67, 376, 299, 433, 0.968172, 1, 0.411815, 0.274715, 0.120472, 269, 0, 0, 1, 1, 1
10, 198, 712, 10305008, 5, 185, 345, 433, 376, 442, 0.645521, 1, 1, 1, 0.234111, 269, 1, 1, 1, 1, 1
376, 198, 787, 10305267, 6, 3, 137, 55, 275, 191, 0.968581, 1, 1, 0.968509, 1, 269, 0, 0, 0, 0, 0
433, 198, 787, 10305267, 6, 3, 137, 275, 55, 191, 1, 1, 1, 1, 1, 269, 0, 0, 0, 0, 0
345, 201, 812, 10305267, 6, 3, 137, 59, 275, 55, 0.968581, 1, 1, 1, 1, 269, 0, 0, 0, 0, 0
275, 220, 798, 10309467, 7, 3, 95, 326, 216, 137, 1, 0.796053, 0.646983, 0.646861, 1, 269, 0, 0, 1, 0, 0
137, 247, 798, 10309467, 7, 326, 393, 3, 232, 296, 0.845546, 0.68568, 1, 0.60279, 0.550766, 269, 1, 1, 0, 1, 1
55, 201, 880, 10309467, 7, 372, 495, 427, 442, 300, 0.869347, 0.601774, 0.538489, 0.430237, 0.700114, 269, 1, 1, 1, 1, 0
3, 275, 798, 10309467, 7, 182, 232, 326, 95, 216, 0.913303, 0.933848, 0.754813, 0.846575, 0.685481, 269, 0, 0, 1, 0, 0
59, 198, 919, 10309467, 7, 495, 442, 427, 372, 219, 1, 1, 1, 1, 0.755562, 269, 1, 1, 1, 1, 1
95, 318, 801, 10309777, 8, 182, 308, 296, 82, 393, 1, 1, 0.970053, 0.863336, 1, 269, 0, 0, 0, 0, 1
216, 354, 801, 10309777, 8, 293, 371, 170, 82, 182, 0.274635, 0.137258, 0.107645, 1, 1, 269, 1, 1, 1, 0, 0
232, 381, 801, 10309777, 8, 478, 261, 82, 483, 182, 1, 1, 0.971253, 0.775157, 1, 269, 1, 0, 0, 1, 0
182, 444, 798, 10309778, 8, 338, 82, 245, 398, 453, 0.752602, 1, 0.635455, 0.646925, 0.610216, 269, 1, 0, 1, 1, 1
82, 484, 798, 10310062, 9, 478, 398, 451, 459, 195, 0.962883, 0.86254, 0.823864, 0.823499, 0.755219, 269, 1, 1, 1, 1, 0
245, 619, 798, 10310062, 9, 6, 195, 112, 212, 252, 0.968024, 1, 0.967973, 0.274978, 0.21492, 269, 0, 0, 0, 1, 1
45, 283, 398, 10312937, 5, 167, 412, 480, 283, 360, 1, 0.938156, 0.919407, 0.869948, 0.756649, 269, 0, 1, 1, 1, 1
18, 312, 401, 10312937, 5, 24, 317, 480, 470, 438, 0.971527, 1, 1, 1, 1, 269, 0, 1, 1, 1, 1
282, 379, 401, 10312937, 5, 53, 368, 104, 24, 167, 0.929356, 0.791473, 1, 0.971527, 1, 269, 0, 1, 0, 0, 0
356, 387, 401, 10312937, 5, 24, 104, 167, 218, 317, 1, 1, 1, 1, 1, 269, 0, 0, 0, 0, 1
480, 401, 412, 10312937, 5, 470, 438, 388, 317, 115, 1, 1, 1, 1, 0.967291, 269, 1, 1, 1, 1, 0
388, 401, 412, 10313260, 6, 24, 104, 167, 115, 218, 1, 1, 1, 0.635028, 1, 269, 0, 0, 0, 0, 0
438, 401, 412, 10313260, 6, 480, 470, 388, 317, 24, 1, 1, 1, 1, 1, 269, 1, 1, 1, 1, 0
470, 401, 412, 10313260, 6, 480, 438, 388, 317, 155, 1, 1, 1, 1, 0.136929, 269, 1, 1, 1, 1, 1
317, 401, 415, 10313260, 6, 104, 24, 115, 155, 224, 1, 0.971493, 0.752311, 0.604551, 0.608688, 269, 0, 0, 0, 0, 0
388, 401, 412, 10313583, 7, 24, 104, 167, 115, 218, 1, 1, 1, 0.634996, 1, 269, 0, 0, 0, 0, 0
438, 401, 412, 10313583, 7, 480, 470, 388, 317, 24, 1, 1, 1, 1, 1, 269, 1, 1, 1, 1, 0
480, 401, 412, 10313583, 7, 470, 438, 388, 317, 115, 1, 1, 1, 1, 0.967223, 269, 1, 1, 1, 1, 0
317, 401, 415, 10313583, 7, 104, 24, 115, 155, 224, 1, 0.971459, 0.752285, 0.604491, 0.608628, 269, 0, 0, 0, 0, 0
388, 401, 412, 10313984, 8, 24, 104, 167, 115, 218, 1, 1, 1, 0.634955, 1, 269, 0, 0, 0, 0, 0
438, 401, 412, 10313984, 8, 480, 470, 388, 317, 24, 1, 1, 1, 1, 1, 269, 1, 1, 1, 1, 0
470, 401, 412, 10313984, 8, 480, 438, 388, 317, 155, 1, 1, 1, 1, 0.136916, 269, 1, 1, 1, 1, 1
317, 401, 416, 10313984, 8, 104, 24, 115, 155, 224, 1, 0.971417, 0.752253, 0.604418, 0.608554, 269, 0, 0, 0, 0, 0
115, 398, 533, 10313984, 8, 79, 155, 232, 224, 308, 1, 1, 0.158827, 1, 0.188253, 269, 0, 0, 1, 0, 1
398, 587, 801, 10314262, 10, 6, 195, 220, 112, 245, 0.967587, 1, 0.936664, 1, 1, 269, 0, 0, 0, 0, 0
451, 587, 801, 10314262, 10, 478, 459, 398, 338, 483, 1, 0.970616, 1, 1, 1, 269, 1, 1, 1, 1, 1
459, 587, 801, 10314262, 10, 6, 195, 112, 109, 245, 0.966172, 1, 1, 0.845211, 1, 269, 0, 0, 0, 0, 0
478, 587, 801, 10314262, 10, 6, 195, 112, 245, 453, 0.967587, 1, 1, 1, 1, 269, 0, 0, 0, 0, 1
195, 646, 798, 10314262, 10, 6, 227, 252, 212, 134, 1, 0.431338, 0.433156, 0.159437, 0.120578, 269, 0, 0, 1, 1, 1
388, 401, 412, 10314385, 9, 24, 104, 167, 115, 218, 1, 1, 1, 0.634915, 1, 269, 0, 0, 0, 0, 0
438, 401, 412, 10314385, 9, 480, 470, 388, 317, 24, 1, 1, 1, 1, 1, 269, 1, 1, 1, 1, 0
480, 401, 412, 10314385, 9, 470, 438, 388, 317, 115, 1, 1, 1, 1, 0.96714, 269, 1, 1, 1, 1, 0
317, 401, 416, 10314385, 9, 104, 24, 115, 155, 224, 1, 0.971375, 0.75222, 0.604345, 0.608479, 269, 0, 0, 0, 0, 0
453, 612, 798, 10314598, 11, 6, 195, 112, 245, 252, 0.967552, 1, 1, 1, 0.322223, 269, 0, 0, 0, 0, 1
245, 619, 798, 10314598, 11, 6, 195, 112, 212, 252, 0.967552, 1, 0.967501, 0.274807, 0.214815, 269, 0, 0, 0, 1, 1
112, 601, 858, 10314598, 11, 320, 220, 109, 6, 10000000, 0.412672, 0.957129, 0.861247, 0.603833, 0, 269, 1, 0, 0, 0, 1
195, 646, 798, 10314598, 11, 6, 227, 252, 212, 134, 1, 0.431322, 0.433093, 0.159428, 0.120573, 269, 0, 0, 1, 1, 1
6, 685, 798, 10314598, 11, 227, 323, 252, 212, 57, 0.699452, 0.567146, 0.42963, 0.362859, 0.318537, 269, 0, 1, 1, 0, 0
388, 401, 412, 10314734, 10, 24, 104, 167, 115, 218, 1, 1, 1, 0.63488, 1, 269, 0, 0, 0, 0, 0
438, 401, 412, 10314734, 10, 480, 470, 388, 317, 24, 1, 1, 1, 1, 1, 269, 1, 1, 1, 1, 0
470, 401, 412, 10314734, 10, 480, 438, 388, 317, 155, 1, 1, 1, 1, 0.136901, 269, 1, 1, 1, 1, 1
317, 401, 416, 10314734, 10, 104, 24, 115, 155, 224, 1, 0.971338, 0.752192, 0.604281, 0.608415, 269, 0, 0, 0, 0, 0
388, 401, 412, 10315018, 11, 24, 104, 167, 115, 218, 1, 1, 1, 0.634851, 1, 269, 0, 0, 0, 0, 0
438, 401, 412, 10315018, 11, 480, 470, 388, 317, 24, 1, 1, 1, 1, 1, 269, 1, 1, 1, 1, 0
480, 401, 412, 10315018, 11, 470, 438, 388, 317, 115, 1, 1, 1, 1, 0.967074, 269, 1, 1, 1, 1, 0
317, 401, 416, 10315018, 11, 104, 24, 115, 155, 224, 1, 0.971309, 0.752169, 0.604229, 0.608362, 269, 0, 0, 0, 0, 0
323, 812, 798, 10315026, 12, 57, 69, 134, 212, 197, 1, 0.970709, 0.966409, 1, 0.722013, 269, 0, 0, 0, 0, 0
227, 822, 798, 10315026, 12, 57, 51, 69, 212, 256, 1, 0.797113, 0.862852, 1, 0.635119, 269, 0, 0, 0, 0, 1
212, 849, 798, 10315026, 12, 396, 350, 329, 231, 204, 0.790069, 0.753647, 0.608149, 0.440789, 0.137191, 269, 1, 1, 1, 1, 1
212, 849, 798, 10315297, 13, 396, 350, 329, 231, 204, 0.7899, 0.753608, 0.608099, 0.440736, 0.137186, 269, 1, 1, 1, 1, 1
57, 889, 798, 10315297, 13, 396, 350, 329, 231, 63, 1, 1, 0.948989, 0.70162, 0.215234, 269, 1, 1, 1, 1, 1
51, 920, 801, 10315297, 13, 231, 396, 329, 204, 63, 1, 1, 1, 0.862118, 0.753321, 269, 0, 1, 1, 0, 0
388, 401, 412, 10315354, 12, 24, 104, 167, 115, 218, 1, 1, 1, 0.634817, 1, 269, 0, 0, 0, 0, 0
438, 401, 412, 10315354, 12, 480, 470, 388, 317, 24, 1, 1, 1, 1, 1, 269, 1, 1, 1, 1, 0
470, 401, 412, 10315354, 12, 480, 438, 388, 317, 155, 1, 1, 1, 1, 0.13689, 269, 1, 1, 1, 1, 1
317, 401, 416, 10315354, 12, 104, 24, 115, 155, 224, 1, 0.971273, 0.752142, 0.604168, 0.6083, 269, 0, 0, 0, 0, 0
115, 398, 533, 10315354, 12, 79, 155, 232, 224, 308, 1, 1, 0.158793, 1, 0.188205, 269, 0, 0, 1, 0, 1
350, 987, 801, 10315568, 14, 101, 63, 204, 462, 231, 0.960707, 1, 1, 0.566666, 1, 269, 0, 0, 0, 1, 0
329, 1001, 812, 10315568, 14, 63, 204, 153, 441, 342, 0.968527, 1, 0.602362, 0.482645, 0.431174, 269, 0, 0, 0, 1, 1
388, 401, 412, 10315677, 13, 24, 104, 167, 115, 218, 1, 1, 1, 0.634785, 1, 269, 0, 0, 0, 0, 0
438, 401, 412, 10315677, 13, 480, 470, 388, 317, 24, 1, 1, 1, 1, 1, 269, 1, 1, 1, 1, 0
480, 401, 412, 10315677, 13, 470, 438, 388, 317, 115, 1, 1, 1, 1, 0.967006, 269, 1, 1, 1, 1, 0
317, 401, 416, 10315677, 13, 104, 24, 115, 155, 224, 1, 0.971239, 0.752116, 0.604109, 0.60824, 269, 0, 0, 0, 0, 0
388, 401, 412, 10316052, 14, 24, 104, 167, 115, 218, 1, 1, 1, 0.634747, 1, 269, 0, 0, 0, 0, 0
438, 401, 412, 10316052, 14, 480, 470, 388, 317, 24, 1, 1, 1, 1, 1, 269, 1, 1, 1, 1, 0
470, 401, 412, 10316052, 14, 480, 438, 388, 317, 155, 1, 1, 1, 1, 0.136877, 269, 1, 1, 1, 1, 1
