source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
154, 1, 47, 10299999, 1, 247, 164, 285, 11, 159, 0.363305, 0.137389, 0.120732, 1, 0.604142, 272, 1, 1, 1, 0, 0
11, 1, 81, 10300200, 2, 38, 170, 29, 159, 10000000, 0.107761, 0.726205, 0.969562, 0.724953, 0, 272, 1, 0, 0, 0, 1
159, -1, 151, 10300200, 2, 64, 32, 170, 207, 197, 1, 1, 1, 0.971631, 0.86198, 272, 0, 0, 0, 1, 0
29, -1, 115, 10312400, 3, 32, 170, 207, 168, 159, 0.969736, 0.971467, 0.862536, 0.137109, 0.971295, 272, 0, 0, 1, 1, 0
159, -1, 151, 10312400, 3, 64, 32, 170, 207, 197, 1, 1, 1, 0.970352, 0.860848, 272, 0, 0, 0, 1, 0
170, 1, 248, 10312400, 3, 168, 32, 64, 56, 10000000, 0.755035, 1, 0.547404, 0.752311, 0, 272, 0, 0, 0, 0, 1
32, 1, 281, 10316600, 4, 168, 43, 64, 10000000, 10000000, 0.965608, 0.766618, 0.647193, 0, 0, 272, 0, 0, 0, 1, 1
64, -1, 317, 10316600, 4, 245, 283, 157, 43, 168, 0.27431, 0.30317, 0.241536, 0.967117, 1, 272, 1, 1, 1, 0, 0
168, -1, 358, 10316601, 4, 245, 43, 236, 128, 50, 0.15903, 1, 0.273863, 0.120391, 0.824607, 272, 1, 0, 1, 1, 0
50, -1, 519, 10316989, 5, 283, 195, 210, 236, 128, 1, 0.322296, 0.158578, 0.860922, 0.536953, 272, 1, 1, 1, 1, 1
283, 1, 612, 10333189, 6, 34, 128, 195, 2, 236, 0.966723, 0.964836, 0.965209, 0.958389, 1, 272, 0, 0, 0, 0, 0
236, 19, 598, 10333460, 7, 34, 128, 103, 191, 10000000, 0.966695, 1, 0.684326, 0.215063, 0, 272, 0, 0, 0, 1, 1
128, 44, 598, 10333461, 7, 34, 103, 107, 191, 67, 0.966695, 0.636487, 0.361286, 0.231611, 0.120372, 272, 0, 0, 0, 1, 1
2, -1, 718, 10333461, 7, 299, 289, 262, 210, 189, 1, 1, 1, 0.861292, 0.753561, 272, 1, 1, 1, 1, 0
195, -1, 756, 10333461, 7, 210, 299, 262, 189, 289, 1, 1, 1, 0.861213, 0.968665, 272, 0, 1, 1, 0, 1
34, 79, 598, 10337661, 8, 103, 107, 191, 10000000, 10000000, 0.960051, 0.273438, 0.214966, 0, 0, 272, 0, 0, 1, 1, 1
