source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
180, 198, 153, 10299999, 1, 23, 126, 226, 267, 153, 0.969551, 1, 1, 1, 0.861449, 101, 0, 0, 0, 1, 0
267, 201, 212, 10300200, 2, 23, 27, 13, 153, 174, 0.96953, 0.971196, 0.698513, 1, 0.637852, 101, 0, 0, 0, 0, 0
226, 201, 218, 10300200, 2, 259, 265, 174, 23, 27, 0.478264, 0.275538, 0.84559, 1, 0.971196, 101, 1, 1, 0, 0, 0
126, 201, 244, 10300200, 2, 265, 259, 174, 13, 254, 1, 0.967598, 1, 0.797069, 0.242188, 101, 1, 1, 0, 0, 1
23, 201, 284, 10300200, 2, 265, 259, 174, 186, 13, 0.702813, 0.604749, 0.956778, 0.569046, 0.753947, 101, 1, 1, 0, 0, 0
13, 198, 315, 10300458, 3, 265, 65, 259, 239, 186, 1, 1, 1, 0.863354, 1, 101, 1, 0, 1, 1, 0
174, 198, 351, 10300458, 3, 65, 265, 186, 259, 254, 1, 1, 1, 1, 1, 101, 0, 1, 0, 1, 0
259, 198, 387, 10300458, 3, 45, 65, 172, 186, 251, 0.971847, 1, 1, 1, 1, 101, 0, 0, 0, 0, 0
265, 201, 412, 10300458, 3, 191, 65, 172, 45, 186, 0.189456, 1, 1, 0.863864, 1, 101, 1, 0, 0, 0, 0
186, 201, 446, 10300794, 4, 65, 45, 191, 10000000, 10000000, 0.968196, 0.755853, 0.27485, 0, 0, 101, 0, 0, 0, 1, 1
172, 247, 398, 10300795, 4, 18, 255, 45, 162, 198, 1, 0.760017, 1, 0.604498, 0.215588, 101, 0, 1, 0, 0, 1
65, 201, 485, 10300795, 4, 191, 67, 10000000, 10000000, 10000000, 0.56833, 0.323983, 0, 0, 0, 101, 0, 0, 1, 1, 1
45, 282, 398, 10308995, 5, 162, 18, 160, 24, 255, 0.944288, 1, 0.569224, 0.47697, 0.32307, 101, 0, 0, 0, 0, 1
18, 312, 401, 10308995, 5, 24, 160, 255, 198, 162, 0.966962, 1, 1, 0.969289, 1, 101, 0, 0, 1, 0, 0
162, 354, 401, 10308995, 5, 256, 24, 160, 104, 198, 1, 1, 1, 0.967752, 1, 101, 1, 0, 0, 0, 0
162, 354, 401, 10309266, 6, 256, 24, 160, 104, 198, 1, 1, 1, 0.967724, 1, 101, 1, 0, 0, 0, 0
255, 401, 415, 10309266, 6, 79, 24, 104, 160, 198, 0.107422, 0.966934, 1, 0.860803, 1, 101, 1, 0, 0, 0, 0
160, 444, 398, 10309266, 6, 24, 138, 53, 114, 10000000, 1, 0.687928, 0.755897, 0.214957, 0, 101, 0, 0, 0, 0, 1
24, 486, 398, 10313466, 7, 138, 53, 114, 21, 10000000, 0.969292, 0.971427, 0.159508, 0.107716, 0, 101, 0, 0, 1, 1, 1
53, 516, 401, 10313466, 7, 35, 114, 187, 21, 138, 1, 1, 0.537294, 0.754015, 1, 101, 0, 0, 1, 0, 0
138, 555, 401, 10313467, 7, 21, 114, 260, 35, 187, 0.861731, 0.96687, 0.548865, 0.861283, 0.85967, 101, 0, 0, 1, 0, 0
53, 516, 401, 10313724, 8, 35, 114, 187, 21, 138, 1, 1, 0.537279, 0.753994, 1, 101, 0, 0, 1, 0, 0
