source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,send_log
116, 159, 201, 10299999, 1, 27, 119, 23, 174, 143, 1, 1, 0.86175, 1, 0.647053, 115, 0
174, 181, 201, 10300200, 2, 71, 27, 23, 119, 137, 0.920101, 1, 1, 1, 0.609107, 115, 0
119, 201, 245, 10300200, 2, 195, 189, 165, 186, 23, 0.922749, 0.938799, 0.797532, 0.699305, 1, 115, 1
27, 284, 198, 10300200, 2, 88, 194, 141, 180, 177, 0.794798, 0.863445, 0.823603, 0.635466, 0.648433, 115, 1
141, 357, 201, 10300521, 3, 88, 105, 41, 180, 194, 1, 1, 0.861726, 1, 1, 115, 0
177, 379, 201, 10300521, 3, 41, 88, 109, 105, 49, 0.969441, 1, 0.874743, 1, 0.758249, 115, 0
194, 387, 201, 10300521, 3, 104, 41, 109, 88, 105, 1, 1, 0.917376, 1, 1, 115, 1
23, 201, 285, 10304521, 3, 165, 137, 13, 189, 195, 1, 0.823735, 0.862254, 0.645212, 0.539494, 115, 0
189, 198, 387, 10304521, 3, 45, 135, 65, 149, 186, 0.970068, 1, 1, 1, 1, 115, 1
105, 448, 198, 10304842, 4, 175, 88, 196, 109, 49, 0.869512, 1, 0.648193, 0.605143, 0.638827, 115, 0
41, 401, 287, 10304843, 4, 104, 10000000, 10000000, 10000000, 10000000, 0.963252, 0, 0, 0, 0, 115, 1
88, 495, 198, 10304843, 4, 196, 175, 109, 124, 49, 0.972289, 0.965757, 0.95707, 0.75998, 0.638827, 115, 0
109, 553, 201, 10304843, 4, 196, 124, 102, 175, 47, 1, 1, 0.97071, 1, 0.27505, 115, 1
186, 201, 419, 10308842, 4, 45, 65, 135, 149, 154, 0.861881, 1, 0.970265, 1, 0.234745, 115, 0
135, 247, 398, 10308842, 4, 18, 45, 10000000, 10000000, 10000000, 0.844091, 1, 0, 0, 0, 115, 1
149, 201, 446, 10308842, 4, 65, 45, 67, 10000000, 10000000, 1, 0.646411, 0.189503, 0, 0, 115, 0
65, 201, 486, 10308843, 4, 154, 67, 10000000, 10000000, 10000000, 0.938979, 1, 0, 0, 0, 115, 1
104, 398, 346, 10309164, 5, 24, 18, 96, 10000000, 10000000, 0.537462, 0.537158, 0.137065, 0, 0, 115, 1
45, 283, 398, 10313163, 5, 18, 24, 10000000, 10000000, 10000000, 1, 0.464451, 0, 0, 0, 115, 0
18, 314, 401, 10313164, 5, 24, 104, 53, 107, 10000000, 0.967016, 0.482134, 0.323352, 0.10774, 0, 115, 1
175, 581, 201, 10313164, 5, 47, 150, 196, 124, 10000000, 0.483252, 0.159374, 1, 1, 0, 115, 0
196, 587, 201, 10313164, 5, 150, 47, 21, 10000000, 10000000, 0.566399, 0.567551, 0.158833, 0, 0, 115, 1
124, 648, 198, 10313164, 5, 10000000, 10000000, 10000000, 10000000, 10000000, 0, 0, 0, 0, 0, 115, 0
24, 486, 398, 10313485, 6, 131, 53, 35, 107, 10000000, 0.859684, 1, 0.647584, 0.323207, 0, 115, 1
47, 598, 316, 10313485, 6, 21, 150, 107, 85, 131, 0.967682, 1, 0.646415, 0.465468, 0.537302, 115, 0
150, 598, 359, 10313485, 6, 21, 85, 107, 131, 35, 1, 0.698202, 0.754151, 0.752223, 0.647584, 115, 1
53, 514, 401, 10313806, 7, 107, 35, 21, 131, 150, 1, 1, 0.752616, 1, 0.645678, 115, 0
131, 553, 401, 10313806, 7, 21, 107, 35, 81, 85, 0.860132, 1, 1, 0.877365, 0.215582, 115, 1
21, 601, 486, 10313807, 7, 179, 117, 85, 4, 10000000, 0.859779, 0.846648, 0.844905, 0, 0, 115, 1
85, 598, 515, 10313807, 7, 179, 117, 115, 84, 16, 1, 1, 0.537894, 0.431629, 0.429563, 115, 0
107, 644, 398, 10314128, 8, 21, 10000000, 10000000, 10000000, 10000000, 0.645077, 0, 0, 0, 0, 115, 1
81, 718, 401, 10314128, 8, 35, 107, 10000000, 10000000, 10000000, 0.953657, 0.861827, 0, 0, 0, 115, 0
85, 598, 515, 10314128, 8, 179, 117, 115, 84, 16, 1, 1, 0.537875, 0.431614, 0.429548, 115, 0
117, 598, 551, 10314128, 8, 179, 115, 84, 10000000, 10000000, 1, 0.753026, 0.539517, 0, 0, 115, 0
179, 598, 580, 10314128, 8, 115, 84, 10000000, 10000000, 10000000, 0.968176, 0.755324, 0, 0, 0, 115, 1
4, 601, 692, 10314129, 8, 179, 117, 115, 85, 16, 1, 1, 0.64545, 0.754509, 0.751709, 115, 0
154, 201, 645, 10317164, 5, 10000000, 10000000, 10000000, 10000000, 10000000, 0, 0, 0, 0, 0, 115, 0
7, 290, -1, 11299999, 1, 62, 10000000, 10000000, 10000000, 10000000, 0.864848, 0, 0, 0, 0, 94, 0
62, 307, 1, 11300200, 2, 61, 48, 5, 100, 125, 1, 0.860909, 0.756751, 0.107866, 0.107819, 94, 1
110, 201, 74, 12299999, 1, 143, 98, 60, 119, 10000000, 1, 1, 0.969393, 0.24187, 0, 19, 0
60, 198, 73, 12300200, 2, 119, 23, 143, 174, 98, 1, 0.971742, 1, 0.753723, 0.972023, 19, 0
98, 201, 99, 12300200, 2, 23, 143, 119, 10000000, 10000000, 0.772082, 0.846555, 0.57049, 0, 0, 19, 0
143, 198, 129, 12300200, 2, 23, 119, 174, 116, 137, 1, 1, 0.861398, 0.646891, 0.483492, 19, 1
119, 201, 272, 12300521, 3, 189, 186, 137, 165, 195, 0.9583, 0.794875, 1, 0.846467, 0.761691, 19, 1
137, 198, 324, 12304842, 4, 65, 149, 186, 195, 189, 1, 1, 1, 1, 1, 19, 0
165, 198, 361, 12304842, 4, 65, 149, 186, 195, 135, 1, 1, 1, 1, 0.860344, 19, 0
189, 198, 384, 12304843, 4, 65, 135, 149, 45, 186, 1, 1, 1, 0.863832, 1, 19, 1
195, 201, 415, 12304843, 4, 65, 135, 149, 45, 186, 1, 1, 1, 0.755853, 1, 19, 0
186, 201, 434, 12304843, 4, 65, 149, 45, 135, 154, 1, 1, 0.755853, 0.860343, 0.159848, 19, 0
186, 201, 434, 12305164, 5, 65, 149, 45, 135, 154, 1, 1, 0.755826, 0.860314, 0.15984, 19, 0
149, 201, 472, 12305164, 5, 154, 65, 67, 10000000, 10000000, 0.766678, 1, 0.137489, 0, 0, 19, 0
65, 201, 512, 12305164, 5, 154, 67, 10000000, 10000000, 10000000, 0.959039, 0.435623, 0, 0, 0, 19, 1
154, 201, 672, 12305485, 6, 10000000, 10000000, 10000000, 10000000, 10000000, 0, 0, 0, 0, 0, 19, 0
160, 81, 198, 13299999, 1, 71, 174, 56, 116, 10000000, 1, 0.964283, 1, 0.754627, 0, 87, 0
116, 122, 201, 13300200, 2, 27, 141, 119, 174, 23, 0.968763, 0.909124, 0.863083, 1, 0.646109, 87, 0
56, 127, 198, 13300200, 2, 71, 174, 27, 119, 116, 1, 1, 0.318467, 0.107885, 1, 87, 0
174, 157, 201, 13300200, 2, 141, 27, 119, 23, 194, 0.796777, 0.861122, 0.970968, 0.861479, 0.540468, 87, 1
141, 317, 201, 13304521, 3, 105, 180, 49, 88, 194, 1, 1, 0.917123, 0.862319, 1, 87, 1
194, 380, 201, 13304842, 4, 88, 109, 105, 41, 104, 1, 0.956249, 1, 1, 0.950051, 87, 0
49, 477, 201, 13304843, 4, 124, 196, 175, 86, 88, 0.970635, 1, 1, 0.75748, 1, 87, 0
105, 491, 198, 13304843, 4, 175, 196, 88, 109, 124, 0.943371, 0.860461, 1, 0.843472, 0.121017, 87, 1
109, 511, 201, 13305164, 5, 124, 86, 102, 196, 175, 1, 0.958587, 0.860055, 1, 1, 87, 0
88, 539, 198, 13305164, 5, 86, 124, 196, 175, 102, 1, 0.847087, 1, 1, 0.137554, 87, 0
175, 558, 201, 13305164, 5, 102, 124, 86, 157, 196, 1, 1, 0.821743, 0.634863, 1, 87, 1
196, 578, 201, 13305164, 5, 102, 124, 86, 157, 47, 1, 1, 0.757434, 0.64779, 0.60402, 87, 0
124, 684, 198, 13305165, 5, 157, 173, 102, 86, 106, 1, 0.881091, 1, 1, 0.436442, 87, 0
