source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
38, 108, 1, 10299999, 1, 7, 170, 235, 266, 365, 0.969582, 1, 1, 1, 1, 57, 0, 0, 0, 0, 1
365, 212, -1, 10300200, 2, 7, 149, 123, 320, 62, 1, 0.757858, 1, 0.698659, 0.75329, 57, 0, 0, 0, 1, 0
266, 219, -1, 10300200, 2, 373, 320, 48, 158, 62, 0.304416, 0.137249, 0.120746, 0.274025, 0.860903, 57, 1, 1, 1, 1, 0
170, 248, -1, 10300200, 2, 254, 373, 5, 62, 158, 0.771122, 0.687437, 0, 0.966278, 0.411038, 57, 1, 1, 1, 0, 1
62, 319, 1, 10304400, 3, 5, 156, 254, 373, 320, 0.968129, 1, 1, 1, 1, 57, 0, 0, 0, 1, 1
373, 401, 12, 10304400, 3, 48, 158, 5, 325, 138, 0.970381, 1, 0.968129, 0.549247, 0.538718, 57, 0, 0, 0, 1, 0
158, 401, 41, 10308601, 4, 260, 378, 48, 325, 100, 0.752817, 0.701447, 0.969941, 0.646523, 0.754052, 57, 0, 1, 0, 1, 0
48, 401, 79, 10308601, 4, 378, 100, 260, 138, 118, 0.795806, 1, 0.752817, 0.753864, 0.538185, 57, 1, 0, 0, 0, 0
138, 398, 157, 10308601, 4, 224, 41, 118, 356, 314, 0.885049, 1, 1, 1, 1, 57, 0, 0, 0, 1, 1
100, 398, 115, 10308950, 5, 118, 356, 314, 41, 378, 0.968697, 1, 1, 0.862211, 1, 57, 0, 1, 1, 0, 1
138, 398, 157, 10308950, 5, 224, 41, 118, 356, 314, 0.884912, 1, 1, 1, 1, 57, 0, 0, 0, 1, 1
260, 398, 178, 10308950, 5, 335, 116, 41, 118, 117, 1, 0.931734, 1, 1, 0.968908, 57, 1, 0, 0, 0, 0
378, 398, 187, 10308950, 5, 41, 118, 117, 88, 356, 1, 1, 1, 0.859769, 1, 57, 0, 0, 0, 0, 1
118, 401, 245, 10308950, 5, 300, 224, 116, 217, 41, 1, 0.937573, 0.956079, 0.774328, 1, 57, 1, 0, 0, 0, 0
356, 412, 198, 10309221, 6, 41, 88, 118, 117, 49, 1, 1, 1, 1, 0.6462, 57, 0, 0, 0, 0, 0
