source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
274, 181, 1, 10299999, 1, 466, 98, 7, 124, 171, 1, 1, 1, 1, 1, 231, 1, 0, 0, 0, 0
124, 201, 49, 10300200, 2, 365, 267, 335, 98, 253, 0.55122, 0.241664, 0.363407, 1, 0.567294, 231, 1, 1, 1, 0, 0
171, 248, -1, 10300200, 2, 341, 380, 303, 5, 7, 0.922017, 0.860348, 0.753315, 0, 1, 231, 1, 1, 1, 1, 0
98, 201, 76, 10300200, 2, 23, 365, 253, 408, 335, 0.914953, 0.645917, 0.703299, 0.411549, 0.379614, 231, 0, 1, 0, 1, 1
365, 198, 187, 10304400, 3, 194, 27, 13, 160, 133, 1, 1, 0.872766, 1, 1, 231, 0, 0, 0, 0, 0
253, 201, 218, 10304400, 3, 472, 403, 458, 494, 486, 0.793926, 0.478551, 0.411533, 0.323619, 0.323245, 231, 1, 1, 1, 1, 1
160, 243, 198, 10308600, 4, 71, 332, 27, 454, 198, 0.965801, 0.754724, 1, 0.68583, 0.685723, 231, 0, 1, 0, 1, 0
133, 201, 245, 10308600, 4, 406, 486, 458, 481, 327, 0.8791, 0.646197, 0.602237, 0.604571, 0.483549, 231, 1, 1, 1, 1, 1
27, 277, 198, 10308600, 4, 454, 226, 332, 428, 322, 1, 0.822412, 0.646906, 0.646215, 0.603942, 231, 1, 1, 1, 1, 1
194, 198, 351, 10308601, 4, 421, 357, 467, 481, 472, 1, 1, 0.971582, 1, 1, 231, 1, 1, 1, 1, 1
357, 187, 401, 10309054, 5, 45, 356, 391, 223, 189, 0.967715, 0.773964, 0.766762, 0.912385, 0.966856, 231, 0, 1, 1, 0, 0
421, 187, 401, 10309054, 5, 45, 189, 65, 206, 278, 0.967715, 0.966856, 0.967744, 1, 1, 231, 0, 0, 0, 0, 0
467, 187, 401, 10309054, 5, 45, 189, 65, 206, 18, 0.967715, 0.966856, 0.967744, 1, 0.698673, 231, 0, 0, 0, 0, 0
472, 201, 412, 10309054, 5, 45, 189, 65, 206, 278, 0.967715, 0.966856, 0.967744, 1, 1, 231, 0, 0, 0, 0, 0
481, 201, 412, 10309054, 5, 319, 45, 189, 65, 206, 0.604058, 0.860191, 0.966856, 0.967744, 0.971487, 231, 1, 0, 0, 0, 0
278, 219, 398, 10309455, 6, 45, 18, 189, 480, 65, 0.967674, 0.755276, 1, 0.550268, 0.86018, 231, 0, 0, 0, 1, 0
206, 201, 446, 10309455, 6, 280, 319, 223, 45, 65, 0.441717, 0.859813, 0.846855, 0.752635, 0.967702, 231, 1, 1, 0, 0, 0
189, 248, 398, 10309455, 6, 443, 45, 470, 480, 282, 0.872297, 0.967674, 0.550296, 0.550268, 0.550558, 231, 1, 0, 1, 1, 0
65, 201, 486, 10309455, 6, 319, 223, 113, 280, 67, 0.949261, 0.754945, 0.824569, 0.538295, 0.465331, 231, 1, 0, 0, 0, 0
45, 283, 398, 10309455, 6, 360, 480, 356, 169, 282, 1, 0.920394, 0.931087, 1, 0.843103, 231, 1, 1, 1, 0, 0
169, 354, 401, 10309895, 7, 24, 167, 104, 218, 317, 1, 1, 0.970015, 1, 1, 231, 0, 0, 0, 0, 1
282, 379, 401, 10309895, 7, 53, 24, 104, 167, 218, 1, 1, 1, 1, 0.971118, 231, 0, 0, 0, 0, 0
356, 387, 401, 10309896, 7, 431, 24, 378, 104, 167, 1, 1, 0.769552, 1, 1, 231, 1, 0, 1, 0, 0
480, 401, 412, 10309896, 7, 443, 412, 360, 317, 155, 1, 1, 1, 1, 0.241992, 231, 1, 1, 1, 1, 1
360, 412, 398, 10309896, 7, 368, 145, 24, 53, 104, 0.912855, 0.916779, 1, 0.793548, 1, 231, 1, 0, 0, 0, 0
104, 401, 467, 10310167, 8, 224, 115, 24, 155, 79, 0.547864, 0.602256, 0.647879, 0.273975, 0.159394, 231, 0, 0, 0, 1, 0
24, 485, 398, 10310167, 8, 145, 121, 455, 378, 368, 0.948686, 0.696687, 0.685036, 0.634685, 0.602642, 231, 0, 0, 1, 1, 1
53, 516, 401, 10310167, 8, 35, 121, 368, 290, 455, 1, 1, 1, 0.967514, 1, 231, 0, 0, 1, 0, 1
145, 555, 401, 10310167, 8, 450, 435, 379, 188, 35, 1, 1, 1, 0.274176, 1, 231, 1, 1, 1, 1, 0
332, 387, 201, 10312801, 5, 41, 88, 117, 118, 49, 1, 0.96979, 1, 1, 0.724277, 231, 0, 0, 0, 0, 0
428, 387, 201, 10312801, 5, 41, 88, 118, 117, 228, 1, 0.96979, 1, 0.966473, 0.646955, 231, 0, 0, 0, 0, 1
454, 387, 201, 10312801, 5, 218, 420, 41, 88, 384, 1, 1, 1, 0.96979, 0.791059, 231, 0, 1, 0, 0, 1
322, 412, 198, 10312801, 5, 291, 49, 244, 88, 41, 1, 0.971549, 0.863393, 1, 1, 231, 0, 0, 0, 0, 0
88, 495, 198, 10313176, 6, 138, 291, 123, 420, 334, 1, 1, 0.963049, 0.724581, 0.686877, 231, 0, 0, 0, 1, 1
420, 587, 201, 10313176, 6, 379, 294, 114, 102, 47, 0.909663, 0.915452, 1, 1, 0.756354, 231, 1, 0, 0, 0, 0
379, 598, 387, 10314367, 9, 21, 180, 121, 35, 290, 0.971144, 1, 1, 0.862198, 1, 231, 0, 0, 0, 0, 0
435, 598, 387, 10314367, 9, 353, 85, 21, 180, 121, 1, 0.948271, 0.971144, 1, 1, 231, 1, 0, 0, 0, 0
450, 598, 387, 10314367, 9, 85, 21, 180, 121, 35, 0.952944, 0.971144, 1, 1, 0.862198, 231, 0, 0, 0, 0, 0
35, 683, 398, 10314367, 9, 387, 407, 93, 328, 469, 0.931285, 0.753915, 0.777279, 0.605294, 0.5393, 231, 1, 1, 0, 1, 1
121, 642, 398, 10314703, 10, 469, 328, 407, 387, 93, 0.956871, 0.936035, 0.688211, 0.465606, 0.120874, 231, 1, 1, 1, 1, 1
