source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r
280, 13, -1, 10000000, 1, 286, 738, 702, 8, 11, 1, 1, 0.803245, 1, 1
8, 76, -1, 10000200, 2, 702, 379, 282, 586, 516, 1, 1, 1, 1, 1
516, 187, 1, 10012400, 3, 400, 62, 98, 7, 126, 1, 1, 1, 1, 0.999676
586, 187, 1, 10012400, 3, 835, 488, 782, 673, 98, 1, 1, 1, 1, 1
379, 201, 12, 10012400, 3, 871, 60, 98, 7, 202, 1, 1, 1, 1, 0.667389
282, 218, -1, 10012400, 3, 429, 7, 415, 62, 98, 1, 1, 0.716375, 0.751705, 0.891162
98, 201, 73, 10016851, 4, 135, 863, 604, 370, 488, 1, 1, 1, 1, 0.997399
7, 276, -1, 10016851, 4, 493, 673, 652, 429, 315, 1, 0.999615, 1, 1, 1
60, 198, 110, 10016851, 4, 23, 265, 835, 604, 452, 1, 1, 1, 1, 0.99915
452, 212, 198, 10021051, 5, 802, 71, 23, 27, 610, 0.999261, 1, 1, 1, 0.66609
315, 383, 1, 10029051, 5, 61, 48, 159, 161, 844, 1, 0.887972, 1, 0.889321, 1
493, 401, 12, 10029051, 5, 443, 100, 48, 5, 703, 1, 0.997227, 0.887972, 0.886333, 0.498413
673, 401, 12, 10029051, 5, 100, 48, 609, 161, 5, 0.801729, 0.887972, 0.599051, 1, 0.775541
429, 412, -1, 10029051, 5, 204, 48, 5, 409, 161, 0.998499, 0.998969, 0.886333, 0.663656, 1
652, 412, -1, 10029051, 5, 707, 682, 409, 48, 61, 0.993605, 0.889778, 0.801007, 0.998969, 0.855458
48, 401, 73, 10029452, 6, 683, 327, 784, 498, 542, 1, 0.747263, 0.748186, 0.750269, 0.666408
100, 398, 119, 10029453, 6, 41, 327, 784, 703, 443, 1, 1, 1, 1, 1
703, 401, 212, 10029453, 6, 772, 565, 41, 88, 117, 1, 0.985202, 1, 0.88609, 1
443, 401, 212, 10033653, 7, 565, 41, 117, 116, 118, 0.981142, 0.99691, 1, 0.626264, 0.997698
703, 401, 212, 10033653, 7, 772, 565, 41, 88, 117, 1, 0.981142, 1, 0.885678, 1
784, 401, 212, 10033653, 7, 342, 816, 41, 88, 117, 0.996374, 1, 0.99691, 0.885678, 1
327, 401, 218, 10033653, 7, 468, 41, 88, 116, 117, 1, 1, 0.885678, 0.667285, 1
27, 273, 198, 10037251, 6, 443, 784, 664, 258, 580, 0.999367, 0.997294, 0.987868, 0.853979, 0.801226
23, 201, 281, 10037251, 6, 340, 368, 854, 817, 13, 1, 0.856011, 0.858559, 0.854202, 1
71, 326, 201, 10037252, 6, 117, 327, 236, 88, 802, 0.999597, 1, 1, 0.885325, 1
117, 446, 198, 10037853, 8, 500, 125, 49, 88, 256, 0.854658, 0.747343, 0.798812, 0.885266, 0.570796
41, 401, 284, 10037853, 8, 224, 342, 655, 834, 468, 1, 0.995401, 0.997354, 0.993896, 0.858155
802, 401, 212, 10041452, 7, 772, 41, 116, 117, 88, 0.970546, 1, 0.750783, 1, 0.774299
327, 401, 219, 10041452, 7, 468, 41, 116, 88, 117, 1, 1, 0.777824, 0.884914, 1
236, 420, 198, 10041452, 7, 500, 125, 49, 88, 117, 1, 0.998582, 1, 0.995528, 0.996466
117, 446, 198, 10041452, 7, 500, 125, 49, 88, 256, 0.85422, 0.747008, 0.798238, 0.884914, 0.570503
88, 491, 198, 10041452, 7, 102, 303, 657, 500, 353, 1, 0.988081, 1, 1, 0.857888
88, 491, 198, 10041866, 8, 102, 303, 657, 500, 353, 1, 0.987879, 1, 1, 0.857837
49, 516, 201, 10041866, 8, 140, 235, 353, 303, 423, 1, 0.995651, 0.996765, 1, 0.999224
125, 556, 201, 10041866, 8, 114, 140, 235, 353, 303, 0.99843, 1, 0.995651, 0.996765, 1
256, 582, 201, 10041866, 8, 114, 140, 235, 711, 102, 0.99843, 0.995854, 0.995651, 0.598663, 0.888232
500, 587, 201, 10041866, 8, 711, 864, 288, 86, 114, 1, 1, 1, 0.994023, 0.887494
655, 401, 412, 10042054, 9, 115, 24, 104, 786, 169, 0.998833, 0.886701, 0.995473, 0.664701, 0.88899
342, 401, 414, 10042054, 9, 115, 24, 104, 169, 701, 0.83261, 0.886701, 0.995473, 0.88899, 0.598553
224, 401, 429, 10042054, 9, 741, 104, 115, 24, 230, 0.663985, 0.995473, 0.666088, 0.775864, 0.599773
114, 601, 259, 10042164, 9, 711, 515, 306, 182, 47, 0.999266, 0.988624, 0.997072, 0.799834, 0.997735
104, 401, 464, 10042364, 10, 741, 569, 157, 230, 701, 1, 1, 0.747437, 0.833091, 0.798022
115, 398, 536, 10042364, 10, 79, 324, 748, 710, 620, 0.998204, 0.997574, 1, 1, 1
230, 398, 570, 10042364, 10, 79, 324, 157, 748, 710, 0.998204, 0.997574, 0.999699, 1, 1
117, 446, 198, 10045652, 8, 500, 125, 49, 88, 256, 0.853709, 0.746618, 0.79757, 0.884503, 0.570161
41, 401, 284, 10045652, 8, 104, 224, 342, 655, 834, 0.989954, 0.999474, 0.992831, 0.995419, 0.991335
116, 398, 351, 10045652, 8, 104, 224, 342, 720, 492, 0.995077, 1, 1, 1, 1
13, 198, 318, 10045737, 7, 65, 209, 290, 649, 613, 1, 0.996235, 1, 1, 0.998985
817, 198, 387, 10045737, 7, 568, 457, 45, 191, 65, 1, 0.995699, 0.996946, 1, 0.996162
854, 198, 387, 10045737, 7, 851, 45, 113, 191, 65, 0.991159, 0.996946, 1, 1, 0.996162
340, 201, 417, 10045737, 7, 568, 45, 191, 65, 778, 1, 0.996946, 1, 0.996162, 0.666968
191, 245, 398, 10046367, 8, 777, 772, 295, 720, 171, 1, 1, 0.990527, 0.9964, 0.999208
65, 201, 482, 10046367, 8, 217, 740, 818, 568, 746, 1, 0.992152, 0.980532, 0.994193, 0.888017
778, 198, 587, 10046367, 8, 107, 233, 311, 411, 350, 0.998107, 0.997492, 0.984139, 0.971742, 1
230, 398, 570, 10046685, 11, 79, 324, 157, 748, 710, 0.997725, 0.997096, 0.999219, 1, 1
569, 398, 587, 10046685, 11, 165, 96, 108, 324, 79, 0.998017, 0.884577, 1, 0.997096, 0.886867
701, 398, 587, 10046685, 11, 774, 465, 231, 165, 79, 1, 0.990252, 0.990037, 0.887126, 1
741, 398, 587, 10046685, 11, 96, 165, 349, 79, 324, 0.995149, 0.998017, 1, 0.997725, 0.997096
324, 417, 598, 10047112, 12, 614, 16, 96, 165, 289, 0.991887, 0.870672, 0.995102, 1, 0.49851
