source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
60, 198, 105, 10299999, 1, 23, 133, 253, 408, 243, 0.968374, 1, 1, 1, 0.861509, 212, 0, 0, 0, 1, 1, 1
408, 201, 212, 10300200, 2, 23, 27, 133, 160, 13, 0.968353, 0.968835, 1, 1, 0.723139, 212, 0, 0, 0, 0, 0, 0
253, 201, 218, 10300200, 2, 472, 403, 458, 494, 486, 0.796582, 0.478872, 0.411771, 0.323766, 0.323391, 212, 1, 1, 1, 1, 1, 0
133, 201, 244, 10300200, 2, 406, 486, 481, 458, 327, 0.882358, 0.646782, 0.60611, 0.602847, 0.484041, 212, 1, 1, 1, 1, 1, 0
23, 201, 284, 10300200, 2, 234, 458, 494, 472, 327, 1, 0.759272, 0.755453, 0.723741, 0.688457, 212, 0, 1, 1, 1, 1, 1
234, 198, 379, 10300510, 3, 65, 113, 189, 45, 206, 0.968634, 0.883209, 0.967744, 0.860982, 0.972384, 212, 0, 0, 0, 0, 0, 1
327, 198, 387, 10300510, 3, 223, 45, 65, 189, 319, 1, 0.968605, 0.968634, 0.967744, 0.797949, 212, 0, 0, 0, 0, 1, 0
458, 198, 387, 10300510, 3, 45, 65, 189, 206, 278, 0.968605, 0.968634, 0.967744, 1, 1, 212, 0, 0, 0, 0, 0, 0
494, 198, 387, 10300510, 3, 45, 189, 206, 65, 278, 0.968605, 0.967744, 1, 0.861008, 1, 212, 0, 0, 0, 0, 0, 0
472, 201, 412, 10300511, 3, 45, 65, 189, 206, 113, 0.968605, 0.968634, 0.967744, 1, 0.635617, 212, 0, 0, 0, 0, 0, 0
206, 201, 446, 10300938, 4, 280, 319, 223, 65, 45, 0.443385, 0.8606, 0.847728, 0.96859, 0.753325, 212, 1, 1, 0, 0, 0, 0
65, 201, 485, 10300938, 4, 319, 223, 113, 280, 67, 0.950798, 0.755639, 0.825535, 0.538789, 0.466255, 212, 1, 0, 0, 0, 0, 1
113, 198, 532, 10301235, 5, 67, 211, 280, 179, 319, 0.972438, 0.968613, 1, 0.770517, 1, 212, 0, 0, 0, 0, 1, 0
223, 198, 564, 10301235, 5, 185, 433, 67, 107, 10, 0.12109, 0.241054, 1, 0.75333, 0.910745, 212, 1, 1, 0, 0, 0, 0
319, 198, 584, 10301235, 5, 107, 299, 250, 345, 137, 0.968567, 0.158896, 0.189001, 0.159675, 0.188838, 212, 0, 1, 1, 1, 1, 1
280, 201, 618, 10301235, 5, 376, 433, 299, 250, 107, 0.469592, 0.318908, 0.274858, 0.412115, 0.968567, 212, 1, 1, 1, 1, 0, 0
177, 1, 260, 11299999, 1, 369, 32, 192, 64, 56, 1, 1, 0.570136, 0.799585, 0.753786, 199, 1, 0, 0, 0, 0, 0
32, 1, 297, 11300200, 2, 369, 286, 175, 192, 64, 0.844365, 1, 1, 0.548028, 0.754818, 199, 1, 0, 0, 0, 0, 0
64, -1, 305, 11300200, 2, 43, 369, 192, 318, 286, 0.971058, 1, 1, 0.969824, 1, 199, 0, 1, 0, 1, 0, 0
369, -1, 386, 11300200, 2, 202, 110, 43, 50, 222, 1, 1, 1, 0.917326, 1, 199, 0, 0, 0, 0, 0, 1
222, 38, 398, 11300536, 3, 158, 83, 266, 110, 467, 0.965422, 0.963981, 0.726223, 1, 0.646048, 199, 0, 0, 0, 0, 1, 1
43, 1, 488, 11300536, 3, 349, 488, 461, 410, 446, 1, 0.963356, 1, 1, 0.91763, 199, 1, 1, 1, 1, 1, 1
50, -1, 508, 11300536, 3, 446, 414, 349, 488, 476, 1, 1, 1, 0.968345, 1, 199, 1, 1, 1, 1, 1, 0
410, -1, 587, 11308737, 4, 34, 135, 28, 263, 394, 1, 1, 1, 1, 0.771841, 199, 0, 0, 0, 0, 1, 0
461, -1, 587, 11308737, 4, 34, 135, 28, 263, 164, 1, 1, 1, 1, 1, 199, 0, 0, 0, 0, 0, 0
446, 1, 612, 11308737, 4, 34, 434, 135, 28, 2, 0.969912, 1, 1, 1, 0.964523, 199, 0, 1, 0, 0, 0, 0
488, 1, 612, 11308737, 4, 34, 135, 28, 263, 164, 0.862144, 1, 1, 1, 1, 199, 0, 0, 0, 0, 0, 0
349, 1, 612, 11308737, 4, 34, 135, 28, 263, 164, 0.862144, 1, 1, 1, 1, 199, 0, 0, 0, 0, 0, 1
263, 25, 598, 11309190, 5, 34, 190, 135, 103, 28, 1, 0.821274, 1, 0.752765, 0.752583, 199, 0, 0, 0, 0, 0, 0
164, 1, 655, 11309190, 5, 247, 34, 279, 2, 28, 0.937448, 0.754339, 0.756859, 1, 1, 199, 0, 0, 0, 0, 0, 0
