source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r
23, 201, 280, 10000000, 1, 242, 565, 350, 344, 443, 1, 0.806739, 0.805557, 0.758745, 0.628147
242, 198, 381, 10000200, 2, 65, 191, 45, 414, 574, 1, 1, 0.889782, 1, 1
344, 198, 387, 10000200, 2, 492, 45, 65, 191, 414, 1, 1, 1, 1, 1
443, 198, 387, 10000200, 2, 45, 65, 191, 286, 331, 1, 1, 1, 1, 0.672478
565, 201, 412, 10000200, 2, 45, 65, 191, 113, 492, 1, 1, 1, 0.602193, 0.574348
574, 201, 412, 10000575, 3, 65, 45, 191, 331, 226, 1, 0.889745, 1, 0.668368, 0.669739
65, 201, 481, 10000575, 3, 331, 492, 113, 419, 288, 1, 0.878643, 0.757313, 0.669169, 0.602685
113, 198, 535, 10001620, 4, 67, 214, 288, 337, 492, 1, 1, 1, 0.889749, 1
331, 198, 585, 10001620, 4, 470, 107, 230, 337, 67, 1, 0.888797, 0.889052, 1, 0.889687
419, 198, 587, 10001620, 4, 393, 181, 107, 67, 230, 1, 1, 0.888797, 1, 0.889052
492, 198, 587, 10001620, 4, 107, 67, 230, 337, 288, 0.888797, 1, 0.889052, 1, 1
288, 201, 617, 10001620, 4, 107, 67, 230, 10, 181, 0.888797, 1, 0.889052, 0.778771, 0.668398
337, 214, 598, 10001995, 5, 20, 107, 185, 230, 67, 0.668392, 0.88876, 0.557655, 1, 0.876715
230, 233, 598, 10001995, 5, 20, 107, 408, 185, 157, 1, 0.999855, 0.375495, 0.334593, 0.286869
67, 201, 686, 10001995, 5, 480, 519, 107, 181, 393, 1, 1, 0.777665, 0.758162, 0.750941
107, 265, 598, 10010195, 6, 325, 185, 20, 484, 320, 1, 0.603551, 0.667782, 0.503672, 0.502466
20, 317, 601, 10014395, 7, 96, 484, 408, 334, 325, 1, 1, 1, 1, 1
185, 358, 601, 10014395, 7, 96, 165, 79, 157, 484, 1, 1, 0.999263, 0.999546, 1
325, 382, 601, 10014396, 7, 96, 165, 157, 484, 408, 0.890793, 1, 0.999546, 1, 1
320, 417, 598, 10014396, 7, 96, 318, 16, 165, 398, 1, 0.667132, 0.666647, 1, 0.504422
408, 412, 598, 10014849, 8, 96, 16, 176, 165, 79, 1, 0.716734, 0.603896, 1, 0.888189
484, 412, 598, 10014849, 8, 96, 165, 398, 16, 318, 1, 1, 0.496608, 0.556251, 0.500673
157, 401, 635, 10014849, 8, 336, 96, 165, 79, 413, 1, 0.890748, 1, 0.999212, 0.663436
165, 444, 598, 10014849, 8, 486, 96, 16, 176, 318, 1, 1, 0.802017, 0.668414, 0.625842
96, 480, 598, 10014849, 8, 407, 318, 176, 312, 16, 1, 0.999809, 1, 0.669497, 0.778751
16, 513, 601, 10015198, 9, 84, 285, 407, 467, 318, 1, 0.998642, 1, 1, 1
176, 556, 601, 10015198, 9, 84, 189, 131, 4, 312, 1, 1, 1, 0.887973, 1
318, 581, 601, 10015198, 9, 84, 189, 131, 4, 285, 1, 1, 1, 0.887973, 1
407, 587, 601, 10015198, 9, 208, 84, 189, 131, 4, 1, 1, 1, 1, 0.887973
189, 601, 643, 10015573, 10, 437, 4, 208, 576, 348, 1, 0.998928, 0.714961, 0.669265, 0.667576
131, 639, 598, 10015573, 10, 90, 84, 356, 559, 541, 1, 1, 0.750501, 0.749572, 0.602006
4, 601, 686, 10015574, 10, 231, 112, 19, 562, 208, 1, 0.836914, 1, 0.748819, 0.753076
84, 681, 598, 10015574, 10, 372, 151, 559, 263, 90, 0.993829, 0.987059, 0.778949, 0.750505, 0.890645
191, 244, 398, 10016775, 4, 45, 18, 489, 290, 329, 1, 0.668944, 0.571396, 0.555203, 0.502626
65, 201, 482, 10016775, 4, 331, 492, 113, 419, 288, 1, 0.87686, 1, 0.667962, 0.60073
45, 279, 398, 10016775, 4, 329, 489, 498, 418, 514, 1, 0.999648, 0.984593, 0.857138, 0.888791
226, 198, 567, 10016775, 4, 107, 337, 230, 214, 67, 0.887303, 0.999284, 0.887557, 0.998466, 0.875095
113, 198, 535, 10017072, 5, 67, 214, 288, 337, 419, 0.999181, 0.998433, 0.998628, 0.888223, 1
331, 198, 585, 10017073, 5, 230, 470, 107, 337, 67, 0.998469, 1, 0.887273, 1, 0.888161
419, 198, 587, 10017073, 5, 230, 181, 393, 107, 67, 0.998469, 1, 0.999293, 0.887273, 0.999181
492, 198, 587, 10017073, 5, 230, 107, 67, 337, 288, 0.998469, 0.887273, 0.999181, 1, 0.998628
288, 201, 617, 10017073, 5, 230, 107, 67, 10, 181, 0.998469, 0.887273, 0.999181, 0.888497, 0.833345
337, 214, 598, 10017396, 6, 20, 230, 107, 185, 67, 0.667247, 1, 0.887242, 0.556699, 0.875027
230, 233, 598, 10017396, 6, 20, 107, 408, 185, 157, 0.994596, 0.998147, 0.374772, 0.334019, 0.286237
67, 201, 686, 10017396, 6, 480, 519, 107, 181, 258, 0.998177, 0.997644, 0.776336, 1, 0.714026
107, 266, 598, 10017797, 7, 325, 185, 20, 484, 320, 1, 0.602629, 0.667217, 0.50271, 0.501827
20, 317, 601, 10017797, 7, 96, 484, 408, 334, 325, 1, 1, 1, 1, 1
185, 358, 601, 10017797, 7, 96, 165, 79, 157, 484, 1, 1, 0.998885, 0.999168, 1
325, 382, 601, 10018068, 8, 96, 165, 157, 484, 408, 0.890428, 1, 0.999138, 1, 1
408, 412, 598, 10018068, 8, 96, 16, 176, 165, 79, 1, 0.716403, 0.603505, 1, 0.887871
484, 412, 598, 10018068, 8, 96, 165, 398, 16, 318, 1, 1, 0.495816, 0.556052, 0.500472
96, 480, 598, 10018068, 8, 407, 318, 176, 312, 16, 1, 0.999273, 1, 0.668776, 0.778472
16, 513, 601, 10018379, 9, 84, 285, 398, 407, 467, 1, 0.998289, 0.99934, 1, 1
176, 556, 601, 10018379, 9, 84, 189, 131, 4, 312, 1, 1, 1, 0.887659, 1
318, 581, 601, 10018379, 9, 84, 189, 131, 4, 285, 1, 1, 1, 0.887659, 1
407, 587, 601, 10018379, 9, 208, 84, 189, 131, 4, 0.999455, 1, 1, 1, 0.887659
189, 601, 643, 10018767, 10, 437, 4, 208, 576, 348, 1, 0.998574, 0.714634, 0.668908, 0.667338
131, 639, 598, 10018767, 10, 90, 84, 356, 559, 541, 1, 1, 0.750201, 0.748974, 0.601621
4, 601, 686, 10018767, 10, 231, 112, 19, 562, 208, 1, 0.836466, 1, 0.748521, 0.752775
84, 681, 598, 10018767, 10, 372, 151, 559, 263, 90, 0.992254, 0.983958, 0.778672, 0.749906, 0.890329
208, 598, 755, 10018767, 10, 375, 525, 463, 253, 197, 1, 0.999738, 0.999208, 0.889404, 0.780385
375, 612, 798, 10019181, 11, 6, 197, 120, 233, 236, 1, 1, 0.573559, 0.444023, 0.444527
463, 612, 798, 10019181, 11, 6, 197, 215, 236, 120, 1, 1, 0.503244, 0.49924, 0.430169
525, 612, 798, 10019181, 11, 6, 236, 339, 197, 120, 1, 0.625786, 0.573353, 1, 0.500892
253, 617, 798, 10019181, 11, 120, 6, 236, 197, 416, 0.996213, 1, 0.555658, 1, 0.334252
197, 643, 798, 10019544, 12, 6, 416, 215, 260, 481, 1, 0.557064, 0.503153, 0.500473, 0.444807
6, 681, 798, 10019544, 12, 120, 481, 416, 215, 260, 0.860293, 0.599297, 0.557064, 0.554841, 0.445505
120, 743, 801, 10019544, 12, 233, 481, 416, 412, 309, 0.999011, 1, 1, 0.998211, 0.997866
236, 775, 801, 10019544, 12, 233, 481, 339, 416, 412, 0.999011, 1, 1, 1, 0.998211
90, 716, 601, 10019774, 11, 273, 448, 134, 94, 356, 0.999998, 1, 0.89036, 0.780214, 1
263, 782, 601, 10019774, 11, 94, 134, 448, 502, 412, 1, 1, 1, 0.999065, 0.502121
559, 787, 601, 10019774, 11, 94, 134, 448, 372, 502, 1, 1, 1, 1, 0.888058
372, 801, 612, 10019774, 11, 94, 37, 134, 412, 273, 1, 0.667502, 1, 0.571177, 0.888887
120, 743, 801, 10019984, 13, 233, 481, 416, 412, 309, 0.998963, 1, 1, 0.998162, 0.997817
416, 801, 812, 10019984, 13, 233, 481, 339, 10000000, 10000000, 0.998963, 1, 1, 0, 0
481, 812, 798, 10019984, 13, 233, 10000000, 10000000, 10000000, 10000000, 0.998963, 0, 0, 0, 0
215, 845, 798, 10019984, 13, 233, 481, 339, 416, 412, 0.998963, 1, 1, 1, 0.998162
273, 801, 619, 10020188, 12, 416, 37, 94, 134, 412, 0.991958, 0.888109, 1, 1, 0.376318
134, 801, 637, 10020188, 12, 94, 174, 37, 412, 136, 1, 0.570941, 0.555068, 0.501336, 0.334214
94, 801, 679, 10020188, 12, 37, 412, 260, 174, 416, 0.75097, 0.627197, 0.601382, 0.570941, 0.502246
37, 798, 723, 10020188, 12, 481, 339, 412, 260, 233, 1, 1, 0.99814, 1, 0.887947
416, 801, 812, 10020385, 14, 233, 481, 339, 10000000, 10000000, 0.998918, 1, 1, 0, 0
481, 812, 798, 10020385, 14, 233, 10000000, 10000000, 10000000, 10000000, 0.998918, 0, 0, 0, 0
37, 798, 723, 10020485, 13, 481, 339, 412, 260, 233, 1, 1, 0.998107, 1, 0.887917
174, 798, 758, 10020485, 13, 233, 339, 481, 416, 412, 0.998907, 1, 0.889521, 1, 0.998107
412, 798, 787, 10020770, 14, 233, 339, 481, 416, 10000000, 0.998875, 1, 0.889492, 1, 0
481, 812, 798, 10020770, 14, 233, 10000000, 10000000, 10000000, 10000000, 0.998875, 0, 0, 0, 0
260, 801, 819, 10020770, 14, 233, 481, 339, 416, 412, 0.998875, 1, 1, 1, 0.998075
514, 387, 401, 10021286, 5, 538, 24, 104, 169, 53, 1, 1, 0.998352, 1, 0.667732
418, 401, 412, 10021286, 5, 24, 104, 169, 227, 423, 1, 0.998352, 1, 0.627238, 0.557244
489, 401, 412, 10021286, 5, 24, 104, 169, 115, 221, 1, 0.998352, 1, 0.601062, 1
329, 401, 414, 10021286, 5, 24, 115, 104, 227, 169, 1, 0.778663, 0.998352, 0.627238, 1
498, 412, 398, 10021286, 5, 24, 169, 468, 104, 53, 1, 1, 0.626362, 0.887424, 0.624016
169, 441, 398, 10021584, 6, 314, 24, 53, 513, 395, 0.797937, 1, 0.748791, 0.667859, 0.624258
104, 401, 464, 10021584, 6, 115, 79, 334, 423, 227, 0.667403, 0.398812, 0.334216, 0.286511, 0.285399
79, 401, 676, 10023049, 9, 304, 108, 413, 228, 487, 1, 1, 0.799019, 0.833697, 0.750542
165, 444, 598, 10023049, 9, 486, 318, 96, 16, 176, 1, 0.75024, 1, 0.8007, 0.667499
115, 398, 536, 10029784, 7, 79, 157, 484, 320, 408, 0.997558, 0.99784, 0.999908, 0.889197, 0.890146
227, 398, 570, 10029784, 7, 165, 79, 157, 408, 96, 1, 0.997716, 0.998149, 1, 0.77811
334, 398, 585, 10029784, 7, 228, 165, 96, 79, 157, 0.987333, 1, 0.889269, 0.997558, 0.99784
423, 398, 587, 10029784, 7, 96, 165, 79, 157, 408, 1, 1, 0.886718, 0.99784, 1
408, 412, 598, 10030055, 8, 16, 96, 165, 176, 79, 0.85821, 1, 1, 0.602053, 0.886692
484, 412, 598, 10030055, 8, 96, 165, 318, 16, 398, 1, 1, 0.624653, 0.666374, 0.492886
157, 401, 635, 10030055, 8, 413, 336, 96, 165, 79, 0.99016, 1, 0.889242, 1, 0.997528
79, 401, 676, 10030055, 8, 487, 304, 108, 413, 228, 0.998972, 0.998563, 1, 0.797902, 0.832724
108, 398, 732, 10030483, 9, 316, 409, 82, 487, 304, 1, 0.997651, 0.666421, 1, 0.999521
228, 398, 768, 10030483, 9, 316, 82, 409, 184, 487, 1, 0.777491, 0.998756, 0.778366, 1
487, 401, 812, 10030483, 9, 82, 184, 316, 409, 10000000, 0.999631, 0.889562, 1, 0.997651, 0
304, 401, 819, 10030483, 9, 184, 82, 409, 316, 10000000, 1, 0.888561, 0.997651, 0.890122, 0
409, 412, 798, 10030806, 10, 144, 544, 82, 184, 355, 0.831205, 0.775973, 0.999596, 1, 0.62463
316, 417, 798, 10030806, 10, 82, 253, 197, 184, 435, 0.999596, 0.600647, 0.569981, 1, 0.555752
184, 441, 798, 10030806, 10, 375, 253, 511, 435, 33, 1, 0.995448, 0.996749, 0.875582, 0.874661
82, 480, 798, 10030806, 10, 525, 435, 511, 569, 355, 0.991078, 0.889203, 0.751724, 0.71362, 0.667037
355, 587, 801, 10031246, 11, 412, 6, 197, 253, 375, 1, 1, 1, 1, 1
435, 587, 801, 10031246, 11, 233, 120, 6, 197, 375, 0.987354, 1, 1, 1, 1
525, 612, 798, 10031246, 11, 6, 236, 339, 197, 120, 1, 0.624843, 0.572364, 1, 0.625171
197, 643, 798, 10031570, 12, 6, 416, 120, 215, 260, 1, 0.556319, 0.572542, 0.500126, 0.499471
6, 681, 798, 10031570, 12, 120, 481, 416, 215, 260, 1, 0.59786, 0.556319, 0.554102, 0.444909
96, 480, 598, 10031604, 10, 407, 318, 176, 312, 16, 1, 1, 0.998402, 0.665763, 0.888345
16, 513, 601, 10031604, 10, 84, 285, 398, 407, 526, 1, 0.996827, 0.997875, 1, 1
176, 556, 601, 10031604, 10, 84, 189, 131, 4, 312, 1, 1, 1, 0.886359, 1
318, 581, 601, 10031604, 10, 84, 189, 131, 4, 285, 1, 1, 1, 0.886359, 1
120, 742, 801, 10032207, 13, 481, 233, 416, 412, 309, 1, 1, 1, 0.996811, 0.996467
416, 801, 812, 10032207, 13, 481, 339, 233, 10000000, 10000000, 1, 1, 1, 0, 0
481, 812, 798, 10032208, 13, 10000000, 10000000, 10000000, 10000000, 10000000, 0, 0, 0, 0, 0
215, 846, 798, 10032208, 13, 481, 339, 233, 416, 412, 1, 1, 1, 1, 0.996811
412, 798, 787, 10032556, 14, 339, 233, 481, 416, 10000000, 1, 1, 0.888328, 1, 0
481, 812, 798, 10032557, 14, 10000000, 10000000, 10000000, 10000000, 10000000, 0, 0, 0, 0, 0
181, 198, 760, 10033596, 7, 283, 3, 139, 480, 362, 1, 0.777744, 0.775244, 1, 1
519, 198, 787, 10033596, 7, 3, 139, 283, 480, 362, 0.999956, 0.996743, 1, 1, 1
480, 201, 812, 10033596, 7, 3, 139, 283, 10000000, 10000000, 0.999956, 0.996743, 1, 0, 0
258, 201, 818, 10033596, 7, 3, 139, 283, 10000000, 10000000, 0.999956, 0.996743, 1, 0, 0
283, 218, 798, 10033919, 8, 487, 413, 219, 95, 3, 1, 1, 1, 0.9977, 1
139, 243, 798, 10033919, 8, 82, 240, 3, 413, 95, 0.977702, 0.801759, 1, 0.571269, 0.665634
285, 619, 598, 10035804, 11, 90, 84, 189, 4, 448, 0.995649, 1, 1, 0.885946, 0.598363
189, 601, 643, 10035804, 11, 437, 208, 4, 576, 348, 0.994764, 0.855478, 1, 0.667008, 0.666076
131, 639, 598, 10035804, 11, 90, 84, 356, 559, 448, 1, 1, 0.748606, 0.745802, 0.713846
84, 681, 598, 10035804, 11, 372, 151, 559, 448, 263, 0.983938, 0.967735, 0.888228, 0.748894, 0.746726
263, 782, 601, 10036128, 12, 94, 134, 273, 502, 448, 1, 1, 0.998185, 1, 1
559, 787, 601, 10036128, 12, 94, 134, 448, 372, 502, 1, 0.999836, 1, 0.999542, 0.997254
372, 801, 612, 10036128, 12, 94, 37, 134, 412, 273, 1, 0.832106, 1, 0.569846, 0.998185
448, 801, 612, 10036128, 12, 94, 134, 37, 273, 412, 1, 1, 0.664905, 0.998185, 0.333336
273, 801, 619, 10036700, 13, 416, 37, 94, 134, 174, 0.975973, 0.997294, 1, 0.999772, 0.444667
134, 801, 637, 10036700, 13, 94, 174, 37, 412, 136, 1, 0.711998, 0.664863, 0.499957, 0.33238
94, 801, 679, 10036700, 13, 37, 416, 174, 412, 260, 0.874324, 0.667815, 0.711998, 0.625901, 0.599398
37, 798, 723, 10036700, 13, 339, 481, 416, 412, 260, 0.999003, 0.998373, 1, 0.996315, 1
412, 798, 787, 10036700, 13, 339, 233, 481, 416, 10000000, 1, 1, 0.88792, 1, 0
37, 798, 723, 10037075, 14, 339, 481, 416, 412, 260, 0.998961, 0.998326, 1, 0.996274, 1
174, 798, 758, 10037075, 14, 339, 233, 481, 416, 412, 0.998961, 1, 0.887883, 1, 0.996274
412, 798, 787, 10037075, 14, 339, 233, 481, 416, 10000000, 1, 1, 0.887883, 1, 0
416, 801, 812, 10037076, 14, 481, 339, 233, 10000000, 10000000, 1, 1, 1, 0, 0
