source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
243, 219, -1, 10299999, 1, 7, 98, 62, 164, 117, 1, 0.864253, 0.723336, 1, 0.970262, 284, 0, 0, 0, 0, 0, 1
164, 248, -1, 10300200, 2, 7, 143, 62, 275, 231, 1, 0.6865, 0.723318, 0.537681, 0.362801, 284, 0, 0, 0, 1, 1, 0
7, 280, -1, 10300200, 2, 5, 143, 152, 275, 150, 0, 0.8238, 0.645376, 0.645217, 0.611795, 284, 1, 0, 1, 1, 0, 1
62, 319, 1, 10300200, 2, 5, 150, 231, 275, 152, 1, 0.968206, 1, 1, 0.860502, 284, 0, 0, 0, 1, 0, 0
143, 354, 1, 10300640, 3, 181, 5, 152, 150, 48, 0.121027, 1, 1, 1, 0.861596, 284, 1, 0, 0, 0, 0, 1
275, 401, 12, 10300640, 3, 100, 48, 5, 152, 150, 0.939293, 1, 0.96883, 1, 1, 284, 0, 0, 0, 0, 0, 0
152, 401, 41, 10304840, 4, 237, 48, 280, 100, 132, 0.844158, 1, 0.602807, 0.538945, 0.430588, 284, 0, 0, 1, 0, 0, 1
150, 447, -1, 10304840, 4, 149, 5, 181, 61, 48, 0.21545, 1, 0.725794, 0.752332, 0.753556, 284, 1, 0, 0, 0, 0, 1
48, 401, 79, 10313040, 5, 280, 237, 100, 132, 41, 1, 0.946723, 0.861551, 0.645312, 0.362157, 284, 1, 1, 0, 0, 0, 0
100, 398, 114, 10313040, 5, 41, 292, 268, 280, 218, 0.968123, 1, 1, 1, 0.862209, 284, 0, 1, 1, 1, 1, 0
132, 398, 155, 10313041, 5, 111, 41, 221, 292, 268, 1, 1, 1, 1, 1, 284, 0, 0, 0, 1, 1, 0
237, 398, 180, 10313041, 5, 41, 88, 112, 221, 292, 1, 0.862054, 0.97008, 1, 1, 284, 0, 0, 0, 0, 1, 1
280, 398, 187, 10313041, 5, 41, 88, 112, 221, 292, 1, 0.862054, 1, 1, 1, 284, 0, 0, 0, 0, 1, 0
292, 412, 198, 10313416, 6, 49, 88, 41, 112, 216, 0.948433, 1, 1, 1, 0.430038, 284, 0, 0, 0, 0, 1, 0
221, 418, 198, 10313416, 6, 266, 88, 41, 112, 216, 0.647295, 1, 0.860519, 1, 0.550087, 284, 1, 0, 0, 0, 1, 1
